,input,A,B,B2
1933,그는 어린 아들이 있었다,어린 아들이 사라졌다,저녁식사,그는 아버지가 되었고 책임감을 가지게 되었다
1934,그는 새 TV를 원했다,하지만 그의 예산이 부족해서 새 TV를 사지 못했다,구매하다,"그는 가게에 갔고, 다양한 모델과 브랜드를 비교하며 최적의 선택을 하기로 했다"
1935,그는 바비큐 파티를 준비했다,친구들을 초대하여 즐거운 시간을 보냈다,요리하다,친구들을 초대했다
1936,그는 첫 소설을 썼다,그는 출판사에서 소설을 출판했다,대학을 졸업,그는 작품을 출판하고 인기를 얻었다
1937,그는 일찍 잠자리에 들었다,다음날 아침 일찍 일어나서 일을 시작했다,아침에,일어나서 아침 일과를 시작했다
1938,그는 요리를 끝내었다,식사를 즐겼다,식사,식탁을 차려서 가족들이 함께 식사를 할 준비를 했다
1939,그는 음료를 주문했다,음료를 주문한 후에는 웨이터가 주문을 받아서 음료를 가져다 주었다,음료를 주문하다,서비스원이 음료를 가져다 주었다
1940,그는 착해보였다,하지만 실제로는 사기꾼이었고 많은 사람들을 속여 돈을 훔쳤다,어떤 일을 하고,무슨 일이 생기더라도 도와줄 것 같은 느낌이 들었다
1941,그는 돈을 줬다,그는 그에게 도와준 사람에게 감사의 마음을 표현하기 위해 돈을 줬다,돈을 받다,그는 친구와 함께 식사를 했다
1942,그는 한 통의 전화를 받았다,그는 긴급한 일이 있어서 즉시 나가야 했다,자기 전,긴장한 표정으로 전화기를 내려놓고 주변을 둘러보았다
1943,그는 조깅을 하러 갔다,조깅을 하던 중에 다리를 다쳤다,조깅하다,운동 후에 샤워를 하고 집으로 돌아왔다
1944,그는 총을 발견했다,그는 경찰에 신고하여 총을 인계했다,사건,그는 경찰에게 신고했다
1945,그는 구슬을 가지고 놀았다,그는 구슬을 땅에 떨어뜨렸다,놀다,구슬을 바닥에 떨어뜨렸다
1946,그는 그녀의 머리를 쓰다듬었다,그녀는 그를 밀어냈다,사랑을 고백하다,그녀의 얼굴을 살펴보며 미소를 지었다
1947,그는 파티에 참석했다,파티에서 즐거운 시간을 보냈다,그의 친구와 함께 식사하다,친구들과 함께 술을 마셨다
1948,그는 버스를 타고 뉴욕으로 향했다,뉴욕으로 향한 그는 도착하여 새로운 도시를 탐험했다,도착,그는 시내를 돌아다니며 도시의 아름다움을 감상했다
1949,그는 절대 그럴 리가 없었다,하지만 사실,불가능한 일이라고 생각했던 일이 일어난,그는 자신이 잘못한 게 없다고 주장했다
1950,그는 그녀의 냄새를 맡았다,이후 그는 그녀를 더욱 끌어안았다,데이트,그녀를 더욱 사랑하게 되었다
1951,그는 스스로를 추천했다,다른 사람들에게 자신의 능력과 경험을 알리고 자신을 홍보했다,자신을 홍보하다,그의 자질과 역량을 증명하기 위해 열심히 일했다
1952,그는 생일 선물로 강아지를 원했다,그의 친구들이 함께해서 강아지를 선물해주었다,선택을 하다,친구들과 함께 강아지를 키우기로 결정했다
1953,그는 그녀에게 총을 쐈다,그녀는 부상을 입고 응급실로 옮겨졌다,사건,그는 현장을 빠져나갔다
1954,그는 어쨌든 그것을 받아들였다,이후 그는 상황을 받아들이고 계획을 세웠다,고민하다,어떻게든 그 상황을 해결하기로 결심했다
1955,그는 바닥에 물을 엎질렀다,바닥을 닦았다,실수,바닥을 닦았다
1956,그는 학교를 결석했다,부모님께서 학교에 전화하여 결석 사유를 확인하였다,건강 문제,는 친구들과 함께 공원에서 시간을 보냈다
1957,그는 완벽한 집을 찾았다,결국 꿈에 그리던 집을 구매하여 행복해했다,집을 구하다,그는 가구를 구입하여 집을 꾸몄다
1958,그는 일찍 왔다,그는 일찍 왔지만 문이 잠겨 있어서 기다렸다,잠자다,먼저 자리에 앉았다
1959,그는 온라인에서 한 여자를 만났다,결국 그 여자와 결혼했다,코로나19 대유행하기 전에,그들은 서로의 사진을 공유하고 대화를 나누었다
1960,그는 어쨌든 그는 노력했다,그는 어쨌든 성공했다,성공하다,그의 노력이 결실을 맺었고 성공을 거두었다
1961,그에게서는 헛간 냄새가 났다,그는 헛간에 불이 났음을 깨달았다,농장일을 하다,그가 헛간 안으로 들어갔다
1962,그는 누수를 해결했다,"물이 세면대에서 누출되고 난 후, 그는 누수를 해결했다",수리,"는 수리된 파이프를 다시 설치하고, 물을 틀어주었다"
1963,그는 새 것이 필요했다,그는 쇼핑을 가서 새 물건을 샀다,결혼,그는 가게에 갔고 새로운 옷을 샀다
1964,그는 휴대폰을 잊어버렸다,휴대폰을 찾기 위해 다시 돌아갔다,외출하다,급히 집으로 돌아가서 휴대폰을 찾았다
1965,그는 자신을 홍보했다,다른 사람들이 그의 능력과 업적을 알게 되었다,성과를 거두다,그는 회사에서 승진을 받았다
1966,그는 고양이를 키우고 싶어했다,하지만 그의 아내는 알레르기가 있어서 고양이를 키울 수 없었다,꿈을 이루다,그는 동물 보호소에 가서 입양을 하기로 결정했다
1967,그는 누군가를 보내었다,누군가를 암살하도록 보냈다,일어나다,무엇을 하기로 했다
1968,그는 시험에 떨어졌다,그는 다음 시험을 준비하기로 결정했다,공부를 안 하다,열심히 공부하여 다음 시험에 합격했다
1969,그는 정시에 도착했다,그는 회의에 참석할 수 있었다,늦게,그는 회의에 참석하여 중요한 발표를 했다
1970,그는 열쇠를 잃어버렸다,그는 문을 열 수 없게 되었다,집에 도착,그는 문을 열 수 없어서 화가 나서 주먹을 문에 퍼박았다
1971,그는 책에 대해 자세히 설명했다,책에 대한 이야기를 듣고 나서 우리는 그의 열정에 감동받았다,독서하다,"질문을 받았고, 자신의 의견을 덧붙였다"
1972,그는 휴대폰을 분실했다,그는 휴대폰을 찾기 위해 주변을 뒤졌다,외출하다,주변을 둘러보며 휴대폰을 찾았지만 찾지 못했다
1973,그는 실수로 액체를 부었다,그는 바닥을 닦았다,요리,화재가 발생했다
1974,그는 가방을 들고 학교에 갔다,그는 학교에서 수업을 들었다,수업,수업을 들었다
1975,그는 새 집을 구입했다,그는 새로운 이사를 했다,이사,새로운 이웃들과 친해지기 시작했다
1976,그는 무사히 착륙했다,그 후에 그의 가족과 친구들이 안심하고 기뻐했다,비행기를 타고 있던,그의 가족과 친구들이 환영해주었다
1977,그는 좋아하는 노래를 들었다,그는 기분이 좋아졌다,운동하다,그는 친구들과 함께 춤을 추기 시작했다
1978,그는 아이스크림을 받았다,그는 아이스크림을 먹었다,먹다,딸기 시럽을 올려서 맛있게 먹었다
1979,그는 책을 가져왔다,책을 읽기 시작했다,공부하다,독서를 시작했다
1980,그는 스스로 청소했다,그 후에는 집이 깨끗해졌다,청소,그는 요리를 시작했다
1981,그는 그녀를 응시했다,"결국 그녀는 그의 시선을 느꼈고, 서로 눈을 마주치며 웃음이 터졌다",그녀를 응시하다,"그는 자신의 마음을 열었고, 그녀에게 말을 걸었다"
1982,그는 새로운 친구를 만났다,새로운 경험과 관심사를 공유하며 즐거운 시간을 보냈다,파티,그는 새로운 경험을 공유하고 새로운 관심사를 발견했다
1983,그는 친구에게 문자를 보내었다,친구는 빠르게 답장을 보냈다,음식을 함께 먹다,그는 대답을 기다렸지만 친구로부터 답장이 오지 않았다
1984,그는 신용 카드를 신청했다,그 후에 그는 카드를 받았다,신용 카드를 신청하다,"은행에서 승인을 받았고, 카드를 받아서 사용하기 시작했다"
1985,그는 경찰차를 봤다,경찰차를 따라가서 교통사고 현장을 발견했다,사건,그는 길을 따라 빠르게 달려가기 시작했다
1986,그는 보고서를 제출했다,그 후 회의에서 그의 보고서가 검토되었다,발표하다,회의를 준비했다
1987,그는 그녀에게 그것을 줬다,결국 그녀는 그것을 받았다,먹다,"그녀는 감사하게 받았고, 함께 식사를 하러 나갔다"
1988,그의 코가 부러졌다,그는 병원으로 신속히 이송되어 치료를 받았다,싸움,응급실로 신속히 이송되어 수술을 받았다
1989,그는 더 잘 먹었다,그는 더 잘 먹었다,식사,는 침대에 누워 휴식을 취했다
1990,그는 그의 말이 일리가 있었다,다른 사람들도 그의 주장에 동의했다,사실을 확인하다,그는 다른 사람들에게 자신의 의견을 설명했다
1991,그는 점점 추워지고 있었다,그는 옷을 더 입었다,가을이 오다,는 따뜻한 옷을 입고 실내로 들어가기로 했다
1992,그는 독감에 걸렸다,그는 병원에 입원하여 치료를 받았다,겨울 동안,그는 병원에 가서 치료를 받았다
1993,그는 여동생에게 전화했다,그는 여동생과 약속을 잡았다,저녁을 먹고,그녀를 만나기로 했다
1994,그는 바나나를 먹었다,그는 배가 부르고 만족한 느낌이 들었다,바나나를 먹은,사과도 먹었다
1995,그는 최근에 이혼했다,"이혼 후에는 심리적으로 힘든 시기를 겪었지만, 점차 새로운 삶을 시작하고 자신의 삶을 재정비했다",결혼,그는 새로운 삶을 시작하기로 결심했다
1996,그는 신문을 받았다,신문을 받은 그는 최신 소식을 확인하고 일상 생활에 대해 더 많은 정보를 얻었다,일어나다,그는 커피를 마시고 신문을 읽었다
1997,그는 페이스북에서 게임을 찾았다,게임을 플레이하기 시작했다,일하던 것을 멈추고,그를 위해 새로운 친구들을 만나고 새로운 도전에 도전했다
1998,그는 연주를 시작했다,그는 관객들로부터 큰 박수를 받았다,연주를 시작하다,모든 사람들은 그의 연주에 매료되어 있었다
1999,그는 바로 왔다,일어난 사건 후에는 그가 바로 도착했다,도착하다,문을 열고 안으로 들어왔다
2000,그는 최근에 만났다,결국 그는 그녀와 결혼했다,우연히 만나다,서로 친해지고 더 많은 시간을 함께 보내기 시작했다
2001,그는 새 애완동물이 생겼다,그 후에 그는 새 애완동물을 돌보기 시작했다,이사를 하고 나서,그는 새로운 반려동물을 돌보기 위해 집 안을 재구성했다
2002,그는 미소를 지었다,그는 누군가를 기쁘게 만들었다,좋은 소식을 듣고 나서,손을 내밀어 안아주었다
2003,그는 직장에서 해고당했다,그는 새로운 직장을 찾기 위해 구직활동을 시작했다,그는 업무 성과가 부족하다,그는 새로운 직장을 찾기 위해 노력했다
2004,그는 그녀와 함께 놀았다,결국 그녀와 사귀기 시작했다,놀고,그녀에게 저녁 식사를 제안했다
2005,그는 다음 날 등교했다,그는 다음 날 등교했다,밤늦게 잠자리에 들었다,그는 친구들과 함께 점심 식사를 했다
2006,그는 뉴욕으로 카메라를 가져갔다,뉴욕에서 멋진 사진을 찍었다,쇼핑하다,중요한 순간들을 담아 사진을 찍었다
2007,그는 섹터에서 차량을 발견했다,차량을 주차했다,사고,차량을 조사하여 어떤 문제가 있는지 확인했다
2008,그는 제품이나 서비스를 마케팅하고 판매했다,그는 매출이 증가했다,제품이나 서비스를 마케팅하고 판매하기 전에,"그는 고객들의 피드백을 분석하여 제품이나 서비스를 개선하고, 시장 동향을 파악하여 마케팅 전략을 조정했다"
2009,그는 정말 화가 났다,그는 친구에게 솔직한 이야기를 했다,어떤 일이 벌어지다,그는 심호흡을 하고는 문제를 해결하기 위해 차분하게 상황을 분석했다
2010,그는 자신에 대해 이야기하고 있었다,다른 사람들은 그에 대해 더 많이 알게 되었다,자신을 발견하다,"그는 자신의 경험과 업적을 자랑스러워하며, 자신이 이룬 것들에 대해 자세히 설명했다"
2011,그는 경고를 받았다,하지만 그는 경고를 무시하고 계속해서 위험한 행동을 했다,사건이 일어나다,그는 자신의 행동을 바꾸기로 결심했다
2012,그는 좋아하는 밴드의 콘서트를 보러 갔다,콘서트에서 즐거운 시간을 보낸 후 밴드의 음악에 더욱 열정적으로 사로잡혔다,코로나19 대유행,그는 친구들과 함께 식당에서 저녁을 먹었다
2013,그는 드디어 찾았다,그 후에 그가 오랜 시간을 찾아온 것을 발견했다,헤맨 뒤에,그는 큰 기쁨 속에 그것을 공유했다
2014,그는 바닥에 맥주를 엎질렀다,그는 빠른 속도로 청소를 시작했다,술을 마신,바닥을 닦았다
2015,그는 더 건강해졌다,그 사람은 운동을 시작하여 더 건강해졌다,운동하다,운동을 더 많이 하고 건강한 식습관을 유지했다
2016,그는 죄를 사했다,그 후에 그는 사회로부터 용서를 받았다,참회하다,죄를 반복하지 않기로 다짐했다
2017,그는 예쁘게 생겼다,다른 사람들이 그에게 주목하고 칭찬을 했다,화장을,그를 만나러 갔다
2018,그는 쥐를 잡았다,그는 쥐를 잡은 후에 함께 살던 고양이에게 줬다,사냥,그는 고양이에게 먹이로 주었다
2019,그는 쿠키를 먹었다,그는 속이 더부루해졌다,쿠키를 먹은,그는 우유를 마셨다
2020,그는 딸과 대화를 나눴다,그 후 그는 딸과의 관계가 더 가까워졌다,저녁 식사,그녀에게 자신의 경험과 조언을 전해주었다
2021,그는 테스트 결과가 나올 때까지 기다렸다,테스트 결과가 양성이 나와서 격리 조치를 받았다,검사,안심하고 결과를 확인했다
2022,그는 그녀에게 매우 못되게 굴었다,그녀는 그를 떠났다,싸움,"그녀는 그를 떠났고, 다시는 만나지 않기로 결심했다"
2023,그는 인터넷을 확인했다,사건이 일어난 후 그는 최신 뉴스를 확인했다,자신의 이메일을 확인하다,는 이메일을 확인했다
2024,그는 그녀에게 빚을 졌다,빚을 갚기 위해 돈을 갚아야 했다,파티,무엇을 상환하기 위해 노력했다
2025,그는 잠을 잘 자지 못했다,다음날 그는 피곤해 하며 일을 하기 어려워 했다,운동,그는 다음 날 피곤해서 일에 집중하기 어려웠다
2026,그는 멋진 하루를 보내었다,아마도 그는 기분 좋게 집에 돌아왔다,일어나다,그는 친구들과 함께 식사를 하고 영화를 보러 갔다
2027,그는 어젯밤에 잠이 들었다,다음 날 아침에 일어나서 일상적인 활동을 시작했다,아침에 일어나다,아침에 일어났을 때 기분이 상쾌했다
2028,그는 경고와 함께 폭죽을 터뜨렸다,경고를 무시하고 폭죽을 터뜨린 결과로 경찰에게 체포되었다,축제 종료,모두가 깜짝 놀라며 주위를 둘러보았다
2029,그는 그날 밤 집으로 돌아갔다,집으로 돌아가서 휴식을 취했다,취한 후에,답변할 수 없음
2030,그는 스스로를 질책했다,그 후에 그는 자기 자신을 바로 잡기 위해 노력했다,행동하지 않은,자신의 부족한 점을 극복하기 위해 노력했다
2031,그는 어젯밤에 책을 다 읽었다,다음날 그는 새로운 책을 찾아 읽기 시작했다,자정에,잠이 들었다
2032,그는 참석하고 싶어 했다,하지만 시간이 부족해서 참석하지 못했다,결정하다,그는 일정이 변경되어 참석하지 못했다
2033,그는 덜 먹었다,그 후에는 그가 배고파서 먹을 것을 찾아다녔다,식사,배가 아직 고팠기 때문에 또 음식을 주문했다
2034,그는 결국 포기했다,어려운 문제를 해결하려고 노력한 후에 그는 결국 포기했다,투덜거리다,아무리 노력해도 성공할 수 없다고 생각했기 때문
2035,그는 나무를 두드렸다,그는 나무를 두드린 후에 나무가 꺾여서 땅에 떨어졌다,나무를 베기하다,나무에서 이상한 소리가 들렸다
2036,그는 여행을 좋아했다,여행을 좋아하는 그는 세계 각지를 여행하며 새로운 경험을 쌓았다,여행하다,세계 각지를 여행하며 새로운 문화와 경험을 쌓았다
2037,그는 학교 갈 준비를 했다,학교에 갔다,공부하다,버스를 타고 학교로 향했다
2038,그는 화난 것 같았다,그가 다른 사람에게 소리를 지르고 떠났다,실수,소리를 질렀다
2039,그는 웨이터에게 물었다,웨이터가 주문을 받아주었다,일어나기 전에,웨이터가 주문을 받았고 음식을 요리하러 갔다
2040,그는 개구리를 발견했다,그는 개구리를 발견한 후에는 호기심을 느끼고 그 개구리를 잡아보려 했다,수영하다,그를 강가로 데려갔다
2041,그는 몇 시간 동안 플레이했다,그는 플레이한 후에 지친 상태로 잠들었다,플레이하다,떠나서 집으로 돌아갔다
2042,그는 집에 피자를 배달했다,그는 가족과 함께 피자를 즐겼다,배달을 받은,친구들과 함께 피자를 먹으며 영화를 보았다
2043,그는 맛있었다고 했다,음식이 매우 인기가 있어졌다,식사,그는 또 다른 요리를 시도해보고 싶다고 말했다
2044,그는 함께 퍼즐을 맞추고 있었다,친구들과 즐거운 시간을 보냈다,점심 식사,우리는 함께 영화를 보러 갔다
2045,그는 수업 용지를 제공했다,학생들이 수업에서 필요한 용지를 받았다,공부하다,학생들에게 과제를 내주었다
2046,그는 집에 가는 길에 초콜릿을 살았다,그는 집에 도착해서 초콜릿을 먹었다,저녁 식사,그는 친구를 만나러 갔다
2047,그는 새 책을 읽었다,그는 새로운 지식과 정보를 얻었다,읽다,그는 새로운 지식을 습득했다
2048,그는 제 지갑을 찾았다,그는 돈과 신용카드를 모두 잃어버렸다,잃어버린 것을 발견,그는 안도의 한숨을 내쉬었다
2049,그는 가방을 챙겼다,나중에 그는 집을 나가서 여행을 떠났다,외출,버스 정류장으로 향했다
2050,그는 비용을 절감했다,일용품을 구매하는 데 쿠폰을 사용하여 비용을 절감했다,변화하다,회사의 이윤이 증가했다
2051,그는 견인차를 불렀다,차가 고장나서 견인차를 불렀다,사고,무거운 화물을 옮기기 위해 차를 연결했다
2052,그는 시리얼을 먹었다,그는 속이 불편해졌다,식사,우유를 따라 마셨다
2053,그는 울음을 그쳤다,주변 사람들이 그를 위로하고 안심시켰다,슬픔을 털어놓다,"그는 깊게 숨을 들이마셨고, 자신을 다시 모으기 시작했다"
2054,그는 길고양이 한 마리를 발견했다,그는 길고양이를 자신의 집으로 데려갔다,산책,그는 고양이를 산책시키기 시작했다
2055,그는 방망이를 휘둘렀다,경찰이 출동하여 그를 체포했다,싸움,"상대방은 아프게 되었고, 싸움은 더 격렬해졌다"
2056,그는 학교에 가야 했다,그는 학교에 가기 위해 일어났다,공부하다,는 친구들과 만나기로 했다
2057,그는 남자 친구를 초대했다,그들은 함께 식사를 하고 영화를 보았다,저녁 식사를 하다,그들은 함께 저녁을 먹으러 갔다
2058,그는 자외선 차단제를 발랐다,피부가 자외선으로부터 보호되었다,피부 화상을 예방하기 위해,해변으로 향했다
2059,그는 자위했다,그 후에는 그의 신체적인 욕구가 충족되었다,샤워하다,그는 씻고 자기를 정돈했다
2060,그는 새 문신을 새겼다,그 후에는 그의 피부가 아프고 발적해야 했다,술에 취하다,그는 자신의 새 문신을 자랑스러워했다
2061,그는 대신 낮잠을 자고 있었다,그 때문에 회의에 늦었고 중요한 결정을 놓치게 되었다,점심을 먹고,일어나서 커피를 마셨다
2062,그는 그것을 그녀의 엄마에게 줬다,그녀의 엄마는 그것을 받아들였다,선물하다,그녀의 엄마는 감동하여 그를 안아주었다
2063,그는 드디어 돌아왔다,그의 가족과 친구들이 기뻐하며 환영했다,오랜 시간을 끝내고 나서,모든 사람들이 그를 환영했다
2064,그는 집을 떠나 이사를 갔다,그는 새로운 도시에서 새로운 삶을 시작했다,이사를 가다,그는 새로운 도시에서 새로운 일을 시작했다
2065,그는 그녀를 실격처리했다,이후에는 그녀가 대회나 이벤트에서 더 이상 참가할 수 없게 되었다,경쟁을,"그녀는 매우 분노했고, 이에 대해 항의했다"
2066,그는 자고 싶어 했다,하지만 그는 알람을 설정하고 일어나서 일을 시작했다,자고,그는 잠이 들었다
2067,그는 머리를 잘랐다,머리를 잘라서 머리카락이 짧아졌다,미용실에 갔다,그는 새로운 스타일로 변신했다
2068,그는 그 사람에게 말했다,답변할 수 없음,일어나다,"그 사람은 그의 말에 대해 심각하게 생각했고, 몇 분 동안 침묵을 지킨 후에 답했다"
2069,그는 동영상을 업로드했다,그는 온라인에서 큰 관심을 받았다,논란을 일으키다,많은 시청자들이 그의 콘텐츠를 감상하고 좋아요와 구독을 눌러주었다
2070,그는 드디어 돈을 모았다,결국 그는 꿈꾸던 여행을 떠났다,노력하여,그는 자신의 꿈을 이루기 위해 여행을 떠났다
2071,그는 어젯밤에 잠을 잤다,다음 날 그는 상쾌하고 기분 좋게 일어났다,잠을 자고,일어나서 아침 식사를 준비했다
2072,그는 문제를 해결했다,답변할 수 없음,해결하다,그는 새로운 아이디어를 제시했다
2073,그는 음료수를 엎질렀다,그는 죄송하다고 말하고 청소도구로 바닥을 닦았다,술취해서,바닥을 닦았다
2074,그는 총알을 맞았다,의료진이 긴급 수술을 하여 그를 구조했다,총을 쏘다,"그는 지쳐 쓰러졌다. 그의 몸은 피로 범벅이 되었고, 숨을 쉬기도 어려웠다. 그는 의료진에게 신속한 치료가 필요했다"
2075,그는 소 잃고 외양간을 고쳤다,그 후에도 소를 잃어버리고 말았다,노력하다,소를 다시 잃지 않기 위해 울타리를 고쳤다
2076,그는 학교를 마치고 집으로 돌아갔다,집에 도착해서 숙제를 시작했다,하루 종일 공부,숙제를 하고 저녁을 먹었다
2077,그는 예약을 했다,여행 일정을 잡았다,예약을 취소,레스토랑에 도착했다
2078,그는 친구들과 함께 놀았다,그 후에는 집으로 돌아와서 피곤해서 바로 잠들었다,놀다,영화를 보러 갔다
2079,그는 암 진단을 받았다,그는 치료를 받기 시작했다,치료,항암 치료를 받기 시작했다
2080,그는 직불 카드를 사용했다,은행에서 돈을 인출했다,지불,은 현금을 인출했다
2081,그는 아이처럼 느껴졌다,그 후에는 그가 자신의 어린 시절을 회상하거나 어린이와 같은 행동을 하게 되었다,울음을 터뜨리다,그는 자신의 어린 시절을 떠올리며 즐거움에 가득 찼다
2082,그는 잘 맞았다,싸움이 시작되었다,훈련,공을 잡아서 멀리 던졌다
2083,그는 마침내 왔다,파티가 시작되었다,늦게 일어나다,그는 우리를 위해 많은 일을 했다
2084,그는 중얼거렸다,답변할 수 없음,너무 늦게 일어나다,그는 눈을 감고 깊게 숨을 들이마셨다
2085,그는 가족을 방문했다,가족과 함께 즐거운 시간을 보냈다,여행,그는 오랜만에 모든 가족 구성원들을 만나서 기뻤다
2086,그는 친구들과 볼링을 치러 갔다,볼링을 즐기며 즐거운 시간을 보냈다,저녁 식사,친구들과 함께 피자를 먹으러 갔다
2087,그는 최근에 등록했다,그는 최근에 등록했지만 아직 수업을 시작하지 않았다,사건,빠르게 수업에 참여했다
2088,그는 운전 면허증을 갱신했다,운전 면허증을 갱신했다,검사,차를 구입했다
2089,그는 셔츠를 구입했다,그는 셔츠를 구입한 후 집으로 돌아왔다,셔츠를 입다,바지와 신발도 샀다
2090,그는 엄마한테 전화했다,엄마는 그를 안심시켰다,일어나다,엄마와 이야기를 나누었다
2091,그는 숨바꼭질을 했다,그를 찾으려던 사람들이 그를 찾아내었다,숨바꼭질을 하다,"나를 찾아주러 올 줄 알았지만, 결국 나를 찾지 못했다"
2092,그는 관심이 있어 보였다,그 사람은 그 사건에 대해 더 알아보기로 결정했다,그는 물음을 하다,무엇을 하고 싶은지 물어보았다
2093,그는 지갑을 떨어뜨렸다,그는 주변을 둘러보며 지갑을 찾았다,쇼핑을 하러 가려고,그는 주변을 둘러보며 지갑을 찾기 시작했다
2094,그는 새 영화를 시청했다,영화를 보고 나서 그는 감상평을 작성했다,,그는 영화에 대한 자신의 생각을 친구들과 나누기로 했다
2095,그는 덩크슛을 터뜨렸다,경기장은 환호와 박수 소리로 가득 찼다,경기를 플레이하다,경기장은 환호성으로 가득 찼고 상대팀은 점수차를 좁히기 위해 필사적으로 노력했다
2096,그는 다음날 찾아왔다,두 사람은 서로 만나서 일어난 일에 대해 이야기를 나눴다,실수를,우리는 함께 식사를 하고 오랫동안 이야기를 나누었다
2097,그는 숙제를 잊어버렸다,그는 선생님에게 혼남을 받았다,수업,선생님께서 그의 부주의를 비판했다
2098,그는 너무 시끄럽었다,그는 이웃들에게 불만을 샀고 경찰이 호출되었다,술에 취해서,내가 그를 조용히 하라고 말했다
2099,그는 곧 돌아왔다,사건이 일어난 후 그는 곧 돌아왔다,떠나다,그는 우리에게 무슨 일이 있었는지 설명했다
2100,그는 운전하는 법을 배웠다,운전면허를 취득했다,사고,그는 운전면허 시험을 응시하고 합격했다
2101,그는 숙제를 돌려받았다,그는 숙제를 다시 했다,공부하다,선생님께서 칭찬해 주셨다
2102,그는 엄마를 찾았다,엄마와 다시 재회하고 행복해했다,저녁을 먹고,그는 안심한 미소를 지었다
2103,그는 그냥 눈을 데굴데굴 굴렸다,그 후 아무런 반응도 보이지 않았다,놀람,아무런 말도 하지 않았다
2104,그는 애완동물을 키우고 싶어했다,하지만 아파트 규정으로 인해 애완동물을 키울 수 없었다,결혼,동물 보호소에서 강아지를 입양했다
2105,그는 바이올린 연주법을 배웠다,그는 유명한 바이올리니스트가 되었다,어릴 때,그는 유명한 음악 학교에 입학하여 전문적인 교육을 받았다
2106,그는 나무 위의 집을 지었다,그는 나무 위의 집에서 살았다,건설하다,그는 정원을 가꾸고 꽃과 나무를 심었다
2107,그는 무대 위로 걸어갔다,그는 대규모 박수를 받았다,공연,그는 마이크를 잡고 대중에게 인사를 했다
2108,그는 불을 가지고 놀았다,"그는 화재를 일으켰고, 주변에 큰 피해를 입히게 되었다",화재,화재가 발생했다
2109,그는 정말 이상한 기분을 느꼈다,그 후 그는 주변을 살펴보고 자신의 안전을 확인했다,저녁 식사를 먹은,그는 자신의 주변을 둘러보았지만 아무것도 이상한 것은 없었다
2110,그는 친구들과 수영하러 갔다,수영한 후에는 친구들과 함께 저녁 식사를 했다,점심을 먹고,파티를 열었다
2111,그는 발언자를 공격했다,그 후에 그의 발언에 대한 비판과 반발이 일어났다,논쟁하다,대규모 비난을 받았다
2112,그는 아이스크림 트럭 소리를 들었다,그는 급히 동네 골목으로 뛰어가서 아이스크림을 샀다,딸기 아이스크림을 먹은,그의 입속이 물을 차오르게 했다
2113,그는 간식을 먹었다,그는 배가 부르고 만족했다,간식을 먹은,산책을 하러 나갔다
2114,그는 공을 되찾았다,그 후 그는 경기에서 다시 참가할 수 있었다,겨우하다,그는 경기를 이어나갔다
2115,그는 쥐를 애완동물로 키웠다,그의 집에는 쥐가 많아졌다,어린 시절,그는 쥐의 행동을 연구하기 시작했다
2116,그는 어른이 된 기분였다,그 후에는 책임감을 느끼고 성숙해진 것 같았다,성인식을 받다,그는 책임감을 느끼고 성숙해진 것 같았다
2117,그는 그녀에게 이유를 설명했다,"그녀는 그의 말을 이해했고, 두 사람은 문제를 해결하기 위해 함께 협력했다",오해하다,"그녀는 그의 말을 이해했고, 함께 문제를 해결하기로 했다"
2118,그는 누군가에게 물었다,물린 사람은 대답했다,이는,그는 대답하기 전에 잠시 생각을 멈추었다
2119,그는 새 신발 한 켤레를 선물받았다,새 신발을 신고 행복해했다,힘들게 일한 끝에,그는 신발을 신고 길을 걷기 시작했다
2120,그는 사진을 게시했다,사진에 대한 많은 좋아요와 댓글이 달렸다,일어난 일을 공유하다,많은 칭찬과 좋아요를 받았다
2121,그는 시리얼을 먹고 싶어했다,하지만 시리얼 상자가 비어 있었다,아침식사,냉장고를 열어서 우유를 꺼내어 시리얼과 함께 먹기로 결정했다
2122,그는 친구들과 함께 춤을 추웠다,파티는 더욱 활기차게 진행되었다,음료를 마시고,그는 피곤해서 집에 돌아갔다
2123,그는 금요일에 수학 시험이 있었다,시험을 잘 보고 성적을 받았다,시험을 치룬,친구들과 함께 공원에서 축구를 하러 갔다
2124,그는 반지를 들고 있었다,결혼을 의미하는 제안을 받았다,프로포즈,그는 그녀에게 프러포즈했다
2125,그는 데이트 상대에게 키스했다,데이트 상대는 기분이 좋아했다,데이트하다,서로의 눈을 바라보며 웃었다
2126,그는 알람을 설정했다,그는 일어나서 출근하기 위해 준비했다,30분,침대에 누워서 잠이 들었다
2127,그는 케이크를 만들고 싶어 했다,하지만 실수로 소스를 너무 많이 붓고 망가뜨렸다,요리 클래스를 듣다,레시피를 찾아보고 필요한 재료들을 모았다
2128,그는 스케이트를 신었다,얼음 위를 스케이트하며 즐거운 시간을 보냈다,눈이 내리기 시작하다,얼음 위를 미끄러져 나갔다
2129,그는 운동을 좀 했다,그 후에 그는 새로운 에너지를 얻고 기분이 좋아졌다,운동하다,는 몸이 좀 가벼워졌다
2130,그는 애완 고양이가 있었다,고양이가 사라졌다,잠들었다,그는 애완 고양이와 함께 산책을 하러 나갔다
