,input,A,B,B2,B3
2161,그는 도와달라고 비명을 질렀다,두려웠다,그는 도와달라고 비명을 질렀다. 따라서 그는 위험에 처했다는 것을 느꼈다,그는 도와달라고 비명을 질렀다. 따라서 그가 느꼈던 것은 절박함과 두려움이었다,"그는 무력함을 느꼈는데, 왜냐하면 그가 도와달라고 비명을 질렀기 때문이다"
2162,그는 트럭 뒤에서 떨어졌다,두려웠다,그는 통제되지 않았다는 것을 느꼈다,그는 트럭 뒤에서 떨어졌다. 따라서 그가 느꼈던 것은 충격과 아픔이었다는 것이다,"그는 아프다는 것을 느꼈는데, 왜냐하면 그가 트럭 뒤에서 떨어졌기 때문이다"
2163,그는 꿈에 그리던 직장에 취직했다,매우 기뻤다,그는 꿈에 그리던 직장에 취직했다. 따라서 그는 행복했다는 것을 느꼈다,그는 꿈에 그리던 직장에 취직했다. 따라서 그가 느꼈던 것은 성취감이 컸다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 꿈에 그리던 직장에 취직했기 때문이다"
2164,그는 주차장에서 쓰레기를 발견했다,화가 났다,그는 주차장에서 쓰레기를 발견했다. 따라서 그는 화가 났다는 것을 느꼈다,그는 주변 환경을 책임져야 한다는 것이다,"그는 화가 났다는 것을 느꼈는데, 왜냐하면 그가 주차장에서 쓰레기를 발견했기 때문이다"
2165,그는 샌드위치를 만들고 싶어 했다,배가 고팠다,그는 샌드위치를 만들고 싶어 했다. 따라서 그는 배가 고프다는 것을 느꼈다,그는 샌드위치를 만들고 싶어 했다. 따라서 그가 느꼈던 것은 배가 고프다는 것이다,"그는 배가 고프다는 것을 느꼈는데, 왜냐하면 그가 샌드위치를 만들고 싶어 했기 때문이다"
2166,그는 스스로를 칭찬했다,자신감 있었다,그는 스스로를 칭찬했다. 따라서 그는 자신감이 생겼다는 것을 느꼈다,그는 자신에게 자부심을 느꼈다는 것이다,"그는 자신감 있었다는 것을 느꼈는데, 왜냐하면 그가 스스로를 칭찬했기 때문이다"
2167,그는 몸을 말렸다,피곤했다,그는 몸을 말렸다. 따라서 그는 시원함을 느꼈다,그는 몸을 말렸다. 따라서 그가 느꼈던 것은 시원했다는 것이다,"그는 시원했다는 것을 느꼈는데, 왜냐하면 그가 몸을 말렸기 때문이다"
2168,그는 고양이를 입양했다,감동했다,그는 고양이를 입양했다. 따라서 그는 책임감을 느꼈다,그는 고양이를 입양했다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 고양이를 입양했기 때문이다"
2169,그는 그룹에 컴퓨터를 할당했다,책임감을 느꼈다,그는 그룹에 컴퓨터를 할당했다. 따라서 그는 감사했다는 것을 느꼈다,그는 그룹에 컴퓨터를 할당했다. 따라서 그가 느꼈던 것은 감사했다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 그룹에 컴퓨터를 할당했기 때문이다"
2170,그는 개 짖는 소리를 들었다,놀랐다,그는 개 짖는 소리를 들었다. 따라서 그는 놀랐다는 것을 느꼈다,그는 개 짖는 소리를 들었다. 따라서 그가 느꼈던 것은 불안했다는 것이다,"그는 놀랐다는 것을 느꼈는데, 왜냐하면 그가 개 짖는 소리를 들었기 때문이다"
2171,그는 기분이 나아지고 있었다,기쁘고 안도했다,그는 기분이 나아지고 있었다. 따라서 그는 희망을 느꼈다,그는 기분이 나아지고 있었다. 따라서 그가 느꼈던 것은 희망적이었다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 기분이 나아지고 있었기 때문이다"
2172,그는 옛날 것을 판매했다,애정을 느꼈다,그는 옛날 것을 판매했다. 따라서 그는 돈이 필요하다는 것을 느꼈다,그는 옛날 것을 판매했다. 따라서 그가 느꼈던 것은 안타까웠다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 옛날 것을 판매했기 때문이다"
2173,그는 모퉁이를 돌아 나왔다,안도했다,그는 모퉁이를 돌아 나왔다. 따라서 그는 안전했다는 것을 느꼈다,그는 모퉁이를 돌아 나왔다. 따라서 그가 느꼈던 것은 안전을 느꼈다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 모퉁이를 돌아 나왔기 때문이다"
2174,그는 가족을 초대했다,행복했다,그는 가족을 초대했다. 따라서 그는 행복했다는 것을 느꼈다,그는 가족을 초대했다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 가족을 초대했기 때문이다"
2175,그는 낯익은 얼굴였다,놀랐다,그는 낯익은 얼굴이었다. 따라서 그는 누군가를 만났다는 것을 느꼈다,그는 낯익은 얼굴이었다. 따라서 그가 느꼈던 것은 어딘가에서 만난 적이 있다는 것이다,"그는 누군가를 기억하고 있었다는 것을 느꼈는데, 왜냐하면 그가 낯익은 얼굴였기 때문이다"
2176,그는 첫 번째 게임에서 패배했다,실망했다,그는 첫 번째 게임에서 패배했다. 따라서 그는 실망스러웠다는 것을 느꼈다,그는 첫 번째 게임에서 패배했다. 따라서 그가 느꼈던 것은 실망스러웠다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 첫 번째 게임에서 패배했기 때문이다"
2177,그는 케이크를 가져왔다,기뻤다,그는 케이크를 가져왔다. 따라서 그는 기쁨을 느꼈다,그는 케이크를 가져왔다. 따라서 그가 느꼈던 것은 기쁨과 만족감이었다,"그는 감동했다는 것을 느꼈는데, 왜냐하면 그가 케이크를 가져왔기 때문이다"
2178,그는 멋진 여행을 보내었다,평화로웠다,그는 멋진 여행을 보내었다. 따라서 그는 피곤하지만 만족스러웠다는 것을 느꼈다,그는 멋진 여행을 보내었다. 따라서 그가 느꼈던 것은 피로한 몸과 마음을 달래주고 싶다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 멋진 여행을 보내었기 때문이다"
2179,그는 나쁜 소식이 있었다,놀랐다,그는 나쁜 소식이 있었다. 따라서 그는 실망했다는 것을 느꼈다,그는 나쁜 소식이 있었다. 따라서 그가 느꼈던 것은 실망스러웠다는 것이다,"그는 불안했다는 것을 느꼈는데, 왜냐하면 그가 나쁜 소식이 있었기 때문이다"
2180,그는 부주의하고 통제불능였다,자신을 실망스럽게 여겼다,그는 부주의하고 통제불능였다. 따라서 그는 자신에게 실망했다는 것을 느꼈다,그는 부주의하고 통제불능였다. 따라서 그가 느꼈던 것은 자신을 실망스러워했다는 것이다,"그는 혼란스러웠다는 것을 느꼈는데, 왜냐하면 그가 부주의하고 통제불능였기 때문이다"
2181,그는 접근 금지 명령을 받았다,불안했다,그는 접근 금지 명령을 받았다. 따라서 그는 실망했다는 것을 느꼈다,그는 접근 금지 명령을 받았다. 따라서 그가 느꼈던 것은 좌절했다는 것이다,"그는 좌절했다는 것을 느꼈는데, 왜냐하면 그가 접근 금지 명령을 받았기 때문이다"
2182,그는 수영하는 법을 배웠다,자유로웠다,그는 수영하는 법을 배웠다. 따라서 그는 자신감이 생겼다는 것을 느꼈다,그는 수영하는 법을 배웠다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자신감이 생겼다는 것을 느꼈는데, 왜냐하면 그가 수영하는 법을 배웠기 때문이다"
2183,그는 즐거운 여행을 보내었다,즐거웠다,그는 즐거운 여행을 보내었다. 따라서 그는 행복했다는 것을 느꼈다,그는 즐거운 여행을 보내었다. 따라서 그가 느꼈던 것은 피곤함에도 불구하고 만족스러웠다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 즐거운 여행을 보내었기 때문이다"
2184,그는 그림 그리는 법을 배웠다,즐거웠다,그는 그림 그리는 법을 배웠다. 따라서 그는 흥미로웠다는 것을 느꼈다,그는 그림 그리는 법을 배웠다. 따라서 그가 느꼈던 것은 흥미로웠다는 것이다,"그는 창의성이 향상됐다는 것을 느꼈는데, 왜냐하면 그가 그림 그리는 법을 배웠기 때문이다"
2185,그는 카약을 타러 갔다,신선한 공기를 마시며 즐거웠다,그는 카약을 타러 갔다. 따라서 그는 자유로웠다는 것을 느꼈다,그는 카약을 타러 갔다. 따라서 그가 느꼈던 것은 자유로웠다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 카약을 타러 갔기 때문이다"
2186,그는 새 셔츠를 구입했다,만족했다,그는 새 셔츠를 구입했다. 따라서 그는 자신감을 느꼈다,그는 새 셔츠를 구입했다. 따라서 그가 느꼈던 것은 만족스러웠다는 것이다,"그는 새로운 시작을 했다는 것을 느꼈는데, 왜냐하면 그가 새 셔츠를 구입했기 때문이다"
2187,그는 기분이 훨씬 좋아지기 시작했다,기대감에 가득 찼다,그는 기분이 훨씬 좋아지기 시작했다. 따라서 그는 희망을 갖게 되었다는 것을 느꼈다,그는 기분이 훨씬 좋아지기 시작했다. 따라서 그가 느꼈던 것은 삶이 더 밝아지고 희망적으로 보였다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 기분이 훨씬 좋아지기 시작했기 때문이다"
2188,그는 샤워를 했다,시원함을 느꼈다,그는 샤워를 했다. 따라서 그는 상쾌했다는 것을 느꼈다,그는 깨끗해졌다는 것이다,"그는 상쾌했다는 것을 느꼈는데, 왜냐하면 그가 샤워를 했기 때문이다"
2189,그는 그녀에게 무언가를 줬다,친절했다,그는 그녀에게 무언가를 줬다. 따라서 그는 기쁨을 느꼈다,그는 그녀에게 무언가를 줬다. 따라서 그가 느꼈던 것은 기쁨과 만족감이었다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 그녀에게 무언가를 줬기 때문이다"
2190,그가 대학에 입학한 첫날였다,신이 났다,그가 대학에 입학한 첫날였다. 따라서 그는 긴장되었다는 것을 느꼈다,그가 대학에 입학한 첫날였다. 따라서 그가 느꼈던 것은 설레임과 긴장이었다는 것이다,"그는 긴장되었다는 것을 느꼈는데, 왜냐하면 그가 대학에 입학한 첫날였기 때문이다"
2191,그는 대화를 시작했다,호기심이 생겼다,그는 대화를 시작했다. 따라서 그는 흥분되었다는 것을 느꼈다,그는 대화를 시작했다. 따라서 그가 느꼈던 것은 기대감이었다는 것이다,"그는 흥미로웠다는 것을 느꼈는데, 왜냐하면 그가 대화를 시작했기 때문이다"
2192,그는 비행기를 놓쳤다,실망하고 답답했다,그는 비행기를 놓쳤다. 따라서 그는 실망스러웠다는 것을 느꼈다,그는 비행기를 놓쳤다. 따라서 그가 느꼈던 것은 답답했다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 비행기를 놓쳤기 때문이다"
2193,그는 나중에 자세히 설명했다,해소되었다,그는 나중에 자세히 설명했다. 따라서 그는 오해가 풀렸다는 것을 느꼈다,그는 나중에 자세히 설명했다. 따라서 그가 느꼈던 것은 안도되었다는 것이다,"그는 불안했다는 것을 느꼈는데, 왜냐하면 그가 나중에 자세히 설명했기 때문이다"
2194,그는 학교 정학을 당했다,분노했다,그는 학교 정학을 당했다. 따라서 그는 분노했다는 것을 느꼈다,그는 학교 정학을 당했다. 따라서 그가 느꼈던 것은 분노했다는 것이다,"그는 분노했다는 것을 느꼈는데, 왜냐하면 그가 학교 정학을 당했기 때문이다"
2195,그는 채널을 변경했다,지루했다,그는 새로운 프로그램을 보게 되어 흥분했다는 것을 느꼈다,그는 새로운 프로그램을 찾았다는 것이다,"그는 지루했다는 것을 느꼈는데, 왜냐하면 그가 채널을 변경했기 때문이다"
2196,그는 지갑을 찾았다,안도했다,그는 지갑을 찾았다. 따라서 그는 안도했다는 것을 느꼈다,그는 지갑을 찾았다. 따라서 그가 느꼈던 것은 안도와 안심이었다는 것이다,"그는 안도감을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 지갑을 찾았기 때문이다"
2197,그는 다른 사람을 도왔다,도움이 되었다,그는 다른 사람을 도왔다. 따라서 그는 자부심을 느꼈다,그는 자부심을 느꼈다는 것이다,"그는 자부심을 느꼈는데, 왜냐하면 그가 다른 사람을 도왔기 때문이다"
2198,그는 견인차를 불러야 했다,스트레스를 느꼈다,그는 견인차를 불러야 했다. 따라서 그는 차가 망가졌다는 것을 느꼈다,그는 견인차를 불러야 했다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 지치기 시작했다는 것을 느꼈는데, 왜냐하면 그가 견인차를 불러야 했기 때문이다"
2199,그는 휴대폰을 구입했다,기쁘고 만족했다,그는 휴대폰을 구입했다. 따라서 그는 새로운 기술에 대한 호기심을 느꼈다,그는 휴대폰을 구입했다. 따라서 그가 느꼈던 것은 만족스러웠다는 것이다,"그는 만족스러웠다는 것을 느꼈는데, 왜냐하면 그가 휴대폰을 구입했기 때문이다"
2200,그는 콘서트를 보러 갔다,기대되었다,그는 콘서트를 보러 갔다. 따라서 그는 흥분했다는 것을 느꼈다,그는 콘서트를 보러 갔다. 따라서 그가 느꼈던 것은 음악에 푹 빠져들었다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 콘서트를 보러 갔기 때문이다"
2201,그는 다른 이들을 실망시키고 화나게 했다,죄송하고 후회했다,그는 다른 이들을 실망시키고 화나게 했다. 따라서 그는 후회했다는 것을 느꼈다,그는 다른 이들을 실망시키고 화나게 했다. 따라서 그가 느꼈던 것은 유감스러웠다는 것이다,"그는 유감스러웠다는 것을 느꼈는데, 왜냐하면 그가 다른 이들을 실망시키고 화나게 했기 때문이다"
2202,그는 타는 냄새를 맡았다,불편했다,그는 타는 냄새를 맡았다. 따라서 그는 화가 났다는 것을 느꼈다,그는 타는 냄새를 맡았다. 따라서 그가 느꼈던 것은 기분이 상했다는 것이다,"그는 기운이 솟았다는 것을 느꼈는데, 왜냐하면 그가 타는 냄새를 맡았기 때문이다"
2203,그는 학교 가는 차를 놓쳤다,실망했다,그는 학교 가는 차를 놓쳤다. 따라서 그는 좌절했다는 것을 느꼈다,그는 학교 가는 차를 놓쳤다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 학교 가는 차를 놓쳤기 때문이다"
2204,그는 누군가 문을 두드리는 소리가 들렸다,놀랐다,그는 누군가 문을 두드리는 소리가 들렸다. 따라서 그는 깜짝 놀랐다는 것을 느꼈다,그는 누군가 문을 두드리는 소리가 들렸다. 따라서 그가 느꼈던 것은 궁금했다는 것이다,"그는 놀라웠다는 것을 느꼈는데, 왜냐하면 그가 누군가 문을 두드리는 소리가 들렸기 때문이다"
2205,그는 학교에 가고 싶어했다,기쁘지 않았다,그는 학교에 가고 싶어했다. 따라서 그는 설레임을 느꼈다,그는 학교에 가고 싶어했다. 따라서 그가 느꼈던 것은 설렜다는 것이다,"그는 졸렸다는 것을 느꼈는데, 왜냐하면 그가 학교에 가고 싶어했기 때문이다"
2206,그는 아기가 생겼다,기쁘고 감격스러웠다,그는 아기가 생겼다. 따라서 그는 책임감을 느꼈다,그는 아버지가 되었다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 아기가 생겼기 때문이다"
2207,그는 바닥을 쓸어내렸다,고된 일이라고 느꼈다,그는 바닥을 쓸어내렸다. 따라서 그는 깨끗해졌다는 것을 느꼈다,그는 바닥을 쓸어내렸다. 따라서 그가 느꼈던 것은 깨끗해졌다는 것이다,"그는 청결함을 느꼈는데, 왜냐하면 그가 바닥을 쓸어내렸기 때문이다"
2208,그는 집에 갈 준비가 되었다,편안했다,그는 집에 갈 준비가 되었다. 따라서 그는 안도했다는 것을 느꼈다,그는 집에 갈 준비가 되었다. 따라서 그가 느꼈던 것은 안도되었다는 것이다,"그는 설레였다는 것을 느꼈는데, 왜냐하면 그가 집에 갈 준비가 되었기 때문이다"
2209,그는 제 가방을 챙겼다,안심했다,그는 제 가방을 챙겼다. 따라서 그는 안심했다는 것을 느꼈다,그는 제 가방을 챙겼다. 따라서 그가 느꼈던 것은 안심했다는 것이다,"그는 안심했다는 것을 느꼈는데, 왜냐하면 그가 제 가방을 챙겼기 때문이다"
2210,그는 항공편을 예약했다,기쁘고 설레었다,그는 항공편을 예약했다. 따라서 그는 여행을 기대했다는 것을 느꼈다,그는 항공편을 예약했다. 따라서 그가 느꼈던 것은 여행을 기대했다는 것이다,"그는 설렜다는 것을 느꼈는데, 왜냐하면 그가 항공편을 예약했기 때문이다"
2211,그는 트럭을 타고 식료품 쇼핑을 하러 갔다,평범했다,그는 편안했다는 것을 느꼈다,그는 트럭을 타고 식료품 쇼핑을 하러 갔다. 따라서 그가 느꼈던 것은 편안함과 안도였다는 것이다,"그는 편안했다는 것을 느꼈는데, 왜냐하면 그가 트럭을 타고 식료품 쇼핑을 하러 갔기 때문이다"
2212,그는 직장에서 승진을 하게 되었다,자부심과 기쁨을 느꼈다,그는 직장에서 승진을 하게 되었다. 따라서 그는 자랑스러웠다는 것을 느꼈다,그는 직장에서 승진을 하게 되었다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자부심을 느꼈는데, 왜냐하면 그가 직장에서 승진을 하게 되었기 때문이다"
2213,그는 제 개를 산책시켰다,행복했다,그는 제 개를 산책시켰다. 따라서 그는 책임감을 느꼈다,그는 제 개를 산책시켰다. 따라서 그가 느꼈던 것은 즐거웠다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 제 개를 산책시켰기 때문이다"
2214,그는 누군가를 때렸다,자신을 후회했다,그는 누군가를 때렸다. 따라서 그는 후회했다는 것을 느꼈다,그는 누군가를 때렸다. 따라서 그가 느꼈던 것은 후회했다는 것이다,"그는 후회했다는 것을 느꼈는데, 왜냐하면 그가 누군가를 때렸기 때문이다"
2215,그는 상대적으로 창백했다,불안했다,그는 상대적으로 창백했다. 따라서 그는 아프다는 것을 느꼈다,그는 상대적으로 창백했다. 따라서 그가 느꼈던 것은 아팠다는 것이다,"그는 아프다는 것을 느꼈는데, 왜냐하면 그가 상대적으로 창백했기 때문이다"
2216,그는 곧 이사했다,불안했다,그는 곧 이사했다. 따라서 그는 설레임을 느꼈다,그는 곧 이사했다. 따라서 그가 느꼈던 것은 설렜다는 것이다,"그는 새로운 시작이라는 것을 느꼈는데, 왜냐하면 그가 곧 이사했기 때문이다"
2217,그는 달을 따달라고 요구했다,불가능하다고 생각했다,그는 달을 따달라고 요구했다. 따라서 그는 놀랐다는 것을 느꼈다,그는 달을 따달라고 요구했다. 따라서 그가 느꼈던 것은 자기 중심적이었다는 것이다,"그는 불만족했다는 것을 느꼈는데, 왜냐하면 그가 달을 따달라고 요구했기 때문이다"
2218,그는 두 자녀가 있었다,자랑스러웠다,그는 두 자녀가 있었다. 따라서 그는 부모로서의 책임을 맡고 있었다는 것을 느꼈다,그는 두 자녀가 있었다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 두 자녀가 있었기 때문이다"
2219,그는 안경을 잃어버렸다,당황스러웠다,그는 안경을 잃어버렸다. 따라서 그는 당황스러웠다는 것을 느꼈다,그는 안경을 잃어버렸다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 당황했다는 것을 느꼈는데, 왜냐하면 그가 안경을 잃어버렸기 때문이다"
2220,그는 자동차 키를 찾았다,안도했다,그는 자동차 키를 찾았다. 따라서 그는 안도했다는 것을 느꼈다,그는 자동차 키를 찾았다. 따라서 그가 느꼈던 것은 안도스러웠다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 자동차 키를 찾았기 때문이다"
2221,그는 그녀라는 절친한 친구가 있었다,행복했다,그는 그녀라는 절친한 친구가 있었다. 따라서 그는 행복했다는 것을 느꼈다,그는 그녀라는 절친한 친구가 있었다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 그녀라는 절친한 친구가 있었기 때문이다"
2222,그는 목적지에 도착했다,뿌듯했다,그는 목적지에 도착했다. 따라서 그는 안심했다는 것을 느꼈다,그는 목적지에 도착했다. 따라서 그가 느꼈던 것은 안도와 안정감이었다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 목적지에 도착했기 때문이다"
2223,그는 달에 깃발을 세웠다,자랑스러웠다,그는 달에 깃발을 세웠다. 따라서 그는 자랑스러웠다는 것을 느꼈다,그는 달에 깃발을 세웠다. 따라서 그가 느꼈던 것은 자부심이었다는 것이다,"그는 역사적인 순간이었다는 것을 느꼈는데, 왜냐하면 그가 달에 깃발을 세웠기 때문이다"
2224,그의 집에서 파티가 열렸다,즐거웠다,그의 집에서 파티가 열렸다. 따라서 그는 행복했다는 것을 느꼈다,그의 집에서 파티가 열렸다. 따라서 그가 느꼈던 것은 기쁨이었다는 것이다,"그는 즐거웠다는 것을 느꼈는데, 왜냐하면 그의 집에서 파티가 열렸기 때문이다"
2225,그는 새 안경을 구입했다,만족했다,그는 새 안경을 구입했다. 따라서 그는 시원한 느낌이 들었다는 것을 느꼈다,그는 새 안경을 구입했다. 따라서 그가 느꼈던 것은 시야가 더욱 선명해졌다는 것이다,"그는 새로운 삶을 시작한다는 것을 느꼈는데, 왜냐하면 그가 새 안경을 구입했기 때문이다"
2226,그는 아기를 입양했다,감사했다,그는 아기를 입양했다. 따라서 그는 책임감을 느꼈다,그는 아기를 입양했다. 따라서 그가 느꼈던 것은 행복과 책임감이었다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 아기를 입양했기 때문이다"
2227,그는 어느 날 집으로 걸어갔다,평온했다,그는 어느 날 집으로 걸어갔다. 따라서 그는 평온함을 느꼈다,그는 어느 날 집으로 걸어갔다. 따라서 그가 느꼈던 것은 신선한 공기를 마시며 편안했다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 어느 날 집으로 걸어갔기 때문이다"
2228,그는 잠시 휴식을 취했다,피곤했다,그는 잠시 휴식을 취했다. 따라서 그는 피곤하다는 것을 느꼈다,그는 잠시 휴식을 취했다. 따라서 그가 느꼈던 것은 마음이 평온해졌다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 잠시 휴식을 취했기 때문이다"
2229,그는 그만두고 싶다고 했다,실망스러웠다,그는 그만두고 싶다고 했다. 따라서 그는 지쳤다는 것을 느꼈다,그는 그만두고 싶다고 했다. 따라서 그가 느꼈던 것은 지친다는 것이다,"그는 지쳤다는 것을 느꼈는데, 왜냐하면 그가 그만두고 싶다고 했기 때문이다"
2230,그는 문신을 새겼다,자유로웠다,그는 문신을 새겼다. 따라서 그는 자신감 있었다는 것을 느꼈다,그는 자신의 개성을 표현했다는 것이다,"그는 후회했다는 것을 느꼈는데, 왜냐하면 그가 문신을 새겼기 때문이다"
2231,그는 제 머리를 잘랐다,신선한 느낌이 들었다,그는 제 머리를 잘랐다. 따라서 그는 신선하다는 것을 느꼈다,그는 제 머리를 잘랐다. 따라서 그가 느꼈던 것은 신선함과 가벼움이었다는 것이다,"그는 후회했다는 것을 느꼈는데, 왜냐하면 그가 제 머리를 잘랐기 때문이다"
2232,그는 약속을 놓쳤다,실망했다,그는 약속을 놓쳤다. 따라서 그는 미안했다는 것을 느꼈다,그는 약속을 놓쳤다. 따라서 그가 느꼈던 것은 죄책감과 후회였다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 약속을 놓쳤기 때문이다"
2233,그는 깜짝 선물을 받았다,기쁘고 감동받았다,그는 깜짝 선물을 받았다. 따라서 그는 감동했다는 것을 느꼈다,그는 깜짝 선물을 받았다. 따라서 그가 느꼈던 것은 감동적이었다는 것이다,"그는 감동했다는 것을 느꼈는데, 왜냐하면 그가 깜짝 선물을 받았기 때문이다"
2234,그는 정말 재미있었다,행복했다,그는 정말 재미있었다. 따라서 그는 행복했다는 것을 느꼈다,그는 정말 재미있었다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 정말 재미있었기 때문이다"
2235,그는 초등학교 교사였다,책임감을 느꼈다,그는 초등학교 교사였다. 따라서 그는 어린이들과 함께 시간을 보내는 것을 느꼈다,그는 초등학교 교사였다. 따라서 그가 느꼈던 것은 책임감이었다는 것이다,"그는 책임감을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 초등학교 교사였기 때문이다"
2236,그는 그녀에게 정말 상처를 줬다,미안했다,그는 그녀에게 정말 상처를 줬다. 따라서 그는 자책과 후회의 감정을 느꼈다,그는 그녀에게 정말 상처를 줬다. 따라서 그가 느꼈던 것은 죄책감이었다는 것이다,"그는 유감스러웠다는 것을 느꼈는데, 왜냐하면 그가 그녀에게 정말 상처를 줬기 때문이다"
2237,그는 고양이를 구조했다,감동받았다,그는 고양이를 구조했다. 따라서 그는 자부심을 느꼈다는 것을 느꼈다,그는 고양이를 구조했다. 따라서 그가 느꼈던 것은 자부심이었다는 것이다,"그는 자부심을 느꼈는데, 왜냐하면 그가 고양이를 구조했기 때문이다"
2238,그는 학교를 위해 식료품을 사러 갔다,책임감을 느꼈다,그는 학교를 위해 식료품을 사러 갔다. 따라서 그는 바빠졌다는 것을 느꼈다,그는 학교를 위해 식료품을 사러 갔다. 따라서 그가 느꼈던 것은 책임감이었다는 것이다,"그는 책임감을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 학교를 위해 식료품을 사러 갔기 때문이다"
2239,그는 욕실을 리모델링했다,만족스러웠다,그는 욕실을 리모델링했다. 따라서 그는 쾌적함을 느꼈다,그는 욕실을 리모델링했다. 따라서 그가 느꼈던 것은 집 안에서 더 편안하게 생활할 수 있을 것이라는 기대감이었다,"그는 만족스러웠다는 것을 느꼈는데, 왜냐하면 그가 욕실을 리모델링했기 때문이다"
2240,그는 새 애완동물을 구입했다,신뢰감과 기쁨을 느꼈다,그는 새 애완동물을 구입했다. 따라서 그는 행복했다는 것을 느꼈다,그는 새 애완동물을 구입했다. 따라서 그가 느꼈던 것은 흥분했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 새 애완동물을 구입했기 때문이다"
2241,그가 그녀를 데리러 갔다,사랑스러웠다,그가 그녀를 데리러 갔다. 따라서 그는 설레임을 느꼈다,그가 그녀를 데리러 갔다. 따라서 그가 느꼈던 것은 설레임이었다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 그녀를 데리러 갔기 때문이다"
2242,그는 잠을 좀 잤다,피곤했다,그는 잠을 좀 잤다. 따라서 그는 상쾌해졌다는 것을 느꼈다,그는 잠을 좀 잤다. 따라서 그가 느꼈던 것은 상쾌했다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 잠을 좀 잤기 때문이다"
2243,그는 그녀를 다시 바라봤다,사랑했다,그는 그녀를 다시 바라봤다. 따라서 그는 그리웠다는 것을 느꼈다,그는 그녀를 다시 바라봤다. 따라서 그가 느꼈던 것은 그녀에게 미안했다는 것이다,"그는 신뢰했다는 것을 느꼈는데, 왜냐하면 그가 그녀를 다시 바라봤기 때문이다"
2244,그는 그녀의 집에서 파티가 있었다,신나고 즐거웠다,그는 그녀의 집에서 파티가 있었다. 따라서 그는 즐거웠다는 것을 느꼈다,그는 그녀의 집에서 파티가 있었다. 따라서 그가 느꼈던 것은 즐거웠다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 그녀의 집에서 파티가 있었기 때문이다"
2245,그는 그녀의 문을 두드렸다,불안했다,그는 그녀의 문을 두드렸다. 따라서 그는 기대했다는 것을 느꼈다,그는 그녀의 문을 두드렸다. 따라서 그가 느꼈던 것은 설렜다는 것이다,"그는 초조했다는 것을 느꼈는데, 왜냐하면 그가 그녀의 문을 두드렸기 때문이다"
