,input,A,B,B2
2130,그는 애완 고양이가 있었다,그는 매일 고양이를 돌보다,그는 애완 고양이가 있었다. 이는 그가 아파트에서 나가기 전에 일어났다,그는 애완 고양이가 있었다. 그 후에 그는 집에 돌아와서 고양이를 밥 먹이고 놀아주었다
2131,그는 괴롭힘을 당했다,그는 도움을 요청하다,그는 괴롭힘을 당했다. 이는 그가 도움을 요청하기 전에 일어났다,그는 괴롭힘을 당했다. 그 후에 친구들과 함께 상담을 받았다
2132,그는 동굴을 발견했다,그는 발견한 보물을 찾기 시작했다,그는 동굴을 발견했다. 이는 탐험가들이 도착하기 전에 일어났다,그는 동굴을 발견했다. 그 후에 탐험가들과 함께 내부를 탐험하기로 했다
2133,그는 체중이 약간 줄었다,그는 바지가 더 잘 맞게 되었다,그는 체중이 약간 줄었다. 이는 다이어트를 시작하기 전에 일어났다,그는 체중이 약간 줄었다. 그 후에 그는 옷이 더 잘 맞게 되었다
2134,그는 자전거 타는 법을 배웠다,그는 자전거를 타고 친구들과 함께 여행을 떠났다,그는 자전거 타는 법을 배웠다. 이는 그가 안전하게 도로를 횡단하기 전에 일어났다,그는 자전거를 타고 친구들과 함께 여행을 다녀왔다
2135,그는 그녀의 입에 신음 소리를 내었다,그는 그녀와 키스를 나누다,그는 그녀의 입에 신음 소리를 내었다. 이는 그가 자신의 행동을 후회하기 전에 일어났다,그는 그녀의 입에 신음 소리를 내었다. 그 후에 그녀는 미소 지었다
2136,그는 부업을 하고 있었다,그는 추가 수입을 얻었다,그는 부업을 하고 있었다. 이는 본업이 끝나기 전에 일어났다,그는 부업을 하고 있었다. 그 후에 그는 더 많은 돈을 벌었다
2137,그는 내일 영어 시험이 있었다,그는 밤새서 공부하다,그는 내일 영어 시험이 있었다. 이는 그가 미리 공부하기 전에 일어났다,그는 열심히 공부하고 자신감을 갖고 시험을 보았다
2138,그는 친구에게 전화를 겄다,그는 친구와 약속을 잡다,그는 친구에게 전화를 겄다. 이는 그가 집을 나서기 전에 일어났다,그는 친구에게 전화를 겄다. 그 후에 그는 친구와의 약속을 잡았다
2139,그는 고양이에게 우유를 줬다,그는 고양이와 놀다,그는 고양이에게 우유를 줬다. 이는 우유가 유통기한이 지나기 전에 일어났다,그는 고양이에게 우유를 줬다. 그 후에 고양이는 만족한 듯이 꼬리를 흔들었다
2140,그는 항상 술을 마셨다,그는 알코올 중독에 걸리다,그는 항상 술을 마셨다. 이는 그가 건강을 잃기 전에 일어났다,그는 항상 술을 마셨다. 그 후에 건강이 매우 나빠졌다
2141,그는 새 상사가 생겼다,그는 새로운 일에 도전하다,그는 새 상사가 생겼다. 이는 이직하기 전에 일어났다,그는 새 상사가 생겼다. 그 후에 그는 일의 방향성이 바뀌었다
2142,그는 새 휴대폰을 원했다,그는 온라인으로 주문하다,그는 새 휴대폰을 원했다. 이는 그가 이전 휴대폰이 고장나기 전에 일어났다,그는 새 휴대폰을 원했다. 그 후에 그의 친구가 그에게 새 휴대폰을 선물해 주었다
2143,그는 새 드레스를 원했다,그는 쇼핑을 가다,그는 새 드레스를 원했다. 이는 친구의 결혼식에 참석하기 전에 일어났다,그는 새 드레스를 원했다. 그 후에 친구들과 파티에 참석했다
2144,그는 체력이 회복되었다,그는 다시 운동을 시작했다,그는 체력이 회복되었다. 이는 다음 경기를 위해 훈련하기 전에 일어났다,그는 체력이 회복되었다. 그 후에 운동을 다시 시작했다
2145,그의 학기가 시작되었다,그는 수업에 다시 참여하다,그의 학기가 시작되었다. 이는 그가 교재를 사기 전에 일어났다,그의 학기가 시작되었다. 그 후에 그는 새로운 친구들을 사귀었다
2146,그는 상상의 여지를 남겨두지 않았다,그는 모든 가능성을 고려하다,그는 상상의 여지를 남겨두지 않았다. 이는 그가 완벽한 작품을 완성하기 전에 일어났다,그는 상상의 여지를 남겨두지 않았다. 그 후에 모든 가능성을 탐구했다
2147,그는 야옹 소리를 들었다,그는 주변을 둘러보다가 고양이를 발견했다,그는 야옹 소리를 들었다. 이는 그가 고양이를 찾기 전에 일어났다,그는 주변을 둘러보았다. 그 후에 고양이를 발견했다
2148,그는 스웨터를 구입했다,그는 따뜻한 겨울을 보내다,그는 스웨터를 구입했다. 이는 겨울이 오기 전에 일어났다,그는 스웨터를 구입했다. 그 후에 그는 따뜻하게 입고 나갔다
2149,그는 자신도 모르게 곤경에 빠졌다,그는 친구들에게 도움을 요청하다,그는 자신도 모르게 곤경에 빠졌다. 이는 그가 도움을 요청하기 전에 일어났다,그는 자신도 모르게 곤경에 빠졌다. 그 후에 친구들의 도움으로 어려움을 극복했다
2150,그는 기프트 카드를 구매했다,그는 친구에게 선물하다,그는 기프트 카드를 구매했다. 이는 크리스마스 선물을 사기 전에 일어났다,그는 기프트 카드를 구매했다. 그 후에 그는 친구에게 선물했다
2151,그는 많이 다쳤다,그는 병원으로 옮겨져 치료를 받다,그는 많이 다쳤다. 이는 응급실에 가기 전에 일어났다,그는 병원으로 실려갔다. 그 후에 수술을 받았다
2152,그는 낯빛이 녹색으로 변했다,그는 몸을 토하다,그는 낯빛이 녹색으로 변했다. 이는 그가 구토하기 전에 일어났다,그는 병원으로 급히 실려갔다
2153,그는 탐탁지 않아하는 그녀를 설득했다,그녀는 그의 제안을 받아들이다,그는 탐탁지 않아하는 그녀를 설득했다. 이는 그가 그녀와 화해하기 전에 일어났다,그는 탐탁지 않아하는 그녀를 설득했다. 그 후에 그녀는 그의 제안을 받아들였다
2154,그는 프로필을 만들었다,그는 온라인 데이트 앱에 가입하다,그는 프로필을 만들었다. 이는 소셜 미디어에 가입하기 전에 일어났다,그는 그것을 소셜 미디어에 게시했다
2155,그는 나중에 그녀와 합류했다,그는 그녀와 함께 여행을 즐겼다,그는 나중에 그녀와 합류했다. 이는 그가 일정을 마치기 전에 일어났다,그는 나중에 그녀와 합류했다. 그 후에 함께 식당에서 저녁을 먹었다
2156,그는 체스를 두는 법을 배웠다,그는 체스 대회에서 우승하다,그는 체스를 두는 법을 배웠다. 이는 그가 대회에 참가하기 전에 일어났다,그는 체스 대회에서 우승했다
2157,그는 머리를 새로 잘라야 했다,그는 미용실에 가야 했다,그는 머리를 새로 잘라야 했다. 이는 그가 머리카락이 자랄 전에 일어났다,그는 머리를 새로 잘라야 했다. 그 후에 자신의 외모가 많이 달라졌다
2158,그는 잠드는 데 어려움을 겪었다,그는 수면제를 복용하다,그는 잠드는 데 어려움을 겪었다. 이는 그가 수면제를 복용하기 전에 일어났다,그는 수면 클리닉을 찾아가서 조언을 구했다
2159,그는 드레스를 갈아입었다,그는 파티에 참석하다,그는 드레스를 갈아입었다. 이는 그가 파티에 참석하기 전에 일어났다,그는 무대에 올라 노래를 부르러 갔다
2160,그는 그녀의 뒤에서 왔다,그녀는 그를 찾아보다,그는 그녀의 뒤에서 왔다. 이는 그가 인사를 하기 전에 일어났다,그는 그녀의 뒤에서 왔다. 그 후에 그녀에게 인사를 건넸다
2161,그는 도와달라고 비명을 질렀다,그 주변 사람들이 도와주러 달려들었다,그는 도와달라고 비명을 질렀다. 이는 그가 위험에 처하기 전에 일어났다,그는 도와달라고 비명을 질렀다. 그 후에 주변 사람들이 도와주러 달려왔다
2162,그는 트럭 뒤에서 떨어졌다,그는 부상을 입다,그는 트럭 뒤에서 떨어졌다. 이는 그가 다치기 전에 일어났다,그는 심각한 부상을 입었다
2163,그는 꿈에 그리던 직장에 취직했다,그는 매우 행복해하다,그는 꿈에 그리던 직장에 취직했다. 이는 열심히 공부하고 면접을 준비하기 전에 일어났다,그는 꿈에 그리던 직장에 취직했다. 그 후에 열심히 일하여 승진했다
2164,그는 주차장에서 쓰레기를 발견했다,그는 쓰레기를 주워 버리다,그는 주차장에서 쓰레기를 발견했다. 이는 차에 탑승하기 전에 일어났다,그는 주차장에서 쓰레기를 발견했다. 그 후에 그는 주변을 둘러보고 쓰레기를 치웠다
2165,그는 샌드위치를 만들고 싶어 했다,그는 주방으로 가서 식재료를 찾다,그는 샌드위치를 만들고 싶어 했다. 이는 그가 배고프기 전에 일어났다,그는 냉장고에서 식재료를 찾았다. 그 후에 그는 맛있는 샌드위치를 만들었다
2166,그는 스스로를 칭찬했다,그는 자신에 대한 자신감을 얻다,그는 스스로를 칭찬했다. 이는 자신의 능력을 인정하기 전에 일어났다,그는 자만심에 빠졌다
2167,그는 몸을 말렸다,그는 건강을 회복하다,그는 몸을 말렸다. 이는 그가 수영을 하기 전에 일어났다,그는 몸을 말렸다. 그 후에 체육관에서 운동을 했다
2168,그는 고양이를 입양했다,그는 반려동물과 즐거운 시간을 보내다,그는 고양이를 입양했다. 이는 그가 혼자 살기 전에 일어났다,그는 고양이를 입양했다. 그 후에 그의 삶은 더 활기차졌다
2169,그는 그룹에 컴퓨터를 할당했다,그룹은 프로젝트를 완료하다,그는 그룹에 컴퓨터를 할당했다. 이는 그가 작업을 시작하기 전에 일어났다,그는 그룹에 컴퓨터를 할당했다. 그 후에 모든 프로젝트가 원활하게 진행되었다
2170,그는 개 짖는 소리를 들었다,그는 창문을 열고 밖을 확인하다,그는 개 짖는 소리를 들었다. 이는 그가 안전을 확인하기 전에 일어났다,그는 개 짖는 소리를 들었다. 그 후에 그는 주변을 둘러보았다
2171,그는 기분이 나아지고 있었다,그는 친구들과 함께 웃음을 터뜨리다,그는 기분이 나아지고 있었다. 이는 그가 친구와 이야기하기 전에 일어났다,그는 기분이 나아지고 있었다. 그 후에 긍정적인 변화를 느꼈다
2172,그는 옛날 것을 판매했다,그는 큰 돈을 벌다,그는 옛날 것을 판매했다. 이는 그가 새로운 제품을 구입하기 전에 일어났다,그는 상당한 이윤을 얻었다
2173,그는 모퉁이를 돌아 나왔다,그는 예상치 못한 친구를 만나다,그는 모퉁이를 돌아 나왔다. 이는 그가 사고를 당하기 전에 일어났다,그는 모퉁이를 돌아 나왔다. 그 후에 바로 자신의 친구를 만났다
2174,그는 가족을 초대했다,그는 즐거운 시간을 보냈다,그는 가족을 초대했다. 이는 그가 결혼식을 열기 전에 일어났다,그는 가족을 초대했다. 그 후에 모두가 함께 즐거운 시간을 보냈다
2175,그는 낯익은 얼굴였다,그는 예전에 만난 적이 있다,그는 낯익은 얼굴이었다. 이는 그가 외국에서 유명한 배우로 활약하기 전에 일어났다,그는 낯익은 얼굴였다. 그 후에 그를 만난 적이 있었던 것이 기억났다
2176,그는 첫 번째 게임에서 패배했다,그는 다음 게임에서 승리하다,그는 첫 번째 게임에서 패배했다. 이는 그가 자신의 실력을 발휘하기 전에 일어났다,그는 두 번째 게임에서 승리했다
2177,그는 케이크를 가져왔다,그는 생일을 축하하다,그는 케이크를 가져왔다. 이는 그가 생일 축하를 하기 전에 일어났다,그는 케이크를 가져왔다. 그 후에 모두가 맛있게 먹었다
2178,그는 멋진 여행을 보내었다,그는 많은 사진을 찍었다,그는 멋진 여행을 보내었다. 이는 그가 다시 일상으로 돌아가기 전에 일어났다,그는 멋진 여행을 보내었다. 그 후에 그는 새로운 문화를 경험했다
2179,그는 나쁜 소식이 있었다,그는 우울해지다,그는 나쁜 소식이 있었다. 이는 그가 다른 사람에게 들리기 전에 일어났다,그는 나쁜 소식이 있었다. 그 후에 그는 우울해졌다
2180,그는 부주의하고 통제불능였다,그는 교통사고를 당하다,그는 부주의하고 통제불능였다. 이는 그가 사고를 당하기 전에 일어났다,그는 사고를 당했다. 그 후에 큰 상처를 입었다
2181,그는 접근 금지 명령을 받았다,그는 법정에서 출석하다,그는 접근 금지 명령을 받았다. 이는 법원에 출석하기 전에 일어났다,그는 접근 금지 명령을 받았다. 그 후에 법정 심리치료를 받아야 했다
2182,그는 수영하는 법을 배웠다,그는 수영장에서 연습하다,그는 수영하는 법을 배웠다. 이는 그가 물에 빠지기 전에 일어났다,그는 수영하는 법을 배웠다. 그 후에 그는 바다로 향했다
2183,그는 즐거운 여행을 보내었다,그는 휴가를 마치고 집으로 돌아왔다,그는 즐거운 여행을 보내었다. 이는 그가 여행지에서 떠나기 전에 일어났다,그는 즐거운 여행을 보내었다. 그 후에 그는 일상 생활로 돌아왔다
2184,그는 그림 그리는 법을 배웠다,그는 아름다운 그림을 그리다,그는 그림 그리는 법을 배웠다. 이는 그가 전문 작가가 되기 전에 일어났다,그는 그림 그리는 법을 배웠다. 그 후에 그는 자신만의 작품을 만들기 시작했다
2185,그는 카약을 타러 갔다,그는 강에서 침몰하다가 구조되었다,그는 카약을 타러 갔다. 이는 그가 물에 빠지기 전에 일어났다,그는 카약을 타러 갔다. 그 후에 그는 강을 내려 내리며 자연의 아름다움을 느꼈다
2186,그는 새 셔츠를 구입했다,그는 새로운 셔츠를 입다,그는 새 셔츠를 구입했다. 이는 그가 친구들과 약속이 있기 전에 일어났다,그는 새 셔츠를 구입했다. 그 후에 자신감이 생겼다
2187,그는 기분이 훨씬 좋아지기 시작했다,그는 좋은 소식을 들었다,그는 기분이 훨씬 좋아지기 시작했다. 이는 그가 스트레스를 해소하기 전에 일어났다,그는 기분이 훨씬 좋아지기 시작했다. 그 후에 주변 사람들과의 관계도 좋아졌다
2188,그는 샤워를 했다,그는 깨끗하고 상쾌해지다,그는 샤워를 했다. 이는 그가 일어나기 전에 늦게 자서 그런 것이다,그는 깨끗하고 상쾌한 기분이 들었다
2189,그는 그녀에게 무언가를 줬다,그녀는 감동하여 눈물을 흘렸다,그는 그녀에게 무언가를 줬다. 이는 그가 그녀를 잃기 전에 일어났다,그는 그녀에게 미소를 보였다. 그 후에 그녀는 감동했다
2190,그가 대학에 입학한 첫날였다,그는 새로운 친구들을 사귀다,그가 대학에 입학한 첫날였다. 이는 그가 새로운 친구들을 사귀기 전에 일어났다,그가 대학에 입학한 첫날였다. 그 후에 그는 새로운 친구들을 사귀기 시작했다
2191,그는 대화를 시작했다,그는 새로운 친구를 사귀다,그는 대화를 시작했다. 이는 그가 다른 사람에게 인사하기 전에 일어났다,그는 대화를 시작했다. 그 후에 그녀는 웃음을 터뜨렸다
2192,그는 비행기를 놓쳤다,그는 다음편 비행기를 기다려야 했다,그는 비행기를 놓쳤다. 이는 출발 시간을 확인하지 않고 일어나기 전에 일어났다,그는 다음 편을 기다렸다
2193,그는 나중에 자세히 설명했다,그는 오해를 풀기 위해 나중에 자세히 설명했다,그는 나중에 자세히 설명했다. 이는 오해가 커지기 전에 일어났다,그는 나중에 자세히 설명했다. 그 후에 모든 사람들이 이해했다
2194,그는 학교 정학을 당했다,그는 학교를 퇴학당하다,그는 학교 정학을 당했다. 이는 그가 교실에 도착하기 전에 일어났다,그는 학교 정학을 당했다. 그 후에 부모님과의 대화가 있었다
2195,그는 채널을 변경했다,그는 다른 프로그램을 시청하다,그는 채널을 변경했다. 이는 그가 광고를 보기 전에 일어났다,그는 즐겨보던 프로그램을 보기 시작했다
2196,그는 지갑을 찾았다,그는 안심하고 집으로 돌아갔다,그는 지갑을 찾았다. 이는 집을 나서기 전에 일어났다,그는 안도의 한숨을 내쉬었다
2197,그는 다른 사람을 도왔다,다른 사람으로부터 감사의 말을 듣다,그는 다른 사람을 도왔다. 이는 그가 자신의 이웃이 도움이 필요하다고 말하기 전에 일어났다,그는 자신에게 도움을 주는 사람이 되었다
2198,그는 견인차를 불러야 했다,차를 고장내다,그는 견인차를 불러야 했다. 이는 자동차가 완전히 고장나기 전에 일어났다,그는 견인차를 불러야 했다. 그 후에 차가 정비소로 옮겨졌다
2199,그는 휴대폰을 구입했다,그는 새로운 앱을 다운로드하다,그는 휴대폰이 고장나기 전에 일어났다,그는 휴대폰을 구입했다. 그 후에 그의 소셜 미디어 계정을 만들었다
2200,그는 콘서트를 보러 갔다,그는 즐거운 시간을 보내고 돌아왔다,그는 콘서트를 보러 갔다. 이는 그가 좋아하는 가수가 공연을 시작하기 전에 일어났다,그는 콘서트를 보러 갔다. 그 후에 그는 가수와 함께 사진을 찍었다
2201,그는 다른 이들을 실망시키고 화나게 했다,그는 사과하고 그들을 위로하다,그는 다른 이들을 실망시키고 화나게 했다. 이는 그가 자신의 행동을 후회하기 전에 일어났다,그는 사과하고 상황을 바로잡으려고 노력했다
2202,그는 타는 냄새를 맡았다,그는 화재 경보를 울리다,그는 타는 냄새를 맡았다. 이는 식당에 들어가기 전에 일어났다,그는 타는 냄새를 맡았다. 그 후에 그는 창문을 열었다
2203,그는 학교 가는 차를 놓쳤다,그는 버스를 타고 학교에 도착했다,그는 학교 가는 차를 놓쳤다. 이는 그가 출발 시간을 놓치기 전에 일어났다,그는 택시를 타고 학교에 도착했다
2204,그는 누군가 문을 두드리는 소리가 들렸다,그는 문을 열고 누군가를 반겨주다,그는 누군가 문을 두드리는 소리가 들렸다. 이는 그가 잠들기 전에 일어났다,그는 누군가 문을 열고 들어왔다
2205,그는 학교에 가고 싶어했다,그는 친구들과 만나기 위해 학교를 빠지다,그는 학교에 가고 싶어했다. 이는 그가 아침 일찍 일어나기 전에 일어났다,그는 학교에 가고 싶어했다. 그 후에 그는 버스를 타고 학교로 갔다
2206,그는 아기가 생겼다,그는 부모가 되다,그는 아기가 생겼다. 이는 그가 부인이 임신했다고 말하기 전에 일어났다,그는 아빠가 되었다. 그 후에 그의 삶은 완전히 변화했다
2207,그는 바닥을 쓸어내렸다,그는 집이 깨끗해지다,그는 바닥을 쓸어내렸다. 이는 손님이 도착하기 전에 일어났다,그는 바닥을 쓸어내렸다. 그 후에 깨끗한 집이 되었다
2208,그는 집에 갈 준비가 되었다,그는 가방을 챙기고 문을 열었다,그는 집에 갈 준비가 되었다. 이는 비가 오기 전에 일어났다,그는 집에 갈 준비가 되었다. 그 후에 차를 타고 집으로 돌아갔다
2209,그는 제 가방을 챙겼다,그는 집을 나섰다,그는 제 가방을 챙겼다. 이는 집을 나서기 전에 일어났다,그는 제 가방을 챙겼다. 그 후에 집을 나섰다
2210,그는 항공편을 예약했다,그는 여행을 즐기다,그는 항공편을 예약했다. 이는 여행을 떠나기 전에 일어났다,그는 항공편을 예약했다. 그 후에 그는 호텔도 예약했다
2211,그는 트럭을 타고 식료품 쇼핑을 하러 갔다,그는 식료품을 산 후 집으로 돌아왔다,그는 트럭을 타고 식료품 쇼핑을 하러 갔다. 이는 그가 주말 요리를 시작하기 전에 일어났다,그는 트럭을 타고 식료품 쇼핑을 하러 갔다. 그 후에 그는 집으로 돌아왔다
2212,그는 직장에서 승진을 하게 되었다,그는 새로운 직책을 맡게 되었다,그는 직장에서 승진을 하게 되었다. 이는 열심히 일한 결과로 나타나기 전에 일어났다,그는 더 많은 책임을 맡게 되었다
2213,그는 제 개를 산책시켰다,그는 개와 함께 즐거운 시간을 보냈다,그는 제 개를 산책시켰다. 이는 그가 집안을 더럽히기 전에 일어났다,그는 제 개를 산책시켰다. 그 후에 그는 집으로 돌아왔다
2214,그는 누군가를 때렸다,그는 경찰에 체포되다,그는 누군가를 때렸다. 이는 그가 화를 참지 못하고 손을 내민 전에 일어났다,그는 경찰에 체포되었다
2215,그는 상대적으로 창백했다,그는 병원에 가야 했다,그는 상대적으로 창백했다. 이는 그가 혈압이 떨어지기 전에 일어났다,그는 의사를 찾아 건강을 점검했다
2216,그는 곧 이사했다,그는 새로운 집에서 삶을 시작했다,그는 곧 이사했다. 이는 그가 새 집에서 새로운 삶을 시작하기 전에 일어났다,그는 새로운 집에서 행복한 삶을 시작했다
2217,그는 달을 따달라고 요구했다,그는 불가능한 일을 요구하다 여러 사람에게 비웃기를 당하다,그는 달을 따달라고 요구했다. 이는 그가 현실에 안주하기 전에 일어났다,그는 달을 따달라고 요구했다. 그 후에 사람들은 그의 요청을 비웃었다
2218,그는 두 자녀가 있었다,그는 아버지가 되다,그는 두 자녀가 있었다. 이는 그가 결혼하기 전에 일어났다,그는 두 자녀가 있었다. 그 후에 그는 가족과 함께 행복한 삶을 살았다
2219,그는 안경을 잃어버렸다,그는 주변을 둘러보다가 안경을 찾기 시작하다,그는 안경을 잃어버렸다. 이는 그가 집을 나서기 전에 일어났다,그는 안경을 잃어버렸다. 그 후에 그는 주변을 두리번거리며 찾았지만 찾지 못했다
2220,그는 자동차 키를 찾았다,그는 차고로 나가서 자동차를 주차했다,그는 자동차 키를 찾았다. 이는 집을 나가기 전에 일어났다,그는 자동차 키를 찾았다. 그 후에 그는 차고로 가서 차를 꺼냈다
2221,그는 그녀라는 절친한 친구가 있었다,그는 그녀에게 사랑을 고백했다,그는 그녀라는 절친한 친구가 있었다. 이는 그녀가 해외로 이사를 가기 전에 일어났다,그는 그녀라는 절친한 친구가 있었다. 그 후에 그는 결혼했다
2222,그는 목적지에 도착했다,그는 여행을 즐기다,그는 목적지에 도착했다. 이는 그가 비행기를 놓치기 전에 일어났다,그는 목적지에 도착했다. 그 후에 그는 숙소로 향했다
2223,그는 달에 깃발을 세웠다,그는 역사상 첫 번째 사람이었다,그는 달에 깃발을 세웠다. 이는 우주 탐사선이 도착하기 전에 일어났다,그는 우주 비행선으로 지구로 돌아왔다
2224,그의 집에서 파티가 열렸다,이웃들이 불평을 하다,그의 집에서 파티가 열렸다. 이는 그가 이사를 가기 전에 일어났다,그의 집은 엉망이 되었다
2225,그는 새 안경을 구입했다,그는 시력이 개선되다,그는 새 안경을 구입했다. 이는 시력이 더 나빠지기 전에 일어났다,그는 새 안경을 구입했다. 그 후에 그의 시력이 개선되었다
2226,그는 아기를 입양했다,그는 부모가 되다,그는 아기를 입양했다. 이는 자녀가 성인이 되기 전에 일어났다,그는 아이를 입양했다. 그 후에 그의 삶은 더 행복해졌다
2227,그는 어느 날 집으로 걸어갔다,그는 길에서 친구를 만나다,그는 어느 날 집으로 걸어갔다. 이는 그가 차를 타기 전에 일어났다,그는 어느 날 집으로 걸어갔다. 그 후에 그는 기분이 상쾌해졌다
2228,그는 잠시 휴식을 취했다,그는 다시 일에 집중하다,그는 잠시 휴식을 취했다. 이는 다음 회의를 시작하기 전에 일어났다,그는 잠시 휴식을 취했다. 그 후에 다시 일에 집중했다
2229,그는 그만두고 싶다고 했다,그는 새로운 직장을 찾기 시작했다,그는 그만두고 싶다고 했다. 이는 그가 스트레스를 받기 전에 일어났다,그는 그만두고 싶다고 했다. 그 후에 그의 동료들은 그를 설득했다
2230,그는 문신을 새겼다,그는 자신의 가족과 갈등을 일으키다,그는 문신을 새겼다. 이는 그가 심각한 후회를 하기 전에 일어났다,그는 문신을 새겼다. 그 후에 그의 피부가 아프기 시작했다
2231,그는 제 머리를 잘랐다,그는 머리가 짧아졌다,그는 제 머리를 잘랐다. 이는 그가 머리카락이 너무 길어지기 전에 일어났다,그는 제 머리를 잘랐다. 그 후에 미용실에서 새로운 스타일을 시도했다
2232,그는 약속을 놓쳤다,그는 친구에게 사과해야 했다,그는 약속을 놓쳤다. 이는 그가 시간을 제대로 계산하지 않기 전에 일어났다,그는 친구에게 사과했다
2233,그는 깜짝 선물을 받았다,그는 감동해서 눈물을 흘리다,그는 깜짝 선물을 받았다. 이는 그가 자신의 생일을 잊기 전에 일어났다,그는 깜짝 선물을 받았다. 그 후에 그는 감동해서 울음을 터뜨렸다
2234,그는 정말 재미있었다,그는 다음날 후회하다,그는 정말 재미있었다. 이는 그가 친구들과 함께 축제에 가기 전에 일어났다,그는 정말 재미있었다. 그 후에 그의 친구들과 함께 다시 가고 싶다고 말했다
2235,그는 초등학교 교사였다,그는 학생들과의 즐거운 시간을 보냈다,그는 초등학교 교사였다. 이는 그가 은퇴하기 전에 일어났다,그는 초등학교 교사였다. 그 후에 그는 학생들과 함께 방학을 맞았다
2236,그는 그녀에게 정말 상처를 줬다,그녀는 그를 용서하고 다시 시작하기로 했다,그는 그녀에게 정말 상처를 줬다. 이는 그가 자신의 말을 거칠게 한 후에 일어났다,그는 그녀에게 정말 상처를 줬다. 그 후에 그는 진심으로 사과했다
2237,그는 고양이를 구조했다,그는 동물 보호소에 전화하다,그는 고양이를 구조했다. 이는 그가 도로에 목숨을 잃기 전에 일어났다,그는 동물 보호소에 데려갔다
2238,그는 학교를 위해 식료품을 사러 갔다,그는 장을 보러 마트에 갔다,그는 학교를 위해 식료품을 사러 갔다. 이는 점심시간이 끝나기 전에 일어났다,그는 학교를 위해 식료품을 사러 갔다. 그 후에 그는 집으로 돌아왔다
2239,그는 욕실을 리모델링했다,그는 새로운 욕실을 자랑스럽게 보여주다,그는 욕실을 리모델링했다. 이는 파이프가 고장나기 전에 일어났다,그는 욕실을 리모델링했다. 그 후에 그는 새로운 욕조와 샤워부스를 설치했다
2240,그는 새 애완동물을 구입했다,그는 새로운 반려동물과 즐거운 시간을 보냈다,그는 새 애완동물을 구입했다. 이는 그가 동물 보호소를 방문하기 전에 일어났다,그는 새 애완동물을 구입했다. 그 후에 그는 집안이 더 활기차졌다
2241,그가 그녀를 데리러 갔다,그녀는 이미 다른 사람과 데이트 중이었다,그가 그녀를 데리러 갔다. 이는 그가 차를 세차하고 내부를 청소하기 전에 일어났다,그가 그녀를 데리러 갔다. 그 후에 그들은 함께 영화를 보러 갔다
2242,그는 잠을 좀 잤다,그는 기분이 상쾌해졌다,그는 잠을 좀 잤다. 이는 일찍 출근하기 전에 일어났다,그는 일어나서 신선하게 느껴졌다
2243,그는 그녀를 다시 바라봤다,그는 그녀에게 다시 한번 더 사랑을 고백하다,그는 그녀를 다시 바라봤다. 이는 그가 그녀와 헤어지기 전에 일어났다,그는 그녀를 다시 바라봤다. 그 후에 그는 자신의 심정을 정리하기 시작했다
2244,그는 그녀의 집에서 파티가 있었다,그는 다음날 청소를 해야 했다,그는 그녀의 집에서 파티가 있었다. 이는 그가 청소를 시작하기 전에 일어났다,그는 그녀의 집에서 파티가 있었다. 그 후에 그는 집으로 돌아왔다
2245,그는 그녀의 문을 두드렸다,그는 그녀와 만나기 위해 기다렸다,그는 그녀의 문을 두드렸다. 이는 그가 결국 포기하기 전에 일어났다,그는 그녀의 문을 두드렸다. 그 후에 그녀가 문을 열었다
2246,그는 밖에서 노는 것을 좋아했다,그는 자연을 즐기며 행복해하다,그는 밖에서 노는 것을 좋아했다. 이는 그가 집에 갇혀있기 전에 일어났다,그는 밖에서 노는 것을 좋아했다. 그 후에 그는 피부가 탔다
2247,그는 그의 구두닦이 박스를 받았다,그는 구두를 닦다,그는 그의 구두닦이 박스를 받았다. 이는 그가 신발을 깨끗하게 닦기 전에 일어났다,그는 구두닦이 박스를 받았다. 그 후에 그는 신발을 닦기 시작했다
2248,그는 학교를 마치고 집으로 걸어갔다,그는 숙제를 시작하다,그는 학교를 마치고 집으로 걸어갔다. 이는 저녁이 되기 전에 일어났다,그는 학교를 마치고 집으로 걸어갔다. 그 후에 그는 피곤해서 바로 잠들었다
2249,그는 스스로 목숨을 끊었다,그는 영원한 안식을 찾다,그는 스스로 목숨을 끊었다. 이는 그가 도움을 요청하기 전에 일어났다,그는 영원한 안식을 찾았다
2250,그는 정말 멋져 보였다,그는 자신감 넘치게 행동하다,그는 정말 멋져 보였다. 이는 그가 자신의 새로운 옷을 입기 전에 일어났다,그는 자신에게 자신감을 갖기 시작했다
2251,그는 사탕을 원했다,그는 사탕을 받다,그는 사탕을 원했다. 이는 치아가 아프기 전에 일어났다,그는 사탕을 원했다. 그 후에 어머니가 사탕을 주었다
2252,그는 그녀에게 너무 비쌌다,그녀는 그를 용서하지 않았다,그는 그녀에게 너무 비쌌다. 이는 그가 다음 번에 데이트하기 전에 일어났다,그는 그녀에게 너무 비쌌다. 그 후에 그녀는 화를 내었다
2253,그는 바느질하는 법을 배우고 싶어했다,그는 할머니에게 도움을 요청하다,그는 바느질하는 법을 배우고 싶어했다. 이는 그가 결혼하고 첫 아이를 낳기 전에 일어났다,그는 바느질하는 법을 배우고 싶어했다. 그 후에 할머니에게 가르쳐 달라고 부탁했다
