,input,A,B,B2,B3
1896,그는 타이어를 교체했다,주변 사람들은 그가 안전운전을 하고 있기를 원할 것이다.,도와주는 것을 원했다.,그는 안전하게 운전할 수 있는 새로운 타이어였다.,"주변 사람들은 안전한 것을 원했는데, 왜냐하면 그는 타이어를 교체했기 때문이다."
1897,그는 공과금 납부에 어려움을 겪고 있었다,그의 주변 사람들은 그가 도움을 받아 공과금을 납부할 수 있기를 원할 것이다.,그가 도움을 받을 수 있도록 도와주는 것을 원했다.,그가 재정적으로 더 효율적인 방법을 찾아내어 공과금을 납부할 수 있는 지원을 받는 것이었다.,도움을
1898,그는 그것을 온라인에 게시했다,주변 사람들은 그것을 삭제하거나 사과를 바라게 될 것이다.,그것을 볼(refer to the specific content that was posted online) 것을 원했다.,그것을 쉽게 볼 수 있고 공유할 수 있는 기회였다.,"주변 사람들은 그것을 원했는데, 왜냐하면 그는 그것을 온라인에 게시했기 때문이다."
1899,그는 문자를 보내었다,주변 사람들은 그가 무슨 내용의 문자를 보냈는지 궁금해할 것이다.,답변: 따라서 주변 사람들은 그것을 원했다.,"무엇인지 알 수 없었다. 그가 보낸 문자는 무슨 내용이었는지, 그리고 주변 사람들이 원했던 것은 무엇인지 알 수 없었다.","주변 사람들은 답변을 원했는데, 왜냐하면 그는 문자를 보내었기 때문이다."
1900,그는 스스로에게 친절했다,그의 주변 사람들은 그에게 대해 친절함과 이해를 원할 것이다.,그의 친절함을 원했다.,그의 도움과 지원이었다.,"주변 사람들은 같은 대우를 원했는데, 왜냐하면 그는 스스로에게 친절했기 때문이다."
1901,그는 첫날을 멋지게 보내었다,그의 성공을 축하하고 함께 축하 파티를 열어주기를 원할 것이다.,그의 첫날과 같은 경험을 원했다.,그의 성공적인 시작을 축하하는 것이었다.,"주변 사람들은 그를 따라하고 싶어했는데, 왜냐하면 그는 첫날을 멋지게 보내었기 때문이다."
1902,그는 칙령을 내렸다,그에게 칙령을 내린 이유와 그에 따른 결과를 설명해 달라고 원할 것이다.,그의 명령을 따르기를 원했다.,무엇을 하든지 그의 명령에 따를 것이었다.,"주변 사람들은 복종을 원했는데, 왜냐하면 그는 칙령을 내렸기 때문이다."
1903,그는 내 얼굴을 핥았다,"그 주변 사람들은 그 행동을 비난하고, 그에 대한 사과나 변명을 원할 것이다.",그의 행동에 대해 혼란스러워했다.,내가 그를 떠나는 것이었다.,"주변 사람들은 역겨운 것을 원했는데, 왜냐하면 그는 내 얼굴을 핥았기 때문이다."
1904,그는 팔로 그녀를 감쌌다,그 주변 사람들은 그가 그녀를 해치지 않았는지 걱정할 것이다.,그녀를 그만 두라는 것을 원했다.,그들이 함께 있는 것을 더 이상 보지 못할 것이라는 것이었다.,"주변 사람들은 평화로운 것을 원했는데, 왜냐하면 그는 팔로 그녀를 감쌌기 때문이다."
1905,그는 집안 곳곳을 뛰어다녔다,그는 안전하게 움직일 수 있도록 도와줄 것을 원할 것이다.,그의 안정을 원했다.,그는 정신을 가다듬고 한 곳에 머물기를 원했다.,계속해서 도움을 주는 것
1906,그는 결국 매우 즐거워했다,그의 즐거움을 함께 나누고 싶어할 것이다.,그의 행복을 나누고 싶었다.,그가 그의 행복을 나누어 주는 것이었다.,"주변 사람들은 무엇을 원했는데, 왜냐하면 그는 결국 매우 즐거워했기 때문이다."
1907,그는 곧 집에 돌아왔다,주변 사람들은 그가 안전하게 돌아왔음을 원할 것이다.,그는 곧 집에 돌아왔다. 따라서 주변 사람들은 그의 안부를 원했다.,그의 도움과 조언이었다.,"주변 사람들은 그것을 원했는데, 왜냐하면 그는 곧 집에 돌아왔기 때문이다."
1908,그는 청바지를 입은 채로 사정했다,그의 주변 사람들은 그가 안전하게 도착했는지 걱정할 것이다.,그는 더 나은 의상을 원했다.,그의 편안한 모습을 유지하는 것이었다.,"모두 정장을 입은 것을 원했는데, 왜냐하면 그는 청바지를 입은 채로 사정했기 때문이다."
1909,그는 스스로를 구석에 몰아넣었다,그를 도와주고 지지해 주는 것을 원할 것이다.,그의 상황을 이해하고 도와주는 것을 원했다.,그의 도움을 받기 위한 방법이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 스스로를 구석에 몰아넣었기 때문이다."
1910,그는 점점 더 아파갔았다,그의 주변 사람들은 그가 빨리 치료를 받고 회복되기를 원할 것이다.,그의 치료와 회복을 원했다.,그가 의사를 찾아 병원에 가는 것이었다.,"주변 사람들은 치료를 원했는데, 왜냐하면 그는 점점 더 아파갔기 때문이다."
1911,그는 소포를 우편으로 보내었다,그 소포가 안전하게 도착하기를 원할 것이다.,그 소포가 무엇인지 궁금해했다.,"물론, 그 소포가 안전하게 도착하는 것이었다.","주변 사람들은 빠른 배송을 원했는데, 왜냐하면 그는 소포를 우편으로 보내었기 때문이다."
1912,그는 가장 친한 친구를 초대했다,그의 친구들은 파티에 초대받기를 원할 것이다.,"""그의 친구들도 초대를 받고 싶어했다.""",그들이 함께 즐거운 시간을 보내는 것이었다.,"같은 대우를 받고 싶었을 것을 원했는데, 왜냐하면 그는 가장 친한 친구를 초대했기 때문이다."
1913,그는 혼자서 놀 수 있었다,그의 주변 사람들은 그가 더 사교적이고 친화적이기를 원할 것이다.,주변 사람들은 그에게 더 많은 관심을 원했다.,그의 독립적인 성향을 이해하고 그에게서 자유롭게 놀 수 있는 공간을 제공하는 것이었다.,"주변 사람들은 함께 하는 것을 원했는데, 왜냐하면 그는 혼자서 놀 수 있었기 때문이다."
1914,그는 자동차 열쇠를 분실했다,그 주변 사람들은 그가 자동차 열쇠를 찾을 수 있기를 원할 것이다.,그는 자동차 열쇠를 분실했다. 따라서 주변 사람들은 차를 원했다.,그의 차를 주차장에서 찾아주는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 자동차 열쇠를 분실했기 때문이다."
1915,그는 함께 시청했다,주변 사람들은 그가 함께 시청한 것에 대한 이야기나 의견을 원할 것이다.,그의 의견을 듣고 싶었다.,그 영화에 대한 그의 의견이었다.,"주변 사람들은 같은 것을 원했는데, 왜냐하면 그는 함께 시청했기 때문이다."
1916,그는 고양이를 동물병원에 데려갔다,주변 사람들은 그의 친절한 행동을 인정하고 고양이의 건강을 위해 최선을 다하는 것을 원할 것이다.,고양이가 괜찮기를 원했다.,고양이의 건강 상태가 얼마나 심각한지에 대한 정보였다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 고양이를 동물병원에 데려갔기 때문이다."
1917,그는 학위를 받았다,주변 사람들은 그에게 축하와 박수를 보내며 성공을 기원할 것이다.,그는 학위를 받았다. 따라서 주변 사람들은 그의 성공을 원했다.,"놀랍게도, 그는 새로운 직장을 찾지 않고 자신의 기술을 발전시키기 위해 계속해서 공부하고 싶어했다.","주변 사람들은 지식을 원했는데, 왜냐하면 그는 학위를 받았기 때문이다."
1918,그는 즐거운 하루였다,주변 사람들은 그가 무엇 때문에 즐거운 하루를 보냈는지 궁금해할 것이다.,그는 즐거운 하루였다. 따라서 주변 사람들은 그의 기쁨을 나누고 싶었다.,그의 긍정적인 에너지와 웃음을 나누는 것이었다.,"주변 사람들은 즐거운 일을 원했는데, 왜냐하면 그는 즐거운 하루였기 때문이다."
1919,그는 새 TV를 구입했다,주변 사람들은 그의 새 TV를 보고 싶어할 것이다.,그의 이전 TV를 받아가기를 원했다.,그의 이전 TV를 어떻게 처분할 것인지에 대한 안내였다.,"주변 사람들은 새 TV를 원했는데, 왜냐하면 그는 새 TV를 구입했기 때문이다."
1920,그는 지갑을 두고 나갔다,그의 주변 사람들은 그가 지갑을 되찾을 수 있기를 원할 것이다.,그는 지갑을 두고 나갔다. 따라서 주변 사람들은 돈을 원했다.,그의 지갑을 주워주는 것이었다.,돈을
1921,그는 첫 발을 내딜었다,주변 사람들은 그가 성공을 이루기를 원할 것이다.,그의 행동을 이해하고 싶었다.,그가 성공적으로 나아갈 수 있는 모습을 보는 것이었다.,"주변 사람들은 변화를 원했는데, 왜냐하면 그는 첫 발을 내딜었기 때문이다."
1922,그는 옷을 입었다,주변 사람들은 그가 옷을 잘 골라 입었기를 원할 것이다.,그의 옷을 칭찬하기를 원했다.,무엇을 입었는지에 대한 정보였다.,"주변 사람들은 멋진 옷을 원했는데, 왜냐하면 그는 옷을 입었기 때문이다."
1923,그는 샐러드를 주문했다,그 주변 사람들은 건강에 대한 관심을 보이는 것으로 생각할 것이다.,다른 음식,무엇인지 알 수 없었다.,아마도 더 많은 음식
1924,그는 어느 날 지루함을 느꼈다,그 주변 사람들은 그가 즐거운 활동을 찾아 채워지길 원할 것이다.,그는 어느 날 지루함을 느꼈다. 따라서 주변 사람들은 그를 즐겁게 해 줄 것을 원했다.,무엇을 해결하기 위한 새로운 활동이었다. 그래서 그는 새로운 취미를 찾거나 다른 사람들과 시간을 보내는 방법을 찾기 시작했다.,"주변 사람들은 새로운 것을 원했는데, 왜냐하면 그는 어느 날 지루함을 느꼈기 때문이다."
1925,그는 이메일 버튼을 클릭했다,"주변 사람들은 그가 실수로 이메일을 잘못 보낸 것인지, 혹은 의도적으로 클릭했는지 궁금해할 것이다.",그는 이메일 버튼을 클릭했다. 따라서 주변 사람들은 그것을 원했다.,이메일을 보내는 것이었다.,"그가 이메일 버튼을 클릭했기 때문에, 주변 사람들은 그가 이메일을 원했는데 왜냐하면___ 그는 이메일 버튼을 클릭했기 때문이다."
1926,그는 당일치기 여행을 떠났다,그의 안전과 건강을 바랄 것이다.,그의 여행 일정을 알고 싶어했다.,그의 안부와 여행 중 잘 지내길 바라는 인사였다.,"주변 사람들은 불안한 것을 원했는데, 왜냐하면 그는 당일치기 여행을 떠났기 때문이다."
1927,그는 눈을 가늘게 떴다,그 주변 사람들은 그가 무엇을 의심하고 있는지 궁금해할 것이다.,그의 의도를 원했다.,그의 진심을 알아보는 것이었다.,"주변 사람들은 미소를 원했는데, 왜냐하면 그는 눈을 가늘게 떴기 때문이다."
1928,그는 총알을 피했다,주변 사람들은 그가 안전하게 되어 있기를 원할 것이다.,그의 안전을 원했다.,그의 안전과 건강이었다.,"주변 사람들은 생존을 원했는데, 왜냐하면 그는 총알을 피했기 때문이다."
1929,그는 새 양말을 구입했다,그의 주변 사람들은 그가 새 양말을 선물해줄 것을 원할 것이다.,그의 이전 양말을 받아서 재활용하고 싶었다.,새 양말을 선물해 주는 것이었다.,"주변 사람들은 새 양말을 원했는데, 왜냐하면 그는 새 양말을 구입했기 때문이다."
1930,그는 대화 상대가 필요했다,그는 이야기를 듣고 공감해주는 사람을 원할 것이다.,그의 이야기를 듣고 싶어했다.,그의 관심과 이야기를 들어주는 것이었다.,"주변 사람들은 이해와 지지를 원했는데, 왜냐하면 그는 대화 상대가 필요했기 때문이다."
1931,그는 정신이 팔려있었다,그의 주변 사람들은 그가 정신을 차리고 현실에 집중하길 원할 것이다.,그는 정신이 팔려있었다. 따라서 주변 사람들은 그의 주의를 원했다.,그의 주의를 집중시키는 것이었다.,"주변 사람들은 그의 주의를 원했는데, 왜냐하면 그는 정신이 팔려있었기 때문이다."
1932,그는 내 지갑을 잊어버렸다,그의 주변 사람들은 그가 지갑을 찾을 수 있기를 원할 것이다.,그는 내게 돈을 빌려달라고 요청했다.,내가 지불을 대신 해주는 것이었다.,무엇인가를
1933,그는 어린 아들이 있었다,그의 어린 아들이 안전하고 행복하게 자랄 수 있기를 원할 것이다.,그의 아들이 행복하고 건강한 것을 원했다.,그가 책임감을 가지고 자녀를 돌봐 주는 것이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 어린 아들이 있었기 때문이다."
1934,그는 새 TV를 원했다,그의 주변 사람들은 그에게 새 TV를 선물하거나 도와주기를 원할 것이다.,같은,무엇인지 물어보았다.,"주변 사람들은 놀랍게도 다른 것을 원했는데, 왜냐하면 그는 새 TV를 원했기 때문이다."
1935,그는 바비큐 파티를 준비했다,주변 사람들은 맛있는 음식을 먹고 즐거운 시간을 보내기를 원할 것이다.,맛있는 음식을 원했다.,바비큐 그릴과 다양한 고기와 채소였다.,맛있는 음식을
1936,그는 첫 소설을 썼다,주변 사람들은 그의 소설을 읽고 싶어할 것이다.,그의 성공과 재능을 인정하고 싶었다.,그의 책을 출판하고 성공적인 작가가 되는 것이었다.,"주변 사람들은 축하를 원했는데, 왜냐하면 그는 첫 소설을 썼기 때문이다."
1937,그는 일찍 잠자리에 들었다,그는 편안히 쉬고 건강한 생활을 하는 것을 원할 것이다.,조용한 것을 원했다.,그의 휴식을 존중하고 조용히 행동하는 것이었다.,"주변 사람들은 그와 대화를 원했는데, 왜냐하면 그는 일찍 잠자리에 들었기 때문이다."
1938,그는 요리를 끝내었다,그들은 식사를 기대할 것이다.,배가 고팠다.,그의 요리를 맛보는 것이었다. 그가 끝내고 나서 사람들은 기대와 호기심으로 음식을 기다렸다.,"주변 사람들은 식사를 원했는데, 왜냐하면 그는 요리를 끝내었기 때문이다."
1939,그는 음료를 주문했다,"""그 음료가 어떤 음료인지 궁금해할 것이다.""",각자가 원하는 음료를 주문했다.,무엇인지 알 수 없었다.,"주변 사람들은 같은 것을 원했는데, 왜냐하면 그는 음료를 주문했기 때문이다."
1940,그는 착해보였다,그의 도움이나 지원을 받고 싶어할 것이다.,그의 도움을 원했다.,그의 도움과 지지였다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 착해보였기 때문이다."
1941,그는 돈을 줬다,그 주변 사람들은 더 많은 돈을 받고 싶어할 것이다.,더 많은 돈,무엇이었을까? 그는 돈을 주고 나서도 주변 사람들의 반응을 지켜보았다.,"주변 사람들은 도와줄 것을 원했는데, 왜냐하면 그는 돈을 줬기 때문이다."
1942,그는 한 통의 전화를 받았다,주변 사람들은 그가 전화를 받은 내용을 궁금해할 것이다.,그는 무엇이 일어나고 있는지 궁금해했다.,그가 받은 전화 내용이 무엇인지 궁금해하는 것이었다.,"주변 사람들은 그가 무엇을 했는지 원했는데, 왜냐하면 그는 한 통의 전화를 받았기 때문이다."
1943,그는 조깅을 하러 갔다,그의 안전과 건강을 바라게 될 것이다.,그의 건강과 안전을 원했다.,그의 건강과 안녕을 기원하는 것이었다.,"주변 사람들은 놀라운 변화를 원했는데, 왜냐하면 그는 조깅을 하러 갔기 때문이다."
1944,그는 총을 발견했다,"그는 총을 발견했다면, 주변 사람들은 안전을 위해 즉시 경찰에게 신고할 것을 원할 것이다.",그는 총을 발견했다. 따라서 주변 사람들은 안전을 원했다.,그 총을 안전하게 다루고 보관하는 것이었다.,"주변 사람들은 안전한 것을 원했는데, 왜냐하면 그는 총을 발견했기 때문이다."
1945,그는 구슬을 가지고 놀았다,그 주변 사람들은 그가 구슬을 잃지 않도록 조심하길 원할 것이다.,그는 그의 구슬을 보고 싶어했다.,"놀이를 함께하는 것이었다. 그의 구슬 놀이가 주변 사람들에게 끌리고, 함께 즐길 수 있는 기회를 갖기를 원했다.","주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 구슬을 가지고 놀았기 때문이다."
1946,그는 그녀의 머리를 쓰다듬었다,주변 사람들은 그것을 보고 두 사람이 서로를 존중하고 애정을 나누는 것으로 생각할 것이다.,이를 부러워했다.,그가 그녀를 사랑하고 존중한다는 것을 보여주는 행동이었다.,"주변 사람들은 부러운 것을 원했는데, 왜냐하면 그는 그녀의 머리를 쓰다듬었기 때문이다."
1947,그는 파티에 참석했다,그의 친구들은 그가 즐거운 시간을 보내고 돌아오기를 원할 것이다.,그의 참석을 축하하기 위해 음식과 음료를 원했다.,그의 즐거운 에너지와 유쾌한 대화였다.,"주변 사람들은 그의 의견을 원했는데, 왜냐하면 그는 파티에 참석했기 때문이다."
1948,그는 버스를 타고 뉴욕으로 향했다,주변 사람들은 그의 안전과 원활한 여행을 바랄 것이다.,그는 그가 안전하게 도착할 것을 원했다.,그의 여행이 안전하게 잘 마무리되기를 바라는 것이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 버스를 타고 뉴욕으로 향했기 때문이다."
1949,그는 절대 그럴 리가 없었다,"""다른 증거를 제시해 달라고 할 것이다.""",그의 변명을 원했다.,그가 그럴 리가 없다고 인정하는 것이었다.,"주변 사람들은 그가 변화된 것을 원했는데, 왜냐하면 그는 절대 그럴 리가 없었기 때문이다."
1950,그는 그녀의 냄새를 맡았다,그 주변 사람들은 그가 그녀와의 관계를 더 발전시키길 원할 것이다.,이어서 그녀를 찾아다니며 냄새를 맡으려 했다.,그녀와의 관계가 더 깊어지는 것이었다.,"주변 사람들은 그녀의 향수를 원했는데, 왜냐하면 그는 그녀의 냄새를 맡았기 때문이다."
1951,그는 스스로를 추천했다,그의 자신감과 능력에 대한 확신을 보여주는 추가적인 증거를 원할 것이다.,자신의 능력과 자질을 인정하는 것을 원했다.,그의 능력과 자질에 대한 확인이었다.,"주변 사람들은 그가 자만심을 원했는데, 왜냐하면 그는 스스로를 추천했기 때문이다."
1952,그는 생일 선물로 강아지를 원했다,그의 주변 사람들은 그에게 강아지를 선물해주기를 원할 것이다.,그의 생일 선물로 강아지를 원했기 때문에 주변 사람들은 비슷한 반려동물을 원했다.,무엇인지 알아보기로 했다.,"주변 사람들은 다른 것을 원했는데, 왜냐하면 그는 생일 선물로 강아지를 원했기 때문이다."
1953,그는 그녀에게 총을 쐈다,주변 사람들은 그녀의 안전과 평화를 원할 것이다.,그녀가 살아있는 것을 원했다.,그녀가 살아남는 것이었다.,"주변 사람들은 정의를 원했는데, 왜냐하면 그는 그녀에게 총을 쐈기 때문이다."
1954,그는 어쨌든 그것을 받아들였다,그의 결정에 대해 이해와 지지를 원할 것이다.,이해하기를,무엇이든 그의 결정을 지지하는 것이었다.,"주변 사람들은 어떤 것을 원했는데, 왜냐하면 그는 어쨌든 그것을 받아들였기 때문이다."
1955,그는 바닥에 물을 엎질렀다,그 주변 사람들은 청소를 원할 것이다.,그는 바닥에 물을 엎질렀다. 따라서 주변 사람들은 그것을 원했다.클리닝(clean),그는 미끄럼 방지 매트를 깔아달라고 요청했다.,"주변 사람들은 화를 원했는데, 왜냐하면 그는 바닥에 물을 엎질렀기 때문이다."
1956,그는 학교를 결석했다,"주변 사람들은 그가 안전하고 건강한지를 확인하고, 그 이유에 대해 궁금해할 것이다.",그는 학교를 결석했다. 따라서 주변 사람들은 그의 건강을 원했다.,그의 건강과 안전이었다.,"주변 사람들은 이유를 원했는데, 왜냐하면 그는 학교를 결석했기 때문이다."
1957,그는 완벽한 집을 찾았다,그의 주변 사람들은 그가 행복하고 안정감을 느끼길 원할 것이다.,그의 집을 부러워했다.,그의 새 집을 보여주는 것이었다.,"주변 사람들은 그의 집을 원했는데, 왜냐하면 그는 완벽한 집을 찾았기 때문이다."
1958,그는 일찍 왔다,그는 일찍 왔으니까 다른 사람들도 시간을 지키고 일을 빨리 처리해달라고 원할 것이다.,그는 일찍 왔다. 따라서 주변 사람들은 그의 이유를 원했다.,그의 도움이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 일찍 왔기 때문이다."
1959,그는 온라인에서 한 여자를 만났다,"그의 주변 사람들은 그가 안전하게 만났는지, 상대방이 누구인지에 대해 궁금해할 것이다.","""그것""을 원했다.",그의 실제 만남을 확인하는 것이었다.,"주변 사람들은 걱정하는 것을 원했는데, 왜냐하면 그는 온라인에서 한 여자를 만났기 때문이다."
1960,그는 어쨌든 그는 노력했다,"""그의 노력과 열정을 인정해주길 바랄 것이다.""",그의 성공,그의 노력을 인정해주는 것이었다.,"주변 사람들은 성공을 원했는데, 왜냐하면 그는 어쨌든 그는 노력했기 때문이다."
1961,그에게서는 헛간 냄새가 났다,그 주변 사람들은 그가 헛간에서 무언가를 찾아낼 것을 원할 것이다.,신선한 공기를 원했다.,그 헛간을 청소하고 정리하는 것이었다.,따뜻한 음식을
1962,그는 누수를 해결했다,그 주변 사람들은 그의 능력과 노력을 칭찬하고 신뢰할 것을 기대할 것이다.,그는 누수를 해결했다. 따라서 주변 사람들은 안전한 것을 원했다.,"물론, 그의 능력과 지식을 인정받는 것이었다.","주변 사람들은 만족한 것을 원했는데, 왜냐하면 그는 누수를 해결했기 때문이다."
1963,그는 새 것이 필요했다,그는 새로운 것을 원하고 있을 것이다.,그는 새 것이 필요했다. 따라서 주변 사람들은 새로운 것을 원했다.,무엇인지를 알아보기로 했다.,"주변 사람들은 새 것을 원했는데, 왜냐하면 그는 새 것이 필요했기 때문이다."
1964,그는 휴대폰을 잊어버렸다,"""그의 주변 사람들은 그가 휴대폰을 빌릴 수 있거나 연락할 수 있는 다른 방법을 찾기를 원할 것이다.""",그는 휴대폰을 잊어버렸다. 따라서 주변 사람들은 전화를 원했다.,그의 연락처를 알려주는 것이었다.,"주변 사람들은 충분한 연락을 원했는데, 왜냐하면 그는 휴대폰을 잊어버렸기 때문이다."
1965,그는 자신을 홍보했다,주변 사람들은 그에 대한 자세한 정보와 그가 어떤 일을 했는지에 대해 궁금해할 것이다.,더 많은 정보,그의 업적과 성취를 더 자세히 알고 싶어했다.,"주변 사람들은 더 많은 주목을 받고 싶어서 그것을 원했는데, 왜냐하면 그는 자신을 홍보했기 때문이다."
1966,그는 고양이를 키우고 싶어했다,그의 주변 사람들은 그가 책임감 있게 고양이를 키울 것을 원할 것이다.,그의 고양이가 잘 키워지고 행복하게 살 것을 원했다.,그는 고양이를 키우기 전에 책을 읽고 조언을 구하는 것이었다.,"주변 사람들은 개를 원했는데, 왜냐하면 그는 고양이를 키우고 싶어했기 때문이다."
1967,그는 누군가를 보내었다,주변 사람들은 그가 누군가를 보낸 이유와 상황에 대한 설명을 원할 것이다.,알 수 없는,누군가가 그의 자리를 대신해주는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 누군가를 보내었기 때문이다."
1968,그는 시험에 떨어졌다,그의 친구들은 그를 위로하고 격려해 줄 것을 원할 것이다.,그는 더 열심히 공부하는 것을 원했다.,그가 더 열심히 공부하고 다시 도전하는 것이었다.,도움을
1969,그는 정시에 도착했다,그의 도착을 축하하고 긍정적인 피드백을 받기를 원할 것이다.,그는 정시에 도착했다. 따라서 주변 사람들은 그것을 원했다.,그는 신속하고 신뢰할 수 있는 사람이라는 것이었다.,"주변 사람들은 늦은 것을 원했는데, 왜냐하면 그는 정시에 도착했기 때문이다."
1970,그는 열쇠를 잃어버렸다,주변 사람들은 그가 열쇠를 찾을 수 있기를 원할 것이다.,그는 열쇠를 잃어버렸다. 따라서 주변 사람들은 그것을 원했다.,그의 잃어버린 열쇠를 찾아주는 것이었다.,"주변 사람들은 열쇠를 원했는데, 왜냐하면 그는 열쇠를 잃어버렸기 때문이다."
1971,그는 책에 대해 자세히 설명했다,주변 사람들은 그가 설명한 내용을 이해하고 싶어할 것이다.,더 많은 정보,책을 빌려 읽어보는 것이었다.,"주변 사람들은 정보를 원했는데, 왜냐하면 그는 책에 대해 자세히 설명했기 때문이다."
1972,그는 휴대폰을 분실했다,주변 사람들은 그의 휴대폰을 찾아주기를 원할 것이다.,그의 연락처를 알고 있는 것을 원했다.,"휴대전화를 찾는 것이었다. 그는 주변을 둘러보았지만 휴대전화를 찾을 수 없었다. 결국, 도움을 요청하기 위해 주변 사람들에게 연락을 취했다.","주변 사람들은 새로운 휴대폰을 원했는데, 왜냐하면 그는 휴대폰을 분실했기 때문이다."
1973,그는 실수로 액체를 부었다,그 주변 사람들은 그가 실수로 액체를 부었다는 것에 대해 죄송한 말과 청소하는 행동을 바라게 될 것이다.,그는 실수로 액체를 부었다. 따라서 주변 사람들은 청소를 원했다.,그를 돕기 위한 청소 도구였다.,"주변 사람들은 당장 청소를 원했는데, 왜냐하면 그는 실수로 액체를 부었기 때문이다."
1974,그는 가방을 들고 학교에 갔다,주변 사람들은 그의 가방 안에 무엇이 들어있는지 궁금해할 것이다.,가방,그의 가방 안에 무엇이 들어있는지 알아보는 것이었다.,"주변 사람들은 그의 가방을 원했는데, 왜냐하면 그는 가방을 들고 학교에 갔기 때문이다."
1975,그는 새 집을 구입했다,주변 사람들은 그의 새 집을 구경하고 축하할 것을 원할 것이다.,집들이를 하고 싶었다.,새 집으로 이사하는 파티를 열어주는 것이었다.,"주변 사람들은 축하의 말을 원했는데, 왜냐하면 그는 새 집을 구입했기 때문이다."
1976,그는 무사히 착륙했다,주변 사람들은 그의 안전을 원할 것이다.,그는 무사히 착륙했다. 따라서 주변 사람들은 안전한 것을 원했다.,그의 안전과 건강이었다.,"주변 사람들은 안심한 것을 원했는데, 왜냐하면 그는 무사히 착륙했기 때문이다."
1977,그는 좋아하는 노래를 들었다,그의 주변 사람들은 그가 노래를 계속해서 듣길 원할 것이다.,그의 노래를 듣고 싶었다.,그의 노래를 계속해서 부르는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 좋아하는 노래를 들었기 때문이다."
1978,그는 아이스크림을 받았다,"""그 아이스크림을 맛있게 먹기를 원할 것이다.""",아이스크림,"냉장고였다. 그는 아이스크림을 받은 것에 대해 기뻐했지만, 주변 사람들은 냉장고를 원했던 것이었다.","주변 사람들은 아이스크림을 원했는데, 왜냐하면 그는 아이스크림을 받았기 때문이다."
1979,그는 책을 가져왔다,그들은 책을 빌리거나 함께 읽고 싶어할 것이다.,읽을,무엇인지 알아보기 위해 책을 열었다.,"주변 사람들은 책을 원했는데, 왜냐하면 그는 책을 가져왔기 때문이다."
1980,그는 스스로 청소했다,그 주변 사람들은 그를 칭찬하고 감사의 표시를 할 것이다.,그의 노력을 칭찬하고 감사의 말을 전해주었다.,그의 청결한 모습을 유지하는 것이었다.,"주변 사람들은 아무것도 원하지 않았는데, 왜냐하면 그는 스스로 청소했기 때문이다."
1981,그는 그녀를 응시했다,그 주변 사람들은 그의 응시를 멈추기를 원할 것이다.,그들은 둘 사이의 관계에 대한 자세한 내용을 원했다.,그녀와의 관계가 어떤지 알아보는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 그녀를 응시했기 때문이다."
1982,그는 새로운 친구를 만났다,그의 친구들은 그가 행복하고 새로운 사람과의 관계를 잘 유지하기를 원할 것이다.,그의 새로운 친구에 대해 궁금해했다.,새로운 친구를 소개해달라는 것이었다.,"주변 사람들은 새로운 친구를 만났기 때문에 변화된 것을 원했는데, 왜냐하면 그는 새로운 친구를 만났기 때문이다."
1983,그는 친구에게 문자를 보내었다,친구들은 그가 안전하게 도착했는지 확인하고 싶어할 것이다.,"""무슨 일이 일어났는지""를 원했다.",그의 친구와의 관계가 어떤지에 대한 소식이었다.,"주변 사람들은 더 많은 정보를 원했는데, 왜냐하면 그는 친구에게 문자를 보내었기 때문이다."
1984,그는 신용 카드를 신청했다,"그의 신용 카드 신청이 헹가능하면, 주변 사람들은 그에게 축하나 응원의 말을 원할 것이다.",그의 카드로 인해 무언가를 결제하거나 대접받길 원했다.,무엇을 살지에 대한 조언이었다.,현금
1985,그는 경찰차를 봤다,그들은 안전하게 일어나는 일을 원할 것이다.,그는 무슨 일이 벌어지고 있는지 궁금해했다.,무슨 일이 벌어지고 있는지에 대한 궁금증을 해소하기 위해 경찰차를 따라가는 것이었다.,"주변 사람들은 안전한 것을 원했는데, 왜냐하면 그는 경찰차를 봤기 때문이다."
1986,그는 보고서를 제출했다,"주변 사람들은 그의 보고서가 잘 작성되었고, 시간에 맞춰 제출되었다는 것을 원할 것이다.",결과를,무엇이었는지 알 수 있을 것이다.,"주변 사람들은 복사본을 원했는데, 왜냐하면 그는 보고서를 제출했기 때문이다."
1987,그는 그녀에게 그것을 줬다,그 주변 사람들은 그가 무엇을 그녀에게 줬는지 궁금해할 것이다.,그것,무엇인지 알 수 없었다.,"주변 사람들은 같은 것을 원했는데, 왜냐하면 그는 그녀에게 그것을 줬기 때문이다."
