,input,A,B,B2,B3
2222,그는 목적지에 도착했다,그는 목적지에 도착했을 때 기뻐하고 즐거워할 것이다.,성공을 거뒀다.,목적지에 도착했기 때문에 그가 했던 것은 여행을 즐기며 풍경을 감상하고 목적지에서의 활동을 즐겼을 것이다.,"노력했는데, 왜냐하면 그는 목적지에 도착했기 때문이다."
2223,그는 달에 깃발을 세웠다,그는 달에 깃발을 세운 것을 기념하기 위해 사진을 찍을 것이다.,우주 비행을 했다.,달에 도착한 첫 번째 인간이었다.,"그는 우주비행사였는데, 왜냐하면 그는 달에 깃발을 세웠기 때문이다."
2224,그의 집에서 파티가 열렸다,그는 손님들을 환영하고 즐거운 시간을 보내도록 도울 것이다.,그는 친구들을 초대했다.,파티 준비를 하고 친구들을 초대하는 것이었다.,"그는 늦었는데, 왜냐하면 그의 집에서 파티가 열렸기 때문이다."
2225,그는 새 안경을 구입했다,그는 안경을 쓰고 필요한 경우에만 사용할 것이다.,시력 검사를 받았다.,안경을 쓰고 시력이 개선되었기 때문에 독서와 컴퓨터 작업을 더 편하게 할 수 있었다.,"돈을 절약했는데, 왜냐하면 그는 새 안경을 구입했기 때문이다."
2226,그는 아기를 입양했다,그는 아기를 사랑하고 책임질 것이다.,부모가 되었다.,아기를 키우는 것이었다.,아버지가 되었다
2227,그는 어느 날 집으로 걸어갔다,그는 집으로 돌아가서 안전하게 쉬고 싶을 것이다.,고생했다.,그의 마음을 가라앉히기 위해 조용한 산책을 즐겼다.,"그는 피곤했는데, 왜냐하면 그는 어느 날 집으로 걸어갔기 때문이다."
2228,그는 잠시 휴식을 취했다,그는 몸을 쉬고 에너지를 회복하기 위해 잠시 휴식을 취할 것이다.,휴식을 취했다. 따라서 그는 다시 활동을 시작했다.,무엇이든지 그의 마음을 편안하게 만들기 위한 것이었다.,"그는 지각했는데, 왜냐하면 그는 잠시 휴식을 취했기 때문이다."
2229,그는 그만두고 싶다고 했다,"""그의 의견을 듣고 이해하려고 노력할 것이다.""",떠나기,무엇이든 그만두고 다른 일을 찾기로 결정했다.,"그는 고생했는데, 왜냐하면 그는 그만두고 싶다고 했기 때문이다."
2230,그는 문신을 새겼다,그는 자신의 선택에 대해 자랑스럽게 여길 것이다.,타투를 새겼다. 따라서 그는 피부에 문신을 가지게 되었다.,그의 몸에 영구적인 흔적을 남기는 것이었다.,"그는 옷을 벗었는데, 왜냐하면 그는 문신을 새겼기 때문이다."
2231,그는 제 머리를 잘랐다,그는 머리를 자르고 싶은 이유를 파악한 후에 적절한 대처 방법을 선택할 것이다.,미용실에 갔다,머리를 모양을 바꾸는 것이었다.,"미안해요. 미친 짓을 했는데, 왜냐하면 그는 제 머리를 잘랐기 때문이다."
2232,그는 약속을 놓쳤다,그는 사과하고 새로운 약속을 잡을 것이다.,죄책감을 느꼈다.,그 약속을 지키지 못한 것이었다.,"그는 미안해했는데, 왜냐하면 그는 약속을 놓쳤기 때문이다."
2233,그는 깜짝 선물을 받았다,그는 감사의 표시로 웃으며 선물을 받아들일 것이다.,기쁨을 표현했다.,선물을 주신 사람에게 감사 인사를 전하고 기쁨을 표현하는 것이었다.,기뻤다
2234,그는 정말 재미있었다,그는 계속해서 그 상황을 즐길 것이다.,웃었다.,놀랍고 모험적이었다.,"웃었는데, 왜냐하면 그는 정말 재미있었기 때문이다."
2235,그는 초등학교 교사였다,그는 학생들에게 안전한 환경을 제공하기 위해 적절한 교육 및 지도를 제공할 것이다.,학생들을 가르쳤다.,어린 학생들에게 기초 교육을 제공하고 학업 및 인성적인 가르침을 전달하는 것이었다.,"그는 학교를 방문했는데, 왜냐하면 그는 초등학교 교사였기 때문이다."
2236,그는 그녀에게 정말 상처를 줬다,그는 사과하고 그녀와 대화하여 상황을 해결하려고 할 것이다.,사과했다.,그녀에게 사과하고 그의 행동을 바꾸는 것이 필요했다.,"사과했는데, 왜냐하면 그는 그녀에게 정말 상처를 줬기 때문이다."
2237,그는 고양이를 구조했다,그는 동물 보호센터에 고양이를 데려다줄 것이다.,동물 구조를 했다.,고양이를 구조한 후에 그가 했던 것은 돌보고 안락한 곳을 제공하는 것이었다.,"영웅적인 행동을 했는데, 왜냐하면 그는 고양이를 구조했기 때문이다."
2238,그는 학교를 위해 식료품을 사러 갔다,그는 식료품을 구매할 때 안전 거리를 유지하고 마스크를 착용할 것이다.,장보기를 했다.,식료품 가게에 가서 필요한 식재료를 구매하는 것이었다.,"쇼핑을 했는데, 왜냐하면 그는 학교를 위해 식료품을 사러 갔기 때문이다."
2239,그는 욕실을 리모델링했다,그는 친구들을 초대하여 새 욕실을 자랑할 것이다.,수리를 했다.,"욕조와 세면대를 새로 교체하고, 벽과 바닥을 타일로 다시 꾸몄다.","그는 욕실 문을 닫았는데, 왜냐하면 그는 욕실을 리모델링했기 때문이다."
2240,그는 새 애완동물을 구입했다,그는 새 애완동물을 잘 돌볼 것이다.,애완동물을 키우기로 결심했다.,새 애완동물을 위한 새로운 집을 마련하는 것이었다.,"흥분했는데, 왜냐하면 그는 새 애완동물을 구입했기 때문이다."
2241,그가 그녀를 데리러 갔다,"그가 그녀를 데리러 갔다면, 그는 문 앞에서 기다릴 것이다.",그녀를 도와주었다.,그가 그녀를 데리러 갔다. 따라서 그가 했던 것은 그녀를 집으로 데리고 가는 것이었다.,"그는 서둘렀는데, 왜냐하면 그가 그녀를 데리러 갔기 때문이다."
2242,그는 잠을 좀 잤다,그는 일어나서 상쾌한 아침 식사를 즐기고 운동을 할 것이다.,쉬었다.,무엇이든지 그가 했던 것은 그의 피로를 풀기 위한 것이었다.,"그는 피곤했는데, 왜냐하면 그는 잠을 좀 잤기 때문이다."
2243,그는 그녀를 다시 바라봤다,"""그는 그녀에게 다가가서 대화를 시작할 것이다.""",사랑했다.,그녀에게 다가가서 그의 마음을 털어놓았다.,"사과했는데, 왜냐하면 그는 그녀를 다시 바라봤기 때문이다."
2244,그는 그녀의 집에서 파티가 있었다,그는 파티에 참석할 것이다.,그는 그녀의 집에서 파티가 있었다. 따라서 그는 초대되었다.,"파티 준비를 도와주고, 음식과 음료를 구비하는 것이었다.","그는 늦었는데, 왜냐하면 그는 그녀의 집에서 파티가 있었기 때문이다."
2245,그는 그녀의 문을 두드렸다,"""그는 기다렸다가 그녀가 나오기를 기다릴 것이다.""",그녀가 문을 열 때까지 기다렸다.,그녀에게 무엇인가를 말하려는 것이었다.,"무례했는데, 왜냐하면 그는 그녀의 문을 두드렸기 때문이다."
2246,그는 밖에서 노는 것을 좋아했다,그는 밖에서 노는 것을 좋아하기 때문에 즐겁게 놀 것이다.,야외활동,밖에서 축구를 하거나 자전거를 타는 등의 활동이었다.,그는 밖에서 노는 것을 좋아했기 때문에 나중에 집에 가지 않았다.
2247,그는 그의 구두닦이 박스를 받았다,그는 감사의 표시로 웃으며 받아들일 것이다.,구두를 닦았다.,구두를 닦는 것이었다.,"그는 기뻐했는데, 왜냐하면 그는 그의 구두닦이 박스를 받았기 때문이다."
2248,그는 학교를 마치고 집으로 걸어갔다,그는 안전하게 집으로 돌아갈 것이다.,하교했다.,책가방을 어깨에 메고 친구들과 이야기를 나누었다.,"공부를 했는데, 왜냐하면 그는 학교를 마치고 집으로 걸어갔기 때문이다."
2249,그는 스스로 목숨을 끊었다,가족이나 친구에게 도움을 요청하거나 전문가의 도움을 받아야 한다.,자살,자신의 삶을 끝내기로 결정한 것이었다.,자살
2250,그는 정말 멋져 보였다,"""그에게 칭찬을 해주겠다.""",자신감 있었다.,내가 눈여겨보게 되었다.,"노래를 부르던 중__했는데, 왜냐하면 그는 정말 멋져 보였기 때문이다."
2251,그는 사탕을 원했다,그는 사탕을 사거나 받아들일 것이다.,사탕을 사기로 했다.,사탕가게로 가서 사탕을 샀다.,"울었던 것을
그는 울었는데, 왜냐하면 그는 사탕을 원했기 때문이다."
2252,그는 그녀에게 너무 비쌌다,그는 그녀에게 사과하고 가격을 조정할 것이다.,그녀에게 사과했다.,그녀에게 미안하다고 말하고 돈을 돌려주기로 했다.,"그는 그녀에게 미안해했는데, 왜냐하면 그는 그녀에게 너무 비싸게 팔았기 때문이다."
2253,그는 바느질하는 법을 배우고 싶어했다,그는 바느질을 배울 수 있는 수업이나 온라인 자료를 찾아보고 학습할 것이다.,바느질 수업을 들었다.,"바느질을 가르쳐주는 수업을 찾아보거나, 인터넷이나 책을 통해 자습하는 것이었다.","그는 바느질을 배우러 갔는데, 왜냐하면 그는 바느질하는 법을 배우고 싶어했기 때문이다."
2254,그는 할머니에게 물어봤다,"""할머니, 도와주실 수 있나요?""",그는 할머니에게 물어봤다. 따라서 그는 답을 기다렸다.,할머니가 요리하는 법을 배우려고 했다.,"그는 울고 있었는데, 왜냐하면 그는 할머니에게 물어봤기 때문이다."
2255,그는 남자친구와 말다툼을 벌였다,그는 문제를 진지하게 다루고 해결하려고 노력할 것이다.,화해하다.,남자친구에게 사과하고 화해하는 것이었다.,화가 났다
2256,그는 지푸라기라도 잡는 심정였다,그는 최대한 노력하여 문제를 해결하려고 할 것이다.,열심히 노력했다.,자신의 목표를 이루기 위해 끈질긴 노력과 인내심을 발휘하는 것이었다.,"그는 작은 일이라도 소홀히 하지 않았는데, 왜냐하면 그는 지푸라기라도 잡는 심정였기 때문이다."
2257,그는 영화 보러 가고 싶어했다,그는 친구들과 함께 영화를 보러 갈 것이다.,영화관에 갔다.,영화관의 상영 시간을 확인하는 것이었다.,"그는 신나했는데, 왜냐하면 그는 영화 보러 가고 싶어했기 때문이다."
2258,그는 병원으로 급히 이송해야 했다,그는 즉시 병원으로 이송될 것이다.,구급차를 호출했다.,응급실에서 의사들의 치료를 받는 것이었다.,의식을 잃었다
2259,그도 자신을 봤다,그는 당황하며 상황을 평가한 후 다른 사람에게 도움을 요청할 것이다.,자신에게 감사했다.,그의 자신을 믿고 자신감을 가지고 행동하는 것이었다.,"그는 화를 냈는데, 왜냐하면 그도 자신을 봤기 때문이다."
2260,그는 곧 시험이 있었다,그는 공부를 시작할 것이다.,열심히 공부했다.,시험을 준비하는 것이었다.,"공부를 했는데, 왜냐하면 그는 곧 시험이 있었기 때문이다."
2261,그는 결국 그만뒀다,.,포기,그가 했던 것은 그의 꿈을 포기하는 것이었다.,"그는 노력했는데, 왜냐하면 그는 결국 그만뒀기 때문이다."
2262,그는 새로운 취미를 찾았다,그는 새로운 취미를 즐기며 시간을 보낼 것이다.,취미를 즐겼다.,농구를 배우는 것이었다.,"노래방을 가지 않았는데, 왜냐하면 그는 새로운 취미를 찾았기 때문이다."
2263,그는 저녁 식사에 초대했다,그는 감사의 인사를 전하고 초대를 수락할 것이다.,저녁식사에 참석했다.,음식을 주문하는 것이었다.,"그는 늦게 도착했는데, 왜냐하면 그는 저녁 식사에 초대했기 때문이다."
2264,그는 할아버지와 함께 낚시를 하러 갔다,그는 할아버지와 함께 즐겁게 낚시를 즐길 것이다.,낚시를 하러 갔다.,낚싯대를 챙겨 가는 것이었다. 함께 낚시를 즐기며 즐거운 시간을 보냈다.,"그는 지갑을 가져왔는데, 왜냐하면 그는 할아버지와 함께 낚시를 하러 갔기 때문이다."
2265,그는 친구가 많지 않았다,그는 새로운 사람들을 만나고 친구를 사귈 것이다.,외로움을 느꼈다., 혼자 시간을 보내거나 책을 읽는 등의 홀로 시간을 보내는 것이었다.,"노력을 했는데, 왜냐하면 그는 친구가 많지 않았기 때문이다."
2266,그는 어느 날 일을 그만뒀다,"""그는 이유를 설명하고 상사에게 퇴직서를 제출할 것이다.""",퇴직했다.,무엇이든지 그만두고 여행을 떠나기로 했다.,"그는 퇴직했는데, 왜냐하면 그는 어느 날 일을 그만뒀기 때문이다."
2267,그는 방과 후에도 학교에 남아 있었다,그는 학교에 남아서 공부를 하거나 무언가를 마무리하는 것으로 보인다.,열심히 공부했다.,학교에서 공부를 하거나 독서를 하거나 또는 학교 활동에 참여하는 것일 것이다.,"열심히 공부했는데, 왜냐하면 그는 방과 후에도 학교에 남아 있었기 때문이다."
2268,그는 집에 가서 잠자리에 들었다,잠을 자고 일어날 때까지 기다릴 것이다.,휴식을 취했다.,잠을 자는 것이었다.,"지각했는데, 왜냐하면 그는 집에 가서 잠자리에 들었기 때문이다."
2269,그는 새 남자친구가 생겼다,"""그는 새로운 관계에 대해 진심으로 기뻐하고 존중할 것이다.""",기뻐했다.,새로운 사랑에 빠져 새로운 관계를 즐기는 것이었다.,헤어졌어
2270,그는 깊은 심호흡을 했다,그는 자신의 감정을 진정시키고 상황을 냉정하게 판단할 것이다.,진정을 했다.,마음을 가다듬고 집중하는 것이었다.,"그는 긴장했는데, 왜냐하면 그는 깊은 심호흡을 했기 때문이다."
2271,그는 새 전자 레인지를 구입했다,그는 설치 및 사용 방법을 익히기 위해 사용 설명서를 읽을 것이다.,요리를 시작했다.,새 전자 레인지를 설치하는 것이었다. 그는 새로운 기기를 사용해보고 싶어서 설치하는 것을 기다리지 않았다.,"그는 요리를 시작했는데, 왜냐하면 그는 새 전자 레인지를 구입했기 때문이다."
2272,그는 더 가까워진 느낌였다,그는 상황을 조심스럽게 평가한 후 적절한 행동을 취할 것이다.,더 가까워지려고 했다.,"그를 더 잘 이해하고 싶었기 때문에, 그가 했던 것은 더 많은 대화를 나누는 것이었다.","그는 웃었는데, 왜냐하면 그는 더 가까워진 느낌였기 때문이다."
2273,그는 전화벨 소리가 들렸다,그는 전화를 받을 준비를 하고 전화벨이 멈출 때까지 기다릴 것이다.,전화를 받았다.,전화를 받아 들이는 것이었다. 그는 전화벨 소리에 반응하여 전화를 받았다.,"전화벨이 울렸는데, 왜냐하면 그는 전화벨 소리가 들렸기 때문이다."
2274,그는 새 배터리를 구입했다,그는 이전에 사용하던 배터리를 교체하여 새로운 배터리를 사용할 것이다.,그는 전원을 다시 공급했다.,이전 배터리를 교체하는 것이었다.,"충전했는데, 왜냐하면 그는 새 배터리를 구입했기 때문이다."
2275,그는 목소리를 잃었다,그는 의사에게 상담을 받을 것이다.,말을 대신하여 손으로 소통했다.,눈으로 손짓하거나 종이와 연필을 사용하여 의사소통하는 것이었다.,"노래를 하려고 했는데, 왜냐하면 그는 목소리를 잃었기 때문이다."
2276,그는 함께 노래했다,그는 즐거운 분위기에 맞춰 함께 노래를 부르며 즐길 것이다.,춤을 춰서,노래를 부르는 것이었다.,"그는 춤을 추었는데, 왜냐하면 그는 함께 노래했기 때문이다."
2277,그는 고양이에게 먹이를 먹였다,그는 고양이를 쓰다듬고 칭찬할 것이다.,배려하였다.,고양이를 돌보는 것이었다.,"그는 배가 고팠는데, 왜냐하면 그는 고양이에게 먹이를 먹였기 때문이다."
2278,그는 시간을 확인했다,그는 다음 일정에 늦지 않게 도착하기 위해 시간을 확인했다.,늦지 않게 도착했다.,무엇을 확인하는 것이었다.,"늦었을 것 같았는데, 왜냐하면 그는 시간을 확인했기 때문이다."
2279,그는 함께 함정을 건설했다,그는 함정을 건설한 이유와 목적을 파악하고 책임을 지고 해결할 것이다.,함정을 건설했다. 따라서 그는 함정을 설치했다.,함정을 설치하고 동물을 포획하는 것이었다.,"그는 신중했는데, 왜냐하면 그는 함께 함정을 건설했기 때문이다."
2280,그는 공격을 시작했다,그는 자기 방어를 위해 즉각 반격할 것이다.,공격을 시작했다. 따라서 그는 적을 공격했다.,"

상대방을 공격하는 것이었다.","그는 화를 냈는데, 왜냐하면 그는 공격을 시작했기 때문이다."
2281,그는 어디에서나 착용했다,그는 어디에서나 마스크를 착용할 것이다.,모든 장소에서 착용했다. 따라서 그는 편안함을 중시했다.,무엇이든 그의 모자와 어울리는 것이었다.,"그는 모자를 썼는데, 왜냐하면 그는 어디에서나 착용했기 때문이다."
2282,그는 자신의 의무를 소홀히 했다,그는 책임을 인정하고 보완하기 위해 노력할 것이다.,책임을 느끼지 않았다.,그의 책임을 다른 사람에게 떠넘기는 것이었다.,"그는 해고되었는데, 왜냐하면 그는 자신의 의무를 소홀히 했기 때문이다."
2283,그는 뮤직 비디오를 시청했다,그는 뮤직 비디오를 시청한 후에 음악을 즐기거나 관련된 정보를 찾을 것이다.,음악을 감상했다.,음악을 듣고 춤을 추는 것이었다.,"그는 춤을 추었는데, 왜냐하면 그는 뮤직 비디오를 시청했기 때문이다."
2284,그는 그녀에게 개요를 소개했다,그는 그녀에게 자세한 내용을 설명하거나 질문을 받아들이기 위해 기다릴 것이다.,설명했다.,그녀에게 프로젝트의 목표와 계획을 설명하는 것이었다.,놀랐다
2285,그는 읽을 책을 찾았다,그는 책을 읽기 시작할 것이다.,책을 읽기로 결정했다.,책을 들고 읽기 시작하는 것이었다.,"읽기를 그만뒀었는데, 왜냐하면 그는 읽을 책을 찾았기 때문이다."
2286,그는 스스로 그만뒀다,.,포기,그의 결정에 따라 더 이상 계속하지 않았다.,그만두었다
2287,그는 아마존에서 음악을 주문했다,그는 아마존에서 음악을 주문한 후 배송을 기다릴 것이다.,음악을 구매했다.,아마존에서 음악을 주문하는 것이었다.,"배송을 기다렸는데, 왜냐하면 그는 아마존에서 음악을 주문했기 때문이다."
2288,그는 현장 학습 중였다,그는 주변 환경을 탐구하고 관찰하여 학습할 것이다.,실제 경험을 통해 배웠다.,실제 작업에 참여하고 경험을 쌓는 것이었다.,"최선을 다했는데, 왜냐하면 그는 현장 학습 중였기 때문이다."
2289,그는 엉덩이를 흔들었다,그는 춤을 출 것이다.,춤을 춰서,춤을 추는 것이었다.,"그는 춤을 춰서 행복했는데, 왜냐하면 그는 엉덩이를 흔들었기 때문이다."
2290,드디어 그의 차례였다,그는 준비된 자세로 나서서 최선을 다할 것이다.,이동했다.,그의 소망을 이루기 위해 최선을 다하는 것이었다.,"그는 기뻐했는데, 왜냐하면 드디어 그의 차례였기 때문이다."
2291,그는 그녀의 뒤를 흘끗 쳐다봤다,그녀에게 미안하다는 표정으로 웃어주었다.,그녀가 안전하게 걷고 있는지 확인했다.,그녀를 따라가는 것이었다.,"그는 호기심을 느꼈는데, 왜냐하면 그는 그녀의 뒤를 흘끗 쳐다봤기 때문이다."
2292,그는 자신의 자리를 찾았다,그는 자리에 앉아 일을 시작할 것이다.,안심하고 웃었다.,"그가 했던 것은 열심히 일하는 것이었다. 그는 자신의 역량을 발휘하여 성과를 내고, 조직 내에서 존경받는 인재로 거듭났다.","노력했는데, 왜냐하면 그는 자신의 자리를 찾았기 때문이다."
2293,그는 확인하러 갔다,그는 확인하러 갔다.,확인,확인하러 갔다. 따라서 그가 했던 것은 그의 의심을 해소하기 위해서였다.,늦었어
2294,그는 사실이라고 하기에는 너무 좋은 사람였다,"""사실이 아니라고 말할 것이다.""",착한 척,그의 성격과는 맞지 않았다.,"그는 우리를 속였다고 생각했는데, 왜냐하면 그는 사실이라고 하기에는 너무 좋은 사람였기 때문이다."
2295,그는 제 머리 위로 떨어졌다,그는 즉시 안전한 장소로 이동하여 상처를 확인하고 응급 처치를 받을 것이다.,패닉했다.,머리를 보호하기 위해 손을 뻗어 그것을 막으려고 했다.,그는 놀랐다.
2296,그는 동물원을 방문했다,그는 동물들을 관찰하고 즐거워할 것이다.,동물을 보았다.,동물들을 관찰하고 사진을 찍는 것이었다.,"그는 호기심이 많았는데, 왜냐하면 그는 동물원을 방문했기 때문이다."
2297,그는 그것을 어디에서도 찾을 수 없었다,그는 더 찾아보거나 도움을 요청할 것이다.,절망했다.,그가 스스로 만들어 내는 것이었다.,"그는 포기했는데, 왜냐하면 그는 그것을 어디에서도 찾을 수 없었기 때문이다."
2298,그는 함께 플레이했다,그는 즐거워하며 함께 플레이할 것이다.,이기엔 충분했다.,농구를 치뤄서 팀원들과 협력했다.,"그는 이기지 못했는데, 왜냐하면 그는 함께 플레이했기 때문이다."
2299,그는 결혼을 앞두고 있었다,그는 결혼을 준비하고 행복한 시간을 보낼 것이다.,결혼식을 준비했다., 결혼 준비를 위해 예식장을 예약하고 신부와 함께 웨딩 드레스를 고르는 것이었다.,"사과를 거부했는데, 왜냐하면 그는 결혼을 앞두고 있었기 때문이다."
2300,그는 그의 다리를 뻗었다,그는 휴식을 취할 것이다.,쉬었다.,그의 발목을 살피고 그가 다리를 다시 움직일 수 있는지 확인하는 것이었다.,"걸었는데, 왜냐하면 그는 그의 다리를 뻗었기 때문이다."
2301,그는 소년에게 물었다,"""무슨 일이야? 어떻게 도와줄 수 있을까?""",대답,무엇인가?,"답을 알고 있었는데, 왜냐하면 그는 소년에게 물었기 때문이다."
2302,그는 검을 들었다,그는 자기를 방어하기 위해 검을 들 것이다.,죽였다.,무언가를 자르거나 공격하는 것이었다.,"그는 공격했는데, 왜냐하면 그는 검을 들었기 때문이다."
2303,그는 잠을 자려고 했다,그는 침대에 누워서 잠을 자려고 할 것이다.,이불을 덮었다.,이불을 덮고 누워서 눈을 감았다.,"그는 졸려웠는데, 왜냐하면 그는 잠을 자려고 했기 때문이다."
2304,그는 집안 곳곳을 살펴봤다,그는 안전을 확인하기 위해 집안 곳곳을 살펴볼 것이다.,조사,집안 곳곳을 정리하고 정돈하는 것이었다.,"무언가를 의심했는데, 왜냐하면 그는 집안 곳곳을 살펴봤기 때문이다."
2305,그는 공원에서 공을 찾았다,그는 주변을 둘러보고 공을 잃어버린 사람을 찾아주려고 할 것이다.,공을 찾았으니까 기뻐했다.,공을 주웠다.,"뛰었던 것을 멈추었는데, 왜냐하면 그는 공원에서 공을 찾았기 때문이다."
2306,그는 농구 덩크슛을 했다,그는 환호하고 상대팀에게 자신의 능력을 보여주었다.,승리했다.,농구 경기에서 팀에게 승리를 안겨주었다.,"그는 놀랐는데, 왜냐하면 그는 농구 덩크슛을 했기 때문이다."
2307,그는 캐나다를 방문했다,그는 캐나다를 방문했으니 현지의 문화와 관습을 존중하며 즐기고 존경할 것이다.,여행을 했다.,캐나다의 아름다운 자연을 감상하고 지역 음식을 맛보는 것이었다.,"그는 휴가를 취했는데, 왜냐하면 그는 캐나다를 방문했기 때문이다."
2308,그는 또한 지켜봤다,주변 상황을 면밀히 관찰하고 대응 방안을 고려할 것이다.,판단을 내렸다.,그가 했던 것은 상황을 파악하고 적절한 결정을 내리는 것이었다.,"그는 이해했는데, 왜냐하면 그는 또한 지켜봤기 때문이다."
2309,그는 그의 이름이 찍혔다,그는 자신의 이름이 찍힌 이유를 조사하고 상황에 맞게 적절한 대응을 결정할 것이다.,자랑스러워했다.,그의 행동과 행적에 대한 모든 책임을 져야 했다.,범죄를 저질렀다
2310,그는 새 오토바이를 구입했다,그는 새 오토바이를 타고 여행을 떠날 것이다.,운전면허를 샀다.,오토바이를 타고 멋진 여행을 떠나는 것이었다.,"운전을 배웠는데, 왜냐하면 그는 새 오토바이를 구입했기 때문이다."
2311,그는 피를 흘리기 시작했다,그는 즉시 응급처치를 받으러 가거나 구조 요청을 할 것이다.,죽음을 맞이했다.,"무엇이든 상관없었다. 그는 이미 너무 멀리 왔고, 이제는 돌이킬 수 없었다.","그는 분노했는데, 왜냐하면 그는 피를 흘리기 시작했기 때문이다."
2312,그는 새 헤드폰을 구입했다,그는 새 헤드폰을 사용하여 음악을 듣거나 영화를 볼 것이다.,음악을 듣기 위해 헤드폰을 구입했다.,이전 헤드폰이 고장났기 때문에 새로운 것을 사게 되었다.,"기뻐했는데, 왜냐하면 그는 새 헤드폰을 구입했기 때문이다."
2313,그는 가능성을 높였다,그는 가능성을 높였기 때문에 자신의 계획을 실행할 것이다.,성공을 향한 노력을 계속했다.,더 많은 노력과 훈련이었다.,"그는 노력했는데, 왜냐하면 그는 가능성을 높였기 때문이다."
2314,그는 룸메이트에게 물어봤다,"""그는 룸메이트에게 물어봤다.""",그는 그의 룸메이트에게 무엇을 했다. 따라서 그는 궁금해했다.,룸메이트에게 물어봤다. 따라서 그가 했던 것은 룸메이트의 의견을 듣고 결정을 내리는 것이었다.,"그는 화가 났는데, 왜냐하면 그는 룸메이트에게 물어봤기 때문이다."
2315,그는 그녀에게 혀를 내밀었다,그는 그 행동을 즉시 멈추고 사과할 것이다.,뽑아 먹었다.,그녀에게 키스를 한 것이었다.,"그는 화를 냈는데, 왜냐하면 그는 그녀에게 혀를 내밀었기 때문이다."
2316,그는 그녀를 노려봤다,그는 그녀에게 미안하다고 말할 것이다.,그녀를 따라갔다.,그녀를 따라가는 것이었다.,"그는 질투심을 품었는데, 왜냐하면 그는 그녀를 노려봤기 때문이다."
2317,그는 음식을 주문했다,그는 음식을 기다릴 것이다.,식사를 했다.,식당 메뉴를 살펴보고 웨이터에게 주문을 했다.,"지갑을 깜빡했는데, 왜냐하면 그는 음식을 주문했기 때문이다."
2318,그는 그녀를 태워버렸다,그는 즉시 그녀를 내려보내고 경찰에 신고할 것이다.,살인,그녀를 목적지까지 데려다주는 것이었다.,"죽음을 피했는데, 왜냐하면 그는 그녀를 태워버렸기 때문이다."
2319,그는 클라리넷을 연주했다,그는 음악을 즐기며 연주를 계속할 것이다.,음악가,"클라리넷 연주였다. 그의 솜씨는 매우 뛰어났고, 사람들은 그의 연주를 듣기 위해 많이 모였다.","그는 음악가였는데, 왜냐하면 그는 클라리넷을 연주했기 때문이다."
2320,그는 온라인 데이트를 시도했다,그는 안전한 장소에서 만나기 전에 상대방과 온라인으로 더 많은 대화를 나눌 것이다.,온라인 데이트를 위해 프로필을 작성했다.,온라인 데이트 앱을 설치하고 자신의 프로필을 만들었다.,실패했었다
2321,그는 신용 카드를 받았다,그는 카드를 활용하여 필요한 지출을 하거나 저축을 위해 사용할 것이다.,쇼핑,신용 카드를 받았으니까 쇼핑을 하러 가는 것이었다.,"지출을 했는데, 왜냐하면 그는 신용 카드를 받았기 때문이다."
2322,그는 파티에 가려고 했다,그는 옷을 고르고 친구들과 함께 파티에 갈 것이다.,옷을 골라서 입었다.,파티에 가기 위해 적당한 옷을 고르고 친구들과 만나는 장소를 정하는 것이었다.,늦었다
2323,그는 휴대폰을 두고 갔다,그는 휴대폰을 두고 간 것을 발견하고 되돌아가서 찾을 것이다.,죽었다.,휴대폰을 찾아 돌아오거나 다른 사람에게 전화를 부탁하는 것이었다.,실수를 저질렀다.
2324,그는 새 책을 구입했다,그는 책을 읽기 시작할 것이다.,독서를 시작했다.,새로운 지식을 얻기 위해 매일 조금씩 읽는 것이었다.,"돈을 아끼려고 노력했는데, 왜냐하면 그는 새 책을 구입했기 때문이다."
2325,그는 벌에 쏘였다,그는 즉시 의료진을 찾아가서 치료를 받을 것이다.,아프다,의사를 찾아 가는 것이었다.,"그는 아프게 행동했는데, 왜냐하면 그는 벌에 쏘였기 때문이다."
2326,그는 시끄러운 소리가 들었다,그는 주변을 살펴 조용한 곳으로 이동할 것이다.,귀를 막았다.,문을 닫고 조용히 자리에 앉는 것이었다.,"그는 문을 열었는데, 왜냐하면 그는 시끄러운 소리가 들었기 때문이다."
2327,그는 주차 공간을 찾았다,그는 차를 주차 공간에 주차할 것이다.,차를 주차했다.,주차 공간에 차를 주차하는 것이었다.,"주차했는데, 왜냐하면 그는 주차 공간을 찾았기 때문이다."
2328,그는 배달 음식을 주문했다,그는 배달이 도착할 때까지 기다릴 것이다.,식사를 했다.,배달 음식이 도착하기를 기다리는 것이었다.,배고웠다
2329,그는 시끄러운 소리를 내었다,그는 주변 사람들에게 사과하고 조용히 하도록 요청할 것이다.,화를 냈다.,주변의 주의를 끌기 위해 손을 흔들며 외쳤다.,"그는 화를 냈는데, 왜냐하면 그는 시끄러운 소리를 내었기 때문이다."
2330,그는 정말 목이 말랐다,그는 물을 마실 것이다.,물을 마셨다.,물을 마시러 강건너로 걸어가는 것이었다.,물을 마신다.
2331,그는 새 타이어를 구입했다,그는 새 타이어를 차에 장착할 것이다.,타이어를 교체했다.,이전에 사용하던 타이어를 교체하는 것이었다.,"운전을 멈췄는데, 왜냐하면 그는 새 타이어를 구입했기 때문이다."
