,input,A,B,B2,B3
2120,그는 사진을 게시했다,주변 사람들은 궁금하거나 놀랐을 것이다.,호기심을 느꼈다.,그의 삶이 풍부하고 행복해 보였다.,"다양한 감정을 느꼈는데, 왜냐하면 그는 사진을 게시했기 때문이다."
2121,그는 시리얼을 먹고 싶어했다,"""그의 주변 사람들은 그가 이상한 생각을 가지고 있다고 생각했다.""",그는 배가 고팠다고 느꼈다.,"""그의 식욕이 높아진 것이었다. 그는 시리얼을 먹고 싶어했고, 그에게 음식이 얼마나 중요한지를 알 수 있었다.""",불안한 것을
2122,그는 친구들과 함께 춤을 추웠다,주변 사람들은 즐거워했다.,즐거움,그들은 즐거움과 흥분이었다.,즐거운 것
2123,그는 금요일에 수학 시험이 있었다,주변 사람들은 그의 긴장된 모습을 보고 그가 걱정되고 불안해하는 것을 알 수 있었다.,그는 금요일에 수학 시험이 있었다. 따라서 주변 사람들은 그의 긴장된 것을 느꼈다.,그가 긴장하고 있었다.,"긴장된 것을 느꼈는데, 왜냐하면 그는 금요일에 수학 시험이 있었기 때문이다."
2124,그는 반지를 들고 있었다,주변 사람들은 놀라거나 궁금해했을 것이다.,부자임을,그는 어떤 특별한 순간을 기다리고 있었던 것이었다.,부러움을
2125,그는 데이트 상대에게 키스했다,주변 사람들은 놀라거나 당황했을 것이다.,부글부글거렸다.,부끄러움과 당황이었다.,부끄러움을
2126,그는 알람을 설정했다,그 주변 사람들은 안심했다.,시간이 늦어지고 있다.,그는 아침에 일어나기 위해 준비하고 있었다.,불안한/당황한
2127,그는 케이크를 만들고 싶어 했다,"""그의 주변 사람들은 기쁘고 흥분했다.""","""따라서 주변 사람들은 그의 케이크를 먹고 싶다는 것을 느꼈다.""","""그의 열정과 호기심이었다. 그는 케이크를 만들기 위해 레시피를 찾고 재료를 준비하는 것에 대해 열정적으로 이야기했다.""","주변 사람들은 흥분된 것을 느꼈는데, 왜냐하면 그는 케이크를 만들고 싶어 했기 때문이다."
2128,그는 스케이트를 신었다,"""그의 친구들은 놀라고 흥분했다.""",그는 스케이트를 신었다. 따라서 주변 사람들은 그의 솜씨를 느꼈다.,그의 우아한 움직임과 자유로운 모습이었다.,부드러운 바람을
2129,그는 운동을 좀 했다,주변 사람들은 그가 건강에 대해 신경쓰고 있다고 느꼈다.,그는 운동을 좀 했다. 따라서 주변 사람들은 그의 체력이 좋아졌다는 것을 느꼈다.,그는 건강해지고 활기찬 에너지를 가졌다.,만족함을
2130,그는 애완 고양이가 있었다,그 주변 사람들은 그가 고양이를 키우는 것에 대해 기쁘게 생각했다.,그는 애완 고양이가 있었다. 따라서 주변 사람들은 그의 애정을 느꼈다.,그는 고양이를 매우 소중히 여기고 사랑한다는 것이었다.,편안함을
2131,그는 괴롭힘을 당했다,주변 사람들은 그의 괴롭힘을 듣고 분노와 안타까움을 느꼈다.,그의 고통을 느꼈다.,"그의 고통과 불행함이었다. 그는 도움을 받을 필요가 있었고, 주변 사람들은 그를 지지하고 돕기 위해 노력했다.",공감(empathy)
2132,그는 동굴을 발견했다,주변 사람들은 놀라고 신기했다.,놀라움과 호기심,"놀라움과 호기심이었다. 동굴 속에는 어떤 보물이 숨어있을지 궁금해했고, 동시에 그것이 어떻게 발견되었는지에 대한 이야기를 듣고 싶어했다.","놀라운 것을 느꼈는데, 왜냐하면 그는 동굴을 발견했기 때문이다."
2133,그는 체중이 약간 줄었다,"""주변 사람들은 그가 건강에 더 신경 쓰고 있다고 생각했다.""",그는 더 건강해 보인다.,그는 더 건강해 보인다는 것이었다.,"놀란 것을 느꼈는데, 왜냐하면 그는 체중이 약간 줄었기 때문이다."
2134,그는 자전거 타는 법을 배웠다,"""그의 친구들은 기뻤고, 자신감이 생겼다.""",그의 실력이 늘어났다.,"""그의 자신감과 독립심이 더욱 강해졌다.""","놀라운 변화를 느꼈는데, 왜냐하면 그는 자전거 타는 법을 배웠기 때문이다."
2135,그는 그녀의 입에 신음 소리를 내었다,주변 사람들은 당황하고 불편해했다.,그들은 그 둘 사이에 강한 감정을 느꼈다.,그녀가 그를 괴롭히고 있었다는 것이었다.,부끄러운
2136,그는 부업을 하고 있었다,그의 가족과 친구들은 그가 힘들게 일하고 있는 것을 알고 불안해했다.,그의 열정적인 모습을 느꼈다.,그의 피곤함과 바쁨이었다.,부러움을
2137,그는 내일 영어 시험이 있었다,그 주변 사람들은 그의 영어 시험을 걱정하고 있었다.,그는 긴장된 것을 느꼈다.,그는 긴장하고 있었다.,"긴장된 것을 느꼈는데, 왜냐하면 그는 내일 영어 시험이 있었기 때문이다."
2138,그는 친구에게 전화를 겄다,주변 사람들은 그가 기쁘거나 당황했을 것이라고 느꼈을 것이다.,그의 중요한 일이 있을 것을 느꼈다.,그는 누군가와 대화하려는 욕구를 가지고 있었다.,불안한 것을
2139,그는 고양이에게 우유를 줬다,그 주변 사람들은 그 행동을 귀엽고 친근하다고 느꼈다.,애완동물을 사랑하는 것을 느꼈다.,"고양이가 우유를 좋아하는지에 대한 궁금함과 함께, 그가 고양이를 얼마나 사랑하는지에 대한 호감이었다.",부러움을
2140,그는 항상 술을 마셨다,그 주변 사람들은 걱정스러웠다.,그의 술에 대한 의존성을 느꼈다.,그의 건강이 나빠지고 판단력이 흐려진 것이었다.,"냄새나 행동에서 음주한 것을 느꼈는데, 왜냐하면 그는 항상 술을 마셨기 때문이다."
2141,그는 새 상사가 생겼다,"""주변 사람들은 불안해하거나 경계심을 품었다.""",불안함을 느꼈다.,"새로운 변화와 불안감이었다. 새 상사의 스타일과 성향을 알아가는 동안, 주변 사람들은 그에 대한 호감이나 불신을 표현하기 시작했다.",부러움을
2142,그는 새 휴대폰을 원했다,"""그의 친구들은 그가 기쁘고 흥분했다고 느꼈다.""",그의 이전 휴대폰이 고장났거나 잃어버렸을 것이라고 느꼈다.,그는 현재의 휴대폰이 너무 오래되었기 때문에 새로운 것을 원하는 것으로 보였다.,부러움을
2143,그는 새 드레스를 원했다,그 주변 사람들은 그의 새 드레스를 보고 놀라거나 기뻐했다.,그는 새 드레스를 원했다. 따라서 주변 사람들은 그가 옷을 사고 싶어 한다는 것을 느꼈다.,그 그가 자신을 더욱 자신감 있게 느낄 수 있도록 도와주고 싶다는 점이었다.,"주변 사람들은 놀란 것을 느꼈는데, 왜냐하면 그는 새 드레스를 원했기 때문이다."
2144,그는 체력이 회복되었다,그 주변 사람들은 안심하고 기뻐했다.,그의 활력이 돌아온 것을 느꼈다.,그의 에너지와 활기가 되찾아진 것이었다.,"안도한(reassured) 것을 느꼈는데, 왜냐하면 그는 체력이 회복되었기 때문이다."
2145,그의 학기가 시작되었다,주변 사람들은 기쁘고 설레었을 것이다.,그의 학업에 대한 열정과 의지를 느꼈다.,그의 새로운 시작에 대한 기대와 호기심이었다.,"불안한 것을 느꼈는데, 왜냐하면 그의 학기가 시작되었기 때문이다."
2146,그는 상상의 여지를 남겨두지 않았다,그 사람들은 놀라거나 혼란스러워했다.,불안함을,그는 항상 예측 불가능하고 창의적인 삶을 산다는 것이었다.,"주변 사람들은 호기심을 느꼈는데, 왜냐하면 그는 상상의 여지를 남겨두지 않았기 때문이다."
2147,그는 야옹 소리를 들었다,그 주변 사람들은 귀엽거나 깜짝 놀라거나 신기해했다.,그의 고양이가 근처에 있을 것을 느꼈다.,그 귀여운 고양이가 주변에 있을 것이라는 확신이었다.,"불안한/궁금한/의아한 것을 느꼈는데, 왜냐하면 그는 야옹 소리를 들었기 때문이다."
2148,그는 스웨터를 구입했다,"""그의 친구들은 기뻤다.""",따뜻한 것,그는 스웨터를 구입했다. 따라서 주변 사람들이 느꼈던 것은 그가 추운 날씨에 대비하려고 한다는 것이었다.,"흥분된 것을 느꼈는데, 왜냐하면 그는 스웨터를 구입했기 때문이다."
2149,그는 자신도 모르게 곤경에 빠졌다,주변 사람들은 그의 곤경에 대해 놀랐고 걱정했다.,그의 변화된 모습을,그의 불안과 불편함이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 자신도 모르게 곤경에 빠졌기 때문이다."
2150,그는 기프트 카드를 구매했다,"""그의 친구들은 기쁘다고 느꼈다.""",그는 기프트 카드를 구매했다. 따라서 주변 사람들은 그의 관심을 느꼈다.,그는 특별한 선물을 받았을 것이라는 기대감이었다.,행복한 것을
2151,그는 많이 다쳤다,주변 사람들은 그의 다친 모습을 보고 걱정하고 안타까워했다.,그의 상황에 대한 걱정을 느꼈다.,애석함과 걱정이었다. 그는 힘들어하는 것을 보면서 모두가 그를 돕고 싶어했다.,"애석한 것을 느꼈는데, 왜냐하면 그는 많이 다쳤기 때문이다."
2152,그는 낯빛이 녹색으로 변했다,주변 사람들은 그가 아마도 아프거나 충격을 받았을 것이라고 생각했다.,그의 긴장된 상태를 느꼈다.,그의 건강 상태가 좋지 않다는 것이었다.,불안한 것을
2153,그는 탐탁지 않아하는 그녀를 설득했다,그 주변 사람들은 불편해하거나 걱정했을 것이다.,그들은 그의 설득력을 느꼈다.,그녀가 그에게 영향을 받았다는 것이었다.,불편한 것을
2154,그는 프로필을 만들었다,주변 사람들은 호기심과 기대감을 느꼈다.,그는 자신을 더 잘 이해하고 신뢰할 수 있다.,그의 관심사와 성격에 대한 더 많은 이해와 연결이었다.,"주변 사람들은 호기심을 느꼈는데, 왜냐하면 그는 프로필을 만들었기 때문이다."
2155,그는 나중에 그녀와 합류했다,주변 사람들은 안심하고 기뻤다.,그들 사이에 어떤 특별한 연결이 있음을 느꼈다.,그들은 서로를 만나기를 기다리고 있었던 것이었다.,"주변 사람들은 놀람을 느꼈는데, 왜냐하면 그는 나중에 그녀와 합류했기 때문이다."
2156,그는 체스를 두는 법을 배웠다,그 주변 사람들은 기쁨과 호기심을 느꼈을 것이다.,그의 전략적인 사고력과 뛰어난 집중력을느꼈다.,"""그의 전략적 사고력과 뛰어난 결정력이었다. 게임을 플레이하는 과정에서 그는 신중하게 각각의 수를 고려하고 상대방의 움직임을 예측하여 최선의 결정을 내리는 것을 목격했다.""","주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 체스를 두는 법을 배웠기 때문이다."
2157,그는 머리를 새로 잘라야 했다,"""주변 사람들은 그가 머리를 새로 잘라야 한다는 소식에 궁금하거나 놀랐을 것이다.""",그의 변화된 모습을 느꼈다.,그의 변화에 대한 호기심이었다. 새로운 머리 모양이 어떻게 나올지 궁금해하며 그를 지켜보았다.,"놀란 것을 느꼈는데, 왜냐하면 그는 머리를 새로 잘라야 했기 때문이다."
2158,그는 잠드는 데 어려움을 겪었다,그를 걱정했다.,그의 스트레스와 불안을느꼈다.,"그의 피곤함과 피로감이었다. 그는 밤에 잠을 청하지 못하면서 낮에는 피곤해 보였고, 주변 사람들은 그의 건강과 안녕을 걱정했다.",불안한 것
2159,그는 드레스를 갈아입었다,"""주변 사람들은 놀라거나 신기해하거나 칭찬했다.""",그의 변화를 느꼈다.,그의 변신에 대한 놀라움과 함께 그의 자신감이 향상된 것이었다.,놀라운 변화를
2160,그는 그녀의 뒤에서 왔다,주변 사람들은 놀라거나 불안해했다.,그의 존재를,그의 존재감과 그녀에 대한 관심이었다.,놀람을
2161,그는 도와달라고 비명을 질렀다,주변 사람들은 놀라거나 불안해했다.,그의 절박한 상황을,공포와 불안이었다. 그의 비명은 절박함과 고통을 담고 있었기 때문에 주변 사람들은 그의 상황이 얼마나 심각한지를 깨닫게 되었다.,공포를
2162,그는 트럭 뒤에서 떨어졌다,주변 사람들은 놀라고 걱정했다.,위험한 것,"공포와 불안이었다. 사고 현장에서 그의 상태를 확인하려는 사람들은 긴장한 상태였고, 그가 다치지 않았는지 걱정했다.","불안한 것을 느꼈는데, 왜냐하면 그는 트럭 뒤에서 떨어졌기 때문이다."
2163,그는 꿈에 그리던 직장에 취직했다,"""그의 가족과 친구들은 기뻐했다.""",부러움을,그의 열정과 노력이 결실을 맺었다는 것이었다.,부러움을
2164,그는 주차장에서 쓰레기를 발견했다,그 주변 사람들은 놀라거나 역겨워했다.,환경 보호의 중요성,"분노와 역겨움이었다. 주변 사람들은 그의 행동에 화가 났고, 쓰레기를 버리는 것은 매우 역겨운 일이라고 생각했다.",불쾌한 것을
2165,그는 샌드위치를 만들고 싶어 했다,그 주변 사람들은 궁금하거나 놀랐을 것이다.,그는 배가 고팠다고 느꼈다.,그 그의 요리 솜씨를 칭찬했다.,"주변 사람들은 배고픔을 느꼈는데, 왜냐하면 그는 샌드위치를 만들고 싶어 했기 때문이다."
2166,그는 스스로를 칭찬했다,주변 사람들은 그의 자만심에 놀랐다.,자만심,자만심과 오만함이었다.,자만심
2167,그는 몸을 말렸다,주변 사람들은 당황하고 불편해했다.,그의 허기와 피곤함을 느꼈다.,그의 자신감과 편안함이었다.,부끄러운
2168,그는 고양이를 입양했다,"""그의 주변 사람들은 기쁨과 감동을 느꼈다.""",애정과 관심,그는 동물을 좋아한다는 것이었다.,행복한 것을
2169,그는 그룹에 컴퓨터를 할당했다,그 주변 사람들은 놀라거나 당황했을 것이다.,기쁨,이제 그룹의 작업이 더 효율적으로 이뤄질 것이라는 기대감이었다.,"불만을 느겼을 것을 느꼈는데, 왜냐하면 그는 그룹에 컴퓨터를 할당했기 때문이다."
2170,그는 개 짖는 소리를 들었다,"""주변 사람들은 불안해했다.""",불길한 것을 느꼈다.,"불안과 두려움이었다. 개 짖는 소리는 주변에 위협을 느끼게 하고, 사람들은 주변을 살피며 안전한 곳을 찾으려 했다.",불안한 것
2171,그는 기분이 나아지고 있었다,그 주변 사람들은 안심하고 기뻐했다.,그의 기분이 나아지고 있다는 것을 느꼈다.,그의 긍정적인 에너지와 희망이 느껴졌다.,안도된 것
2172,그는 옛날 것을 판매했다,그들은 놀라거나 궁금해했다.,그는 옛날 것을 판매했다. 따라서 주변 사람들은 그의 낡은 삶을 느꼈다.,그는 과거에 머물러 있었다는 것이었다.,"주변 사람들은 호기심을 느꼈는데, 왜냐하면 그는 옛날 것을 판매했기 때문이다."
2173,그는 모퉁이를 돌아 나왔다,주변 사람들은 놀라거나 궁금해했을 것이다.,그는 놀란 것을 느꼈다.,그의 갑작스러운 등장으로 놀람과 호기심이었다.,"놀란 것을 느꼈는데, 왜냐하면 그는 모퉁이를 돌아 나왔기 때문이다."
2174,그는 가족을 초대했다,가족들은 기쁘고 감사했다.,그는 가족을 초대했다. 따라서 주변 사람들은 부러움을 느꼈다.,그는 가족을 초대했기 때문에 주변 사람들이 느꼈던 것은 그가 가족과 함께 특별한 시간을 보내고 싶다는 것이었다.,"주변 사람들은 기쁨을 느꼈는데, 왜냐하면 그는 가족을 초대했기 때문이다."
2175,그는 낯익은 얼굴였다,그 주변 사람들은 궁금하고 놀랐을 것이다.,익숙한 것을 느꼈다.,그가 어딘가에 이미 등장한 적이 있을 것이라는 의심이었다.,이상한
2176,그는 첫 번째 게임에서 패배했다,주변 사람들은 실망했을 것이다.,실망,"실망과 안타까움이었다. 그는 첫 번째 게임에서 패배한 것에 대해 자신도 매우 실망했고, 주변 사람들의 안타까워하는 시선을 느낄 수 있었다.","실망한 것을 느꼈는데, 왜냐하면 그는 첫 번째 게임에서 패배했기 때문이다."
2177,그는 케이크를 가져왔다,"""그의 친구들은 기쁘고 놀랐다.""",배고픔,케이크를 먹을 기회가 생겼다. 그리고 기쁨과 만족감이었다.,"기쁨을 느꼈는데, 왜냐하면 그는 케이크를 가져왔기 때문이다."
2178,그는 멋진 여행을 보내었다,주변 사람들은 그가 행복하고 즐거웠을 것이라고 느꼈다.,부러움,그의 행복과 만족감이었다. 그는 새로운 경험을 즐기고 새로운 사람들을 만나며 많은 추억을 쌓았다.,부러움을
2179,그는 나쁜 소식이 있었다,그 소식을 듣는 주변 사람들은 실망과 걱정을 느꼈을 것이다.,불안한 것을 느꼈다.,"실망과 불안이었다. 그의 얼굴에는 안타까운 표정이 돋보였고, 주변 사람들도 그의 마음을 이해하려고 노력했다.","불안한 것을 느꼈는데, 왜냐하면 그는 나쁜 소식이 있었기 때문이다."
2180,그는 부주의하고 통제불능였다,그 주변 사람들은 불안과 걱정을 느꼈다.,그의 행동에 대한 불안을 느꼈다.,그의 행동에 대한 불안과 불편함이었다.,불안한 것을
2181,그는 접근 금지 명령을 받았다,주변 사람들은 놀라거나 충격을 받았을 것이다.,그는 위험한 것을 느꼈다.,그의 존재가 갑자기 사라진 것이었다. 그의 행동이 제한되어 있었기 때문에 주변 사람들은 그를 찾아도 만나지 못했다.,불안한 것을
2182,그는 수영하는 법을 배웠다,주변 사람들은 그가 기쁘고 자신감 있게 느꼈다.,"""따라하면 잘 하는"" 것을 느꼈다.",그는 물 속에서 자유롭게 움직일 수 있는 즐거움과 자신감이었다.,기쁨을
2183,그는 즐거운 여행을 보내었다,주변 사람들은 그가 행복하고 즐거운 시간을 보냈다고 느꼈다.,부러움,그의 행복과 만족감이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 즐거운 여행을 보내었기 때문이다."
2184,그는 그림 그리는 법을 배웠다,주변 사람들은 그가 새로운 기술을 배워 자신감 있고 흥분한 모습이었다.,그의 예술적 재능을 느꼈다.,"""그의 예술적 재능과 창의력이 빛을 발하는 것이었다.""","주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 그림 그리는 법을 배웠기 때문이다."
2185,그는 카약을 타러 갔다,주변 사람들은 그가 즐거워하고 흥분했을 것이라고 느꼈다.,그의 용기와 모험정신을 느꼈다.,그는 용기와 모험을 추구하는 사람이라는 것이었다.,부러움을
2186,그는 새 셔츠를 구입했다,주변 사람들은 그가 새 셔츠를 구입해서 기뻐했다.,그의 새로운 셔츠를 느꼈다.,그의 새로운 셔츠가 그에게 잘 어울리고 자신감이 넘치는 모습을 보였다.,기쁨을
2187,그는 기분이 훨씬 좋아지기 시작했다,그 주변 사람들은 그가 기분이 좋아지기 시작한 것을 기뻐했다.,그는 기분이 훨씬 좋아지기 시작했다. 따라서 주변 사람들은 그의 변화된 기분을 느꼈다.,그의 긍정적인 에너지와 행복한 모습이었다.,"주변 사람들은 변화된 것을 느꼈는데, 왜냐하면 그는 기분이 훨씬 좋아지기 시작했기 때문이다."
2188,그는 샤워를 했다,주변 사람들은 그가 깨끗하고 상쾌해 보였을 것이다.,그는 깨끗한 것을 느꼈다.,그는 깨끗하고 상쾌한 향기였다.,상쾌한(rejuvenated)
2189,그는 그녀에게 무언가를 줬다,그 주변 사람들은 놀라거나 감동을 받았을 것이다.,따라서 주변 사람들은 그의 관심을 느꼈다.,이것은 그가 그녀를 신경 쓰고 있다는 것을 보여주었다.,감동을
2190,그가 대학에 입학한 첫날였다,"""주변 사람들은 기뻐하고 흥분했다.""","기대, 긴장, 설렘",그가 새로운 시작을 하고자 했던 강한 의지와 긴장감이었다.,"신뢰와 자부심을 느꼈는데, 왜냐하면 그가 대학에 입학한 첫날이었기 때문이다."
2191,그는 대화를 시작했다,"""그의 대화를 듣는 주변 사람들은 호기심과 기대감을 느꼈다.""",그는 대화를 시작했다. 따라서 주변 사람들은 흥미로운 것을 느꼈다.,그는 매우 친근하고 사교적이라는 것이었다.,"놀람을 느꼈는데, 왜냐하면 그는 대화를 시작했기 때문이다."
2192,그는 비행기를 놓쳤다,주변 사람들은 안타깝고 실망스러워했다.,그는 실망을 느꼈다.,그의 실망과 당황이었다.,실망함을
2193,그는 나중에 자세히 설명했다,주변 사람들은 궁금하고 혼란스러웠다.,그는 나중에 자세히 설명했다. 따라서 주변 사람들은 안심을 느꼈다.,그의 말이 논리적이고 설득력 있었다.,"주변 사람들은 궁금한 것을 느꼈는데, 왜냐하면 그는 나중에 자세히 설명했기 때문이다."
2194,그는 학교 정학을 당했다,주변 사람들은 그의 안타까운 상황에 대해 안타깝게 느꼈을 것이다.,그는 학교 정학을 당했다. 따라서 주변 사람들은 안타깝다는 것을 느꼈다.,그는 신뢰할 수 있는 사람으로 인정받았다.,공감(empathy)
2195,그는 채널을 변경했다,그들은 놀라거나 당황했다.,불안함을 느꼈다.,그는 채널을 변경했다. 따라서 주변 사람들이 느꼈던 것은 새로운 프로그램이나 정보에 대한 호기심과 기대감이었다.,"놀람을 느꼈는데, 왜냐하면 그는 채널을 변경했기 때문이다."
2196,그는 지갑을 찾았다,"""주변 사람들은 안심하고 기뻐했다.""",안도함,"안심이었다. 지갑을 잃어버린 것은 매우 스트레스 였으나, 이제 그가 찾았으니 안도할 수 있었다.",안도한(reassured)
2197,그는 다른 사람을 도왔다,그 주변 사람들은 그의 도움에 감사하고 놀라워했다.,그의 친절함과 관심을 느꼈다.,그는 관용적이고 독립적인 사람이었다.,감동을
2198,그는 견인차를 불러야 했다,"""그의 주변 사람들은 당황스러웠다.""",어떤 일이 발생했을 것으로 예상했다.,그는 무언가 무거운 것을 옮기려고 한다는 것이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 견인차를 불러야 했기 때문이다."
2199,그는 휴대폰을 구입했다,"""주변 사람들은 기뻐했다.""",그의 흥분을 느꼈다.,그는 더 이상 연락이 끊기지 않을 것이라는 안도감과 함께 휴대폰을 구입했다.,"다양한 감정을 느꼈는데, 왜냐하면 그는 휴대폰을 구입했기 때문이다."
2200,그는 콘서트를 보러 갔다,그 주변 사람들은 흥분하고 기뻤다.,음악적인 분위기를느꼈다.,그는 노래에 맞춰 춤을 추며 즐거움을 느끼고 있었다.,즐거움을
2201,그는 다른 이들을 실망시키고 화나게 했다,그 사람들은 실망하고 화가 나 있었다.,그의 행동에 대한 실망과 분노를 느꼈다.,그의 행동에 대한 실망과 분노였다.,실망과 화남
2202,그는 타는 냄새를 맡았다,"""주변 사람들은 불안해했다.""",그는 화장실에서 나오는 냄새를 맡았다. 따라서 주변 사람들은 불쾌한 것을 느꼈다.,그의 타는 냄새 때문에 불편함과 불쾌함이었다.,불쾌한
2203,그는 학교 가는 차를 놓쳤다,주변 사람들은 그의 실수에 대해 안타까워했다.,그는 스트레스를 느꼈다.,"그는 걱정이나 불안감일 것이다. 학교에 늦게 도착할 수도 있고, 시간을 어떻게 채울지 고민일 것이다.",실망한
2204,그는 누군가 문을 두드리는 소리가 들렸다,주변 사람들은 놀라거나 경계심을 느꼈을 것이다.,긴장된 것을 느꼈다.,불안함과 궁금함이었다. 무슨 일이 일어나고 있는 걸까? 누구일까? 그들은 궁금해하며 문을 열어보았다.,불안한 것을
2205,그는 학교에 가고 싶어했다,주변 사람들은 그의 열망을 이해하고 공감했다.,이를 지원해주고 도와주어야 한다.,그의 열정과 열망이었다.,부정적인
2206,그는 아기가 생겼다,"""주변 사람들은 기쁨과 설렘을 느꼈다.""",기쁨을,기쁨과 책임감이었다. 새로운 생명을 맞이하게 된 것에 대한 기쁨과 함께 아이를 키우는데 대한 책임감을 느낄 수 있었다.,기쁨을
2207,그는 바닥을 쓸어내렸다,그 주변 사람들은 놀라거나 당황했을 것이다.,청결함/깨끗함,그는 정말 깨끗하고 청결한 사람이라는 것이었다.,불안한(reassured)
2208,그는 집에 갈 준비가 되었다,가족들은 기뻤고 안심했다.,그의 떠남을,그의 떠남에 대한 안타까움과 그리움이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 집에 갈 준비가 되었기 때문이다."
2209,그는 제 가방을 챙겼다,"""주변 사람들은 안심했다.""",그의 출발을 느꼈다.,그는 여행을 떠날 준비를 한다는 것이었다.,불안한 것
2210,그는 항공편을 예약했다,"""주변 사람들은 그가 흥분한 것으로 느꼈다.""",떠날 날이 다가오고 있다.,그는 어딘가로 여행을 떠날 것이라는 확신과 설렘이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 항공편을 예약했기 때문이다."
2211,그는 트럭을 타고 식료품 쇼핑을 하러 갔다,그의 가족과 친구들은 그가 안전하게 돌아올 것을 기대하며 걱정했다.,그의 대담함을,그는 대량으로 구매를 하려고 한다는 것이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 트럭을 타고 식료품 쇼핑을 하러 갔기 때문이다."
2212,그는 직장에서 승진을 하게 되었다,"""주변 사람들은 그의 성공을 축하하고 기뻐했다.""",그는 자신의 노력이 보상받아 인정을 받았다고 느꼈다.,그의 업적과 노력이 인정받아 정말 멋진 일을 이루었다는 것이었다.,부러움을
2213,그는 제 개를 산책시켰다,주변 사람들은 놀라고 당황했다.,그의 책임감과 애정을,그 그의 책임감과 애정이 느껴졌다.,화난 것을
2214,그는 누군가를 때렸다,주변 사람들은 충격을 받았고 분노와 불쾌함을 느꼈다.,분노,분노와 충격이었다. 상황은 갑자기 엇갈려서 모두가 어리둥절해졌다.,분노(angry)
2215,그는 상대적으로 창백했다,주변 사람들은 그가 걱정되고 불안해 보였을 것이다.,그의 건강 상태에 대한 걱정을 느꼈다.,그의 건강 상태에 대한 걱정이었다.,불안한
2216,그는 곧 이사했다,주변 사람들은 놀라거나 안타깝게 느꼈을 것이다.,그의 부재를 느꼈다.,그의 부재로 인한 공백과 변화였다.,불안한(reassured) 것을
2217,그는 달을 따달라고 요구했다,주변 사람들은 당황하고 놀라며 그의 요구에 의아해했다.,그는 미친 것을 느꼈다.,그는 미치광이라고 생각했다.,"당황한 것을 느꼈는데, 왜냐하면 그는 달을 따달라고 요구했기 때문이다."
2218,그는 두 자녀가 있었다,그 주변 사람들은 그에게 행복하고 축복받은 사람으로 느꼈다.,부모님으로서의 책임감을 느꼈다.,부자였다.,행복함을
2219,그는 안경을 잃어버렸다,주변 사람들은 그의 안경을 잃어버린 것에 대해 안타깝게 느꼈다.,그의 시력이 나빠졌을 것을 느꼈다.,그는 더 이상 명확하게 보지 못할 것이라는 걱정이었다.,당신이 무엇을 느끼는지 알 수 없습니다.
2220,그는 자동차 키를 찾았다,"""주변 사람들은 안심하고 기뻐했다.""",안도함과 안전함,그는 안도와 안전감이었다.,안도함을
2221,그는 그녀라는 절친한 친구가 있었다,그 주변 사람들은 그가 행복하고 안심했을 것이다.,그들 사이에 특별한 유대감을 느꼈다.,이들은 서로를 잘 알고 이해하는 관계였다.,애정과 지지를
2222,그는 목적지에 도착했다,"""주변 사람들은 안심하고 기쁨을 느꼈다.""",안도함을, 그의 도착에 대한 안도와 안정감이었다.,만족감을
2223,그는 달에 깃발을 세웠다,주변 사람들은 놀라워하고 자랑스러워했다.,놀라운 것을 느꼈다., 그는 엄청난 자신감과 용기였다. 그의 행동은 놀라움과 경외를 불러일으켰다.,놀라움을
2224,그의 집에서 파티가 열렸다,주변 사람들은 즐거웠을 것이다.,즐거움과 흥분을 느꼈다.,"즐거움과 흥분이었다. 친구들은 음악을 즐기고 춤을 추며 즐거운 시간을 보냈고, 이웃들은 파티 소음으로 인해 조금 당황스러워했다.하지만 모두가 그의 집에서 열린 파티가",즐거움을
2225,그는 새 안경을 구입했다,"""주변 사람들은 그가 새 안경을 구입해서 기뻐했다.""",그의 외모가 바뀌었음을 느꼈다.,그는 더 세련되고 스타일리시해 보였다.,"주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 새 안경을 구입했기 때문이다."
2226,그는 아기를 입양했다,주변 사람들은 그가 아기를 입양해서 기쁘고 감사해했다.,그의 관심과 애정을 느꼈다.,그는 아버지가 될 책임감과 동시에 행복함이었다.,감동을
2227,그는 어느 날 집으로 걸어갔다,"""그의 친구들은 놀랐고, 가족들은 걱정했다.""",그의 이상한 행동을 느꼈다.,그의 결심이 굳어져 있고 자신감에 차 있다는 것이었다.,"주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 어느 날 집으로 걸어갔기 때문이다."
2228,그는 잠시 휴식을 취했다,그 주변 사람들은 그가 피곤해서 휴식을 취하는 것으로 이해했다.,그의 휴식을 느꼈다.,그는 다시 에너지를 얻기 위해 몸을 쉬게 했다.,"주변 사람들은 안도된 것을 느꼈는데, 왜냐하면 그는 잠시 휴식을 취했기 때문이다."
