,input,A,B,B2
2209,그는 제 가방을 챙겼다,어딘가를 가기 위해 나갔다.,출발,"
그 전에 문을 잠그고 집을 나왔다."
2210,그는 항공편을 예약했다,그는 항공편을 예약하기 전에 여행 일정을 계획하고 휴가를 신청했다.,출발하기,그는 여행 일정을 확인하고 목적지에 가는데 필요한 모든 것을 준비했다.
2211,그는 트럭을 타고 식료품 쇼핑을 하러 갔다,그는 식료품을 쇼핑하기 위해 트럭을 탔다.,식료품 쇼핑을 하기 전에 일어났다.,주유소에 들러 차량을 주유했다.
2212,그는 직장에서 승진을 하게 되었다,그는 열심히 일하여 직장에서 승진을 하게 되었다.,노력,어떤 부서에서 뛰어난 성과를 거두었기 때문에 이번 승진이 이루어졌다.
2213,그는 제 개를 산책시켰다,개를 산책시키기 전에 그는 개에게 목줄을 차고 밖으로 나갔다.,산책하기 전에 일어났다.,개에게 밥을 먹였다.
2214,그는 누군가를 때렸다,그는 누군가와 말다툼을 하다가 그를 때렸다.,화를 내다,그 전에 그를 화나게 한 일이 있었다.
2215,그는 상대적으로 창백했다,어떤 충격적인 소식을 들었거나 놀라운 사실을 알게 되었다.,병원에 가서 수술(operation)하기 전에 일어났다.,"그 전에 건강하고 활기찬 모습이었는데, 최근에 스트레스와 과로로 인해 변화된 것 같았다."
2216,그는 곧 이사했다,그는 집을 팔고 새 집으로 이사했다.,이사,어떤 일이 있었는지 알려주세요.
2217,그는 달을 따달라고 요구했다,그는 달을 따달라고 요구하기 전에 우주 여행을 준비하고 로켓을 발사했다.,그는 달을 따달라고 요구했다. 이는 불가능하기 전에 일어났다.,그는 지구를 떠나 달에 갈 수 있는 방법을 찾아보았다.
2218,그는 두 자녀가 있었다,그는 결혼하여 두 자녀를 가졌다.,결혼,아내와 함께 살았지만 이혼했다.
2219,그는 안경을 잃어버렸다,그는 안경을 찾기 위해 집안을 뒤졌지만 찾지 못했다.,출발,어디에 놓았는지 기억하지 못했다.
2220,그는 자동차 키를 찾았다,그는 자동차 키를 분실했다.,주행하기,자동차를 주차한 곳을 잊어버렸다.
2221,그는 그녀라는 절친한 친구가 있었다,어떤 일이 벌어지기 전에는 그가 그녀라는 절친한 친구를 가지고 있었다.,그는 그녀라는 절친한 친구가 있었다. 이는 결혼하기 전에 일어났다., 어떤 일이 있었는지에 대해 이야기했다.
2222,그는 목적지에 도착했다,그는 집을 나와 목적지로 향했다.,출발,그는 긴 여정을 거쳐 많은 어려움을 겪었다.
2223,그는 달에 깃발을 세웠다,그는 우주로 비행선을 발사했다.,우주 비행을,우주를 탐험하기 위해 로켓을 발사했다.
2224,그의 집에서 파티가 열렸다,그의 친구들이 초대되었고 파티 준비가 이루어졌다.,"""이는 청소하기 전에 일어났다.""","그의 친구들이 초대되었고, 파티 준비가 완료되었다."
2225,그는 새 안경을 구입했다,그는 시력이 점점 나빠져서 새 안경을 구입했다.,구매,잠시 전에 안경을 잃어버렸기 때문에 새로운 것을 사야 했다.
2226,그는 아기를 입양했다,아기를 입양하기 위해 입양 절차를 진행했다.,결혼,그는 여러 해동안 입양을 고민했다.
2227,그는 어느 날 집으로 걸어갔다,어느 날 그는 일어나서 집으로 걸어갔다.,출발,어떤 일이 있었는지 기억하지 못했다.
2228,그는 잠시 휴식을 취했다,"어떤 일이 벌어지기 전에, 그는 잠시 휴식을 취했다.",그는 잠시 휴식을 취했다. 이는 일어나기 전에 일어났다.,어떤 어려운 일을 해결하기 위해 최선을 다하고 있었다.
2229,그는 그만두고 싶다고 했다,어떤 일이 벌어졌는지에 대한 정보가 제공되지 않았기 때문에 정확한 답변을 제공할 수 없습니다.,그만두고 싶다고 했다. 이는 결정하기 전에 일어났다.,어떤 이유로 그만두고 싶다는 말을 했는지 이야기해줄 수 있겠니?
2230,그는 문신을 새겼다,그는 문신을 새기기 위해 타투 아티스트를 찾았다.,결혼,어린 시절의 기억을 새겼다.
2231,그는 제 머리를 잘랐다,그는 머리를 자르기로 결정했다.,미용실에 가서 머리를 자르기 전에 일어났다.,"제 머리를 자르기로 결정하기 전에, 제 머리 모양을 고민했다."
2232,그는 약속을 놓쳤다,알람을 설정하지 않았다.,약속을 놓쳤다. 이는 일어나기 전에 일어났다.,알람을 설정하지 않았기 때문에 늦게 일어났다.
2233,그는 깜짝 선물을 받았다,어떤 사람이 그에게 깜짝 선물을 준비했다.,그는 깜짝 선물을 받았다. 이는 예상하지 못한 일이 일어나기 전에 일어났다.,어떤 이야기도 없었던 것이다.
2234,그는 정말 재미있었다,그들은 함께 즐거운 시간을 보냈다.,그는 정말 재미있었다. 이는 일어나기 전에 일어났다.,어떤 이야기를 했는지 기억이 안 나네.
2235,그는 초등학교 교사였다,그는 교사 자격을 취득하기 위해 대학에서 교육학을 전공했다.,교육을 받기 전에 일어났다.,어린이들과 함께 교육봉사 활동을 하며 사회에 기여했다.
2236,그는 그녀에게 정말 상처를 줬다,이전에 그와 그녀 사이에 갈등 또는 갈등의 원인이 있었을 것이다.,심사숙고,그녀는 그를 믿고 많은 것을 투자했기 때문에 더욱 상처받았다.
2237,그는 고양이를 구조했다,고양이가 나무에 갇혀 있었기 때문에 그는 고양이를 구조했다.,구조하기 전에 일어난 일은 고양이를 발견하는 것이다.,그는 동물 보호소에서 자원봉사를 하고 있었다.
2238,그는 학교를 위해 식료품을 사러 갔다,그는 냉장고에 있는 식료품을 다 사용해서 새로운 것들을 사러 갔다.,식료품을 사러 가기 전에 일어났다.,은 집에서 숙제를 다 했다.
2239,그는 욕실을 리모델링했다,.,리모델링,그 전에 욕실이 오래되어서 녹이 나고 변색된 상태였다.
2240,그는 새 애완동물을 구입했다,그는 동물 보호소나 애완동물 상점을 방문하여 새로운 애완동물을 구입했다.,구매,어떤 종류의 애완동물을 키워보지 않았다.
2241,그가 그녀를 데리러 갔다,그가 그녀를 데리러 갔던 것이다.,사전에 계획,그녀에게 꽃다발을 사러 갔다.
2242,그는 잠을 좀 잤다,어떤 일이 벌어지기 전에는 그가 잠을 좀 잤다.,일어나기,어떤 일이 있었는지 기억이 나지 않았다.
2243,그는 그녀를 다시 바라봤다,그녀와의 이별이 있었다.,떠나기,그 전에 그녀를 본 순간이 기억났다.
2244,그는 그녀의 집에서 파티가 있었다,"어떤 일이 벌어지기 전에는 그녀가 그를 집으로 초대했고, 파티를 계획했을 것이다.",파티를 준비,"그녀는 초대장을 보냈고, 그는 기쁘게 수락했다."
2245,그는 그녀의 문을 두드렸다,그녀와 그가 사전에 만나서 약속을 잡았다.,떠나기,그 전에 그녀와의 약속 시간을 확인했다.
2246,그는 밖에서 노는 것을 좋아했다,어린이들이 놀이터에서 노는 것을 보고 있었다.,점심 식사,어린 시절에 항상 친구들과 함께 놀았기 때문에 밖에서 노는 것을 좋아했다.
2247,그는 그의 구두닦이 박스를 받았다,구두닦이는 구두를 닦기 전에 박스를 받았다.,구두를 닦는 것,그 전에 그는 구두를 닦기 위해 빛나는 광택제를 사용했다.
2248,그는 학교를 마치고 집으로 걸어갔다,학교에서 수업을 듣고 나온 후에 집으로 걸어갔다.,학교에 가기,는 친구들과 함께 저녁을 먹었다.
2249,그는 스스로 목숨을 끊었다,그 사람은 극심한 우울증과 절망에 시달렸다.,자살,어떤 이유로 그런 선택을 했는지에 대한 힌트가 있었을 것이다.
2250,그는 정말 멋져 보였다,어떤 사람이 그를 칭찬했다.,사람들과 만나기,어떤 일을 했는지 알 수 없었다.
2251,그는 사탕을 원했다,그는 먼저 동생에게 사탕을 달라고 부탁했다.,먹기,어떤 사탕을 좋아하는지 물었다.
2252,그는 그녀에게 너무 비쌌다,그녀는 그를 떠났다.,결혼,그는 그녀에게 너무 비쌌다. 그 전에 그녀가 예상했던 것보다 더 많은 돈을 쓴 것 같았다.
2253,그는 바느질하는 법을 배우고 싶어했다,바느질을 배우고 싶어한 그가 바느질 수업을 신청했다.,그는 바느질하는 법을 배우고 싶어했다. 이는 일어나기 전에 일어났다.,어떤 종류의 옷을 만들고 싶은지에 대해 고민해 보았다.
2254,그는 할머니에게 물어봤다,어떻게 요리를 해야 하는지에 대한 조언을 구하기 위해 할머니에게 물어봤다.,이는 무엇을 하기 전에 일어났다.,어떻게 하면 더 많은 돈을 벌 수 있을까요?
2255,그는 남자친구와 말다툼을 벌였다,그녀는 남자친구와 말다툼을 벌였다.,이는 저녁 식사를 하기 전에 일어났다.,그 전에는 서로의 감정을 이해하지 못했던 것 같다.
2256,그는 지푸라기라도 잡는 심정였다,어떤 사람이 그의 심정을 도박으로 표현했다.,죽음,어떤 일이 있더라도 결코 포기하지 않았다.
2257,그는 영화 보러 가고 싶어했다,영화 보러 가고 싶어했던 그는 친구와 영화를 볼 시간을 정했다.,그는 영화 보러 가고 싶어했다. 이는 일어나기 전에 일어났다.,영화관에서 먹을 것을 사러 가야 했다.
2258,그는 병원으로 급히 이송해야 했다,그는 심각한 교통사고를 당했다.,사고,그는 심장 마비로 인한 긴급한 수술을 받아야 했다.
2259,그도 자신을 봤다,어떤 일이 벌어졌는지에 대한 정보가 충분하지 않아 정확한 답변을 제공하기 어렵습니다. 더 많은 문맥을 제공해주시면 도와드릴 수 있을 것 같습니다.,결정하기,어떤 일이 있었는지 알 수 없다.
2260,그는 곧 시험이 있었다,그는 공부를 했다.,시험을 보기 전에 일어났다.,공부를 열심히 했다.
2261,그는 결국 그만뒀다,"그는 계속해서 스트레스를 받고 있었고, 이에 대한 해결책을 찾지 못해 결국 그만두게 되었다.",그만두기,"어떤 이유로 그만뒀는지에 대한 이유를 알려주는 정보가 있어야 합니다. 그 전에 어떤 일이 있었는지, 무엇이 변했는지 등을 설명해야 합니다."
2262,그는 새로운 취미를 찾았다,그는 새로운 취미를 찾기 위해 여러 활동을 시도했다.,그는 새로운 취미를 찾았다. 이는 일어나기 전에 일어났다.,어떤 취미도 가지고 있지 않았다.
2263,그는 저녁 식사에 초대했다,어떤 사람이 그를 저녁 식사에 초대했다.,그는 요리하기 전에 일어났다.,식사 준비를 도와주기로 했다.
2264,그는 할아버지와 함께 낚시를 하러 갔다,그는 할아버지와 함께 낚시를 하러 갔다가 대형 상어에게 공격당했다.,출발, 할아버지가 낚시를 좋아한다는 것을 알고 있었다.
2265,그는 친구가 많지 않았다,그는 외로움을 느끼고 있었다.,자신을 단단히 지키는 습관을 가지기,어린 시절에 가족과 함께 다른 도시로 이사를 갔기 때문에 새로운 친구들을 사귀는 데 어려움을 겪었다.
2266,그는 어느 날 일을 그만뒀다,어느 날 일을 그만뒀던 그는 다음날 신체적 노동을 하지 않고 쉬었다.,결정하기,"어느 날 일을 그만뒀다. 그 전에는 오랫동안 회사에서 일했고 성과를 내었지만, 스트레스와 과로로 인해 결국 휴가를 내고 싶다는 생각이 들었다."
2267,그는 방과 후에도 학교에 남아 있었다,그는 방과 후에도 학교에 남아 있었기 때문에 사건이 일어나기 전에는 학교에 머물고 있었던 것으로 추측할 수 있다.,공부하기,어떤 과제를 마무리하거나 도서관에서 공부를 하기 위해 학교에 남아 있었다.
2268,그는 집에 가서 잠자리에 들었다,이전에는 아무런 일도 벌어지지 않았다.,이는 아침에 일어나기 전에 일어났다.,먹고 싶었던 디저트를 먹었다.
2269,그는 새 남자친구가 생겼다,그녀는 이전에 끝난 연애를 마무리하고 새로운 남자친구를 만났다.,이는 이별하기 전에 일어났다.,어떤 사람과도 만나지 않았다.
2270,그는 깊은 심호흡을 했다,어떤 긴장된 상황에 처해 있었을 것이다.,평화를 유지하기 전에 일어났다.,그 전에 긴 시간 동안 긴장하고 있었기 때문에 이제야 마음을 가라앉힐 수 있었다.
2271,그는 새 전자 레인지를 구입했다,그는 이전에 기존의 전자 레인지가 고장났거나 사용할 수 없어져서 새 전자 레인지를 구입했다.,사용하기,잘못 작동하는 전자 레인지를 사용하고 있었기 때문에 새로운 것을 사게 되었다.
2272,그는 더 가까워진 느낌였다,어떤 사람과의 관계가 더 가까워졌다.,그는 더 가까워진 느낌였다. 이는 만나기 전에 일어났다.,그 전에는 서로에 대해 잘 알지 못했던 것 같았다.
2273,그는 전화벨 소리가 들렸다,그는 전화를 받기 위해 전화벨이 울리기 전에 전화를 기다렸다.,그는 전화벨 소리가 들렸다. 이는 일어나기 전에 일어났다.,어디선가 먼저 전화를 받은 사람이 있었던 것 같았다. 그는 빠르게 일어나서 전화를 받으려 했지만 이미 다른 사람이 전화를 받아버렸다.
2274,그는 새 배터리를 구입했다,그는 차량이나 전자기기에 사용하기 위해 새 배터리를 구입했다.,충전하기,기존 배터리가 소모되어 사용이 불가능해졌기 때문에 새로운 배터리를 구입했다.
2275,그는 목소리를 잃었다,그는 고객과의 신경전을 겪었다.,사건,그 전에 너무 많은 스트레스와 압박으로 인해 목소리를 잃었다.
2276,그는 함께 노래했다,그들은 연습을 했다.,연습,그 전에 그는 혼자 연습을 많이 했다.
2277,그는 고양이에게 먹이를 먹였다,고양이에게 먹이를 먹였다.,먹이를 먹이기 전에 일어났다.,고양이에게 물을 주었다.
2278,그는 시간을 확인했다,어떤 약속이나 일정이 있었을 것이다.,일어나기,무슨 일이 있었는지 기억이 나지 않았다.
2279,그는 함께 함정을 건설했다,다른 사람을 유인하기 위해 함정을 건설하고 있었다.,계획을 세우기,그는 함께 함정을 건설했다. 그 전에 함정을 설계하고 필요한 자재를 준비했다.
2280,그는 공격을 시작했다,그 전에 그는 상대방을 도발하거나 먼저 공격할 이유가 있었을 것이다.,그는 공격을 시작했다. 이는 전쟁하기 전에 일어났다.,어떤 전술을 사용할지 심사숙고한 후에.
2281,그는 어디에서나 착용했다,해당 사건이 일어나기 전에 그 사람은 마스크를 어디에서나 착용했다.,그는 어디에서나 착용했다. 이는 일어나기 전에 일어났다.,어디를 가든지 항상 그 옷을 입었다.
2282,그는 자신의 의무를 소홀히 했다,"어떤 일이 벌어지기 전에, 그는 자신의 의무를 소홀히 했다.",중요한 일을 미루기,어떤 일이 벌어질지 예상하지 못했다.
2283,그는 뮤직 비디오를 시청했다,뮤직 비디오를 시청한 후에 그의 친구가 콘서트 티켓을 선물해 주었다.,그는 뮤직 비디오를 시청했다. 이는 잠자기 전에 일어났다.,그 전에 그는 음악을 듣고 있었다.
2284,그는 그녀에게 개요를 소개했다,어떤 일이 벌어졌는지에 대한 정보가 충분하지 않아 정확한 답변을 제공하기 어렵습니다. 더 구체적인 사건이나 상황에 대해 설명해 주시면 도움을 드릴 수 있을 것 같습니다.,소개하는,"그녀의 관심을 끌기 위해 몇 가지 흥미로운 사실을 알아냈고, 그것들을 이야기했다."
2285,그는 읽을 책을 찾았다,서점에 갔다.,읽기,그는 서점을 돌아다니며 여러 책을 살펴보았다.
2286,그는 스스로 그만뒀다,그는 먼저 자신의 일을 그만뒀다.,결정하기,무리한 일을 하다가 몸이 아프기 시작했기 때문에 그만둔 것이었다.
2287,그는 아마존에서 음악을 주문했다,그는 아마존에서 음악을 주문하고 나서 신용카드가 해킹당했다.,배송을 받기 전에 일어났다.,음악을 듣기 위해 스피커를 구입했다.
2288,그는 현장 학습 중였다,어떤 일이 벌어졌는지에 대한 정보가 제공되지 않았기 때문에 그가 현장 학습 중이었다는 것 외에는 추가 정보를 제공할 수 없습니다.,실제 경험을 하기 전에 일어났다.,어학연수를 다녀왔었다.
2289,그는 엉덩이를 흔들었다,그는 춤을 추기 시작했다.,춤을 출,그는 춤을 추었다.
2290,드디어 그의 차례였다,이전에는 다른 사람들이 차례를 가졌을 것이다.,모든 것을 정리,아무도 그를 이긴 적이 없었다.
2291,그는 그녀의 뒤를 흘끗 쳐다봤다,그녀가 그를 뒤에서 지나쳐갔다.,일어나기 전에 일어났다.,그녀가 자신을 주목하지 않았던 것을 알고 있었다.
2292,그는 자신의 자리를 찾았다,그는 이전에 새로운 직장을 찾아서 입사했다.,노력,어지러운 상황에서 헤매고 있었다.
2293,그는 확인하러 갔다,그는 확인하러 갔다가 사건이 일어났다.,그는 확인하러 갔다. 이는 일어나기 전에 일어났다.,어떤 정보를 수집해야 했다.
2294,그는 사실이라고 하기에는 너무 좋은 사람였다,어떤 사람이 그에 대해 부정적인 얘기를 했다.,그는 실망스러운 일이 일어나기 전에 좋은 사람이었다.,어떤 일이 있었던 것 같지 않았다.
2295,그는 제 머리 위로 떨어졌다,그 전에 그의 머리 위에 무언가가 올라갔다.,비가 오기전에 일어났다.,그 전에 나는 그가 오른발로 내 발가락을 차고 있었다.
2296,그는 동물원을 방문했다,그는 동물원을 방문하기 전에 친구와 약속을 잡았다.,그는 동물원을 방문했다. 이는 무엇을 하기 전에 일어났다.,동물원을 방문하기 전에 그는 동물들에 대해 조금 더 알아보기 위해 인터넷에서 정보를 찾아보았다.
2297,그는 그것을 어디에서도 찾을 수 없었다,어떤 물건을 잃어버렸다.,그것을 잃어버리기 전에 일어났다.,그 전에 그것을 어디서도 찾아보지 않았기 때문이다.
2298,그는 함께 플레이했다,어떤 사건이 일어나기 전에는 그와 다른 사람이 함께 플레이했던 것으로 보입니다.,게임을 설치,그 전에 그는 혼자 연습했다.
2299,그는 결혼을 앞두고 있었다,그는 여자친구에게 프러포즈를 했다.,그는 결혼을 앞두고 있었다. 이는 결혼식을 올리기 전에 일어났다.,그는 여러 연인들과 사귀었다.
2300,그는 그의 다리를 뻗었다,그는 그의 다리를 뻗은 후에 넘어졌다.,눕기,그는 천천히 일어섰다.
2301,그는 소년에게 물었다,그 소년은 그에게 물어보기 전에 그와 대화를 나누었다.,일어나기,무슨 일이 있었나?
2302,그는 검을 들었다,그는 싸움을 시작하기로 결심했다.,싸움,그는 적을 향해 공격적으로 다가갔다.
2303,그는 잠을 자려고 했다,그는 침대에 누워서 잠을 자려고 했다.,잠을 자려고 했다. 이는 일어나기 전에 일어났다.,반드시 창문을 닫아야 했다.
2304,그는 집안 곳곳을 살펴봤다,누군가 침입자가 집에 들어올 것을 의심하고 집안 곳곳을 살펴보았다.,청소(clean),어떤 것이 없는지 확인하기 위해서였다.
2305,그는 공원에서 공을 찾았다,그 전에 그는 공을 놓고 왔다.,놀랍게도,"그 전에 그는 친구들과 함께 즐거운 시간을 보냈고, 나무 아래서 휴식을 취했다."
2306,그는 농구 덩크슛을 했다,그는 바구니에 올라가서 공을 잡았다.,농구 덩크슛을 했다. 이는 공중에 뜨기 전에 일어났다.,그는 공을 손에 든 채로 농구코트를 횡단하며 상대편 선수들을 피해 달려갔다.
2307,그는 캐나다를 방문했다,그는 캐나다를 방문하기 전에 비행기 표를 예약했다.,그는 캐나다를 방문하기 전에 일어났다.,그 전에 유럽 여행을 다녀왔다.
2308,그는 또한 지켜봤다,어떤 사람이나 물건을.,결정을 만들기 전에 일어났다.,무엇이 일어나는지를 정확히 예측하고 있었다.
2309,그는 그의 이름이 찍혔다,그는 범죄 혐의로 체포되었다.,사고,어떤 사건으로 유명해졌던 것이다.
2310,그는 새 오토바이를 구입했다,그는 새 오토바이를 구입하기 위해 돈을 모았다.,구매,기존의 오토바이를 팔아서 돈을 모았다.
2311,그는 피를 흘리기 시작했다,그 전에 그는 칼을 휘두르기 시작했다.,그는 피를 흘리기 시작했다. 이는 사건이 일어나기 전에 일어났다.,그 전에 그는 자신의 목표를 이루기 위해 모든 것을 다해야 했다.
2312,그는 새 헤드폰을 구입했다,그는 이전 헤드폰이 고장나서 새로운 헤드폰을 구입했다.,구매,사용하던 헤드폰이 고장나서 교체하게 되었다.
2313,그는 가능성을 높였다,어떤 일이 벌어지기 전에 그는 가능성을 높였다.,노력,어떤 방법을 사용하여 자신의 기술과 지식을 향상시켰다.
2314,그는 룸메이트에게 물어봤다,"""그는 룸메이트에게 물어봐서 키를 빌려달라고 했다.""",일어나기 전에 일어났다.,어디서 오셨는지 알고 싶었어요.
2315,그는 그녀에게 혀를 내밀었다,그들은 서로에게로 다가갔다.,뽑기,그 전에 그녀의 눈을 바라보며 손을 잡았다.
2316,그는 그녀를 노려봤다,"어떤 일이 벌어지기 전에, 그는 그녀를 노려보았다.",살인,그 전에 그녀가 자신을 바라보는 것을 몰래 지켜보았다.
2317,그는 음식을 주문했다,음식을 주문하기 전에는 음식을 선택하고 메뉴를 살펴보았을 것이다.,먹기,그는 메뉴를 살펴보고 고민한 후에 음식을 주문했다.
2318,그는 그녀를 태워버렸다,그녀와 그는 데이트를 하던 중에 그녀를 태워버렸다.,사고,그녀는 그를 기다리고 있었다.
2319,그는 클라리넷을 연주했다,그는 클라리넷을 연습했다.,연주하기,그 전에 피아노를 연주했다.
2320,그는 온라인 데이트를 시도했다,그는 온라인 데이트를 위해 프로필을 만들고 상대방과 연락을 주고받았다.,코로나19 대유행으로 인해,"그 전에 여러 사람들과의 만남을 통해 새로운 인연을 찾아보았지만, 성공적인 결과를 얻지 못했다."
2321,그는 신용 카드를 받았다,그는 은행에서 신용 카드 신청을 했다.,사전 승인,신용 카드를 받기 전에는 은행에서 신용 평가를 받아야 했다.
2322,그는 파티에 가려고 했다,그는 옷을 고르고 준비를 했다.,파티에 가려고 했다. 이는 일어나기 전에 일어났다.,친구들과 만나기로 했다.
2323,그는 휴대폰을 두고 갔다,그는 휴대폰을 두고 갔다.,잊어버리다,휴대폰을 충전하기 위해 콘센트에 꽂아 놓았다.
2324,그는 새 책을 구입했다,그는 독서를 즐기기 위해 새 책을 구입했다.,구매,"읽은 책을 기억하며, 그 책의 내용에 대해 생각했다."
2325,그는 벌에 쏘였다,그는 벌에 쏘이기 전에 꽃을 가까이에서 살펴보고 있었다.,죽음,그 전에 그는 꽃밭에서 꿀을 따고 있었다.
2326,그는 시끄러운 소리가 들었다,이전에 그는 조용한 곳에서 일하고 있었다.,무언가를 부수는,조용한 곳에서 쉬고 있었기 때문에 더욱 놀라웠다.
2327,그는 주차 공간을 찾았다,주차 공간을 찾기 위해 도로를 오가며 차를 주차할 수 있는 곳을 찾았다.,주차하기 전에 일어난 일이다.,차를 몇 차례 돌아다니며 주차 공간을 찾으려고 했지만 실패했다.
2328,그는 배달 음식을 주문했다,음식을 주문하기 전에 그는 배고프거나 음식을 원하는 상황이었을 것입니다.,주문하기,"

그 전에 메뉴를 고르느라 시간을 보냈다."
2329,그는 시끄러운 소리를 내었다,그는 화를 내고 있었다.,일어나다,그 전에 조용한 곳에서 평화로운 시간을 보내고 있었다.
2330,그는 정말 목이 말랐다,그는 긴 시간 동안 물을 마시지 않았다.,아침식사,물을 한 방울도 마시지 않았기 때문이다.
2331,그는 새 타이어를 구입했다,그는 이전에 자동차 타이어가 펑크났거나 마모되어 새 타이어를 구입했다.,타이어를 교체,타이어가 마모되어 있었기 때문에 교체해야 했다.
2332,그는 책의 결말을 들었다,어떤 사람에게 책의 결말을 들었다.,읽기,그 전에 그는 책의 모든 페이지를 열정적으로 읽었다.
2333,그는 항상 배고팠다,그는 식사를 하지 않았다.,식사,식사를 한 지 오랜 시간이 지났기 때문에 그는 항상 배고팠다. 그 전에 점심을 먹은 것이 언제였는지 기억조차 나지 않았다.
2334,그는 깃발을 보여줬다,그는 국기를 들고 있었다.,식사,깃발을 달고 있던 것이었다.
2335,그는 서핑을 배웠다,그는 해변으로 여행을 가서 서핑을 배웠다.,그는 서핑을 배웠다. 이는 해변으로 가기 전에 일어났다.,어린 시절에 수영을 잘하고 있었다.
2336,그는 할인을 받았다,그는 상품을 구매하고 나서 할인을 받았다.,구매,물건을 구매하고 있었다.
2337,그는 내 발목을 다치게 했다,그 사람이 내 발목을 다치게 한 일이 있었다.,놀랍도록 강한 힘을 가진 것으로 보인다.,내가 그의 잘못된 조언을 들었기 때문에 발목을 다쳤다.
2338,그는 윙크했다,누군가 그에게 윙크를 보냈다.,웃음을 참기,어떤 재치있는 이야기를 했다.
2339,그는 데이트를 주선했다,그는 여자친구와 데이트를 주선했다.,그는 데이트를 주선했다. 이는 만나기 전에 일어났다.,그 전에 그녀와 함께 식사를 하고 영화를 보러 갔다.
2340,그는 의사와 약속을 잡았다,"한 문장으로 답하면, ""의사와 약속을 잡기 전에 그는 증상을 겪었다.""",그는 의사와 약속을 잡았다. 이는 일어나기 전에 일어났다.,그 전에 그는 건강 상태를 확인하기 위해 몇 가지 의료 검사를 받았다.
2341,그는 천둥소리를 들었다,비가 내리기 전에 천둥소리를 들었다.,비바람,비가 쏟아지기 시작했다.
2342,그는 물을 충분히 마셨다,그는 목이 말라서 물을 충분히 마셨다.,식사,물을 마시지 않았기 때문에 건조함을 느꼈다.
2343,그는 토할 것 같았다,그는 식사 후에 너무 많은 음식을 먹었다.,구토,어떤 음식을 너무 많이 먹었기 때문에 그랬다.
2344,그는 그럴지도 모른다고 생각했다,어떤 일이 벌어졌는지에 대한 정보가 없기 때문에 정확한 답변을 제공할 수 없습니다.,결정을,무슨 일이 있었는지 알아야겠다고 결심했다.
2345,그는 사탕을 먹었다,그는 사탕을 샀다.,먹기,어떤 음식을 먹었던지 기억하지 못한다.
2346,그는 심하게 아팠다,그는 심하게 아팠기 때문에 병원에 입원했다.,의사를 찾아서 처치하기 전에 일어났다.,어떤 음식을 먹은 것 같았다.
2347,그는 메인 브레이스를 연결했다,그는 자전거를 타기 전에 메인 브레이스를 연결했다.,작업을 완료하기 전에 일어났다.,메인 브레이스를 조립하고 피팅을 완료했다.
2348,그는 엉덩방아를 찧었다,그는 의자에서 떨어졌다.,화장실,변기에 앉아 있던 채로 스마트폰을 들여다보고 있었다.
2349,그는 가족을 찾았다,그는 오랫동안 가족을 찾아다녔다.,사고,그는 오랫동안 방황하고 헤매었다.
2350,그는 매니저에게 말했다,아마도 그는 매니저와 논의하거나 조언을 구했을 것이다.,결정,무슨 일이 있었는지 알려줄래?
2351,그는 공을 떨어뜨렸다,그는 공을 잡으려다가 실수로 공을 떨어뜨렸다.,넘어지는,그 전에 그는 공을 높이 들었다.
2352,그는 지능이 증가했다,그는 뇌를 개조하여 지능이 증가했다.,노력,그 전에 그는 학습과 경험을 통해 많은 지식을 쌓았다.
2353,그는 수업에 제출할 에세이를 작성했다,그는 주어진 과제에 대해 연구하고 에세이를 작성했다.,쓰기,자료를 조사하고 아이디어를 정리했다.
2354,그는 꼬리를 흔들었다,어떤 개가 그를 공격했다.,놀람,그는 주인을 보고 살며시 웃었다.
2355,그는 리본을 획득했다,그는 경주에서 1등을 차지했다.,경쟁을 완료하기 전에 일어났다.,어떤 대회에서 우승했다.
2356,그는 직장을 그만뒀다,그는 직장을 그만두기로 결정했다.,그는 직장을 그만뒀다. 이는 퇴사하기 전에 일어났다.,어떤 이유로 그 직장을 그만뒀는지 알려주시겠어요?
2357,그는 그녀가 엄청나게 귀엽다고 생각했다,"어떤 일이 벌어지기 전에, 그는 그녀가 엄청나게 귀엽다고 생각했다.",그녀가 그에게 웃음을 지었다.,그 전에 그녀를 본 적이 없었다.
2358,그는 차에 치였다,그는 길을 건너다가 차에 치였다.,사고,그 전에는 길을 건널 때 신호를 확인하지 않았다.
2359,그는 어젯밤에 TV를 시청했다,어젯밤에 TV를 시청한 후에 그는 다음날 일어난 사건을 경험했다.,자기 전에 일어났다.,밥을 먹었다.
2360,그도 그녀를 봤다,어떤 사람이 그녀를 만나고 놀라워했다.,그도 그녀를 봤다. 이는 결별하기 전에 일어났다.,그 전에 그녀를 본 적이 없었다.
2361,그는 아내에게 물었다,결혼식에 참석하기로 했다.,이야기,무슨 생각을 했니?
2362,그는 곧 등장할 예정였다,어떤 사람이 그의 등장을 예고했다.,그는 곧 등장할 예정였다. 이는 발생하기 전에 일어났다.,어떤 일이 벌어지고 있었다.
2363,그는 함께 영화를 감상했다,어떤 사람이 그에게 영화를 보러 가자고 제안했다.,그는 함께 영화를 감상했다. 이는 그들이 어울리기 전에 일어났다.,그 전에 저녁을 먹었다.
2364,그는 에세이를 작성했다,.,그는 에세이를 작성했다. 이는 연구하기 전에 일어났다.,연구를 수행하고 자료를 수집했다.
