,input,A,B,B2,B3
2222,그는 목적지에 도착했다,그는 안도감과 만족감을 느꼈다.,성취감,"성취감과 안도감이었다. 그가 오랜 시간을 투자하여 노력한 결과가 이루어져서, 그에게는 큰 보람을 느끼게 되었다.","그는 만족한 것을 느꼈는데, 왜냐하면 그는 목적지에 도착했기 때문이다."
2223,그는 달에 깃발을 세웠다,그는 자랑스러웠다.,고독함,"자부심과 성취감이었다. 그의 업적은 역사에 길이 남을 것이며, 그는 자신의 꿈을 이룬 것으로 자랑스러워 했다.",자랑스러운
2224,그의 집에서 파티가 열렸다,그는 기쁘고 행복했다.,즐거운,"즐거움과 행복이었다. 친구들과 함께 시간을 보내고, 음악을 듣고, 맛있는 음식을 먹으며 즐거운 대화를 나누는 것이 그에게 큰 기쁨이었다.","그는 부러움을 느꼈는데, 왜냐하면 그의 집에서 파티가 열렸기 때문이다."
2225,그는 새 안경을 구입했다,그는 기쁘고 만족했다.,더 분명하게 보이는,안경을 써야 하는 필요성이었다. 그는 안경을 쓰면서 세상이 더 선명하게 보인다는 것을 깨달았다.,눈에 피로를 느겼다.
2226,그는 아기를 입양했다,그는 큰 기쁨을 느꼈다.,부모가 된 것을 느꼈다.,아버지가 되는 책임감과 사랑이었다.,행복한
2227,그는 어느 날 집으로 걸어갔다,그는 평온함을 느꼈다.,"자유롭게, 평화로움을"," 무거운 발걸음과 지친 몸이었다. 그의 어깨는 힘겨운 짐을 짊어지고 있었고, 마음은 무거웠다. 하지만 그는 계속해서 걸어갔다.","그는 뭔가 이상한 것을 느꼈는데, 왜냐하면 그는 어느 날 집으로 걸어갔기 때문이다."
2228,그는 잠시 휴식을 취했다,그는 안도감과 안정감을 느꼈다.,피로를 느꼈다.,몸과 마음이 편안해지고 에너지가 되찾아진 것이었다.,"그는 피로를 느꼈는데, 왜냐하면 그는 잠시 휴식을 취했기 때문이다."
2229,그는 그만두고 싶다고 했다,그는 좌절하고 싶다고 느꼈다.,그는 지친 것을 느꼈다.,피로와 지침이었다.,"그는 지친 것을 느꼈는데, 왜냐하면 그는 그만두고 싶다고 했기 때문이다."
2230,그는 문신을 새겼다,그는 자신의 새로운 문신으로 자랑스러웠다.,아픈,자신의 개성과 독특함을 표현할 수 있는 자유로움이었다.,아픈
2231,그는 제 머리를 잘랐다,그는 충격을 받았다.,가볍다, 자신감과 경쾌함이었다. 새로운 머리스타일이 그에게 새로운 변화와 자신감을 주었다.,아픈
2232,그는 약속을 놓쳤다,그는 실망했다.,시간을 낭비한 것을 느꼈다.,"실망과 후회였다. 그는 자신의 부주의로 인해 누군가를 실망시켰고, 그 약속을 지키지 못한 것에 대해 후회하고 있었다.",아쉬움을
2233,그는 깜짝 선물을 받았다,그는 감동해서 기쁨을 느꼈다.,감격된,감사함과 놀라움이었다. 그는 이렇게 예상치 못한 선물을 받아서 정말 감동을 받았다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 깜짝 선물을 받았기 때문이다."
2234,그는 정말 재미있었다,그는 정말 즐거웠다.,즐거운,놀라움과 행복이었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 정말 재미있었기 때문이다."
2235,그는 초등학교 교사였다,그는 보람차고 행복했다.,어린이들과 함께 시간을 보내는 것의 중요성을 느꼈다., 어린 아이들에게 지식을 가르치는 책임감과 더불어 그들의 성장과 발전에 대한 책임감이었다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 초등학교 교사였기 때문이다."
2236,그는 그녀에게 정말 상처를 줬다,그는 자신이 그녀에게 상처를 줬다는 것을 깨닫고 뉘우쳤다.,죄책감을 느꼈다.,자책과 후회였다.,"그는 참회하는 것을 느꼈는데, 왜냐하면 그는 그녀에게 정말 상처를 줬기 때문이다."
2237,그는 고양이를 구조했다,그는 자부심과 보람을 느꼈다.,애완동물을 구조했다. 따라서 그는 보람을 느꼈다.,애완동물을 구조하고 돌보는 책임감과 보람이었다.,애정을
2238,그는 학교를 위해 식료품을 사러 갔다,그는 불안했다.,배고픔,급한 식사를 해야한다는 강한 욕구였다.,"그는 배고픈 것을 느꼈는데, 왜냐하면 그는 학교를 위해 식료품을 사러 갔기 때문이다."
2239,그는 욕실을 리모델링했다,그는 만족했다.,새로운 욕실을 느꼈다.,"자부심과 만족감이었다. 새롭게 리모델링된 욕실은 그에게 새로운 에너지를 주었고, 자신의 집을 더욱 가치 있게 만들어준 것 같았다.","그는 자랑스러운 것을 느꼈는데, 왜냐하면 그는 욕실을 리모델링했기 때문이다."
2240,그는 새 애완동물을 구입했다,그는 행복했다.,책임감을 느꼈다.,새로운 책임감과 행복함이었다.,기쁨을
2241,그가 그녀를 데리러 갔다,그는 기쁘고 설렌다.,그녀를 보호하고 싶은 것을 느꼈다.,"불안함과 기대감이었다. 그녀와의 만남이 어떻게 될지 모르는 불안함과 동시에, 그녀를 다시 만나게 되어 기쁨을 느꼈다.","그는 설렘을 느꼈는데, 왜냐하면 그가 그녀를 데리러 갔기 때문이다."
2242,그는 잠을 좀 잤다,그는 상쾌하고 기분 좋았다.,피곤한,피곤함과 상쾌함이었다. 그는 잠을 좀 자서 몸이 좀 편안해진 느낌이었다.,"아무런 변화도 없는 것을 느꼈는데, 왜냐하면 그는 잠을 좀 잤기 때문이다."
2243,그는 그녀를 다시 바라봤다,놀라웠다.,사랑하는,그녀에 대한 애정과 그리움이었다.,"그는 뭔가 특별한 것을 느꼈는데, 왜냐하면 그는 그녀를 다시 바라봤기 때문이다."
2244,그는 그녀의 집에서 파티가 있었다,그는 기쁘고 즐거웠다.,즐거움을 느꼈다.,그가 그녀를 위한 특별한 준비를 해야 한다는 압박감이었다.,"그는 부러움을 느꼈는데, 왜냐하면 그는 그녀의 집에서 파티가 있었기 때문이다."
2245,그는 그녀의 문을 두드렸다,그는 불안했다.,거부감,그녀가 열어주지 않을까 하는 불안과 기대였다.,"그는 실망된 것을 느꼈는데, 왜냐하면 그는 그녀의 문을 두드렸기 때문이다."
2246,그는 밖에서 노는 것을 좋아했다,그는 밖에서 노는 것을 즐거워했다.,자유를,자유와 즐거움이었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 밖에서 노는 것을 좋아했기 때문이다."
2247,그는 그의 구두닦이 박스를 받았다,그는 기쁘고 감사했다.,감사함을 느꼈다., 안도와 만족감이었다. 구두닦이 박스를 받아서 신발을 깔끔하게 유지할 수 있게 되어 그는 안도하면서 만족했다.,"그는 안도된 것을 느꼈는데, 왜냐하면 그는 그의 구두닦이 박스를 받았기 때문이다."
2248,그는 학교를 마치고 집으로 걸어갔다,그는 피곤하고 기분이 좋았다.,자유를느꼈다.,"피곤함과 안도였다. 학교에서의 바쁜 하루를 마무리하고 집으로 돌아가는 것에 안도감을 느꼈으며, 그로 인해 피로함을 느꼈다.","그는 피곤한 것을 느꼈는데, 왜냐하면 그는 학교를 마치고 집으로 걸어갔기 때문이다."
2249,그는 스스로 목숨을 끊었다,그는 절망적이고 고통스러웠을 것이다.,자신의 선택에 대한 책임을 느꼈다.,죽음의 고통과 외로움이었을 것이다.,절망적인
2250,그는 정말 멋져 보였다,그는 자부심을 느꼈다.,자신의 자신감을 느꼈다.,자신감과 자부심이었을 것이다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 정말 멋져 보였기 때문이다."
2251,그는 사탕을 원했다,그는 기쁨을 느꼈다.,달콤한 것을 느꼈다.,달콤함과 만족감이었다.,"그는 실망한 것을 느꼈는데, 왜냐하면 그는 사탕을 원했기 때문이다."
2252,그는 그녀에게 너무 비쌌다,그는 자신을 불편하게 느꼈다.,속상한 것을 느꼈다.,부담스러움이었다.,"그는 어이없는 것을 느꼈는데, 왜냐하면 그녀에게 너무 비쌌기 때문이다."
2253,그는 바느질하는 법을 배우고 싶어했다,그는 호기심과 흥미로움을 느꼈다.,바느질,바느질을 배우고 싶어했던 그는 새로운 기술을 습득하고 싶었다.,"그는 호기심을 느꼈는데, 왜냐하면 그는 바느질하는 법을 배우고 싶어했기 때문이다."
2254,그는 할머니에게 물어봤다,할머니에게 물어본 것으로 인해 안도감을 느꼈다.,알맞은 것을 알아냈다.,할머니가 그에게 주는 조언이 얼마나 소중하고 귀중한지였다.,"그는 이상한 것을 느꼈는데, 왜냐하면 그는 할머니에게 물어봤기 때문이다."
2255,그는 남자친구와 말다툼을 벌였다,그는 화가 났다.,이별의 그리움을 느꼈다.,"실망과 분노였다. 상대방의 말에 화가 나고, 상처를 받았기 때문에 그는 더 이상 그와 함께 있고 싶지 않았다.",미안함을
2256,그는 지푸라기라도 잡는 심정였다,그는 자신이 어떤 작은 것이라도 잡고자 했다.,소중한,자신의 끈질긴 의지와 끊임없는 노력이 어떤 상황에서도 이겨낼 수 있다는 확신이었다.,아무런 것을
2257,그는 영화 보러 가고 싶어했다,그는 기쁘고 설레었다.,즐거움,휴일이 끝나기 전에 시간을 보내는 것이 중요하다는 생각이었다.,"그는 심심한 것을 느꼈는데, 왜냐하면 그는 영화 보러 가고 싶어했기 때문이다."
2258,그는 병원으로 급히 이송해야 했다,그는 불안과 걱정으로 가득 찼다.,죽음의 위기를 느꼈다.,"두려움과 불안이었다. 어떤 심각한 일이 일어날 것 같은 예감이 들었고, 그의 건강 상태가 얼마나 심각한지 알 수 없는 불안함이 가득했다.",아무런 것도
2259,그도 자신을 봤다,당황스러웠다.,외로움, 자신에 대한 자부심과 자신감이었다.,"그는 두려움을 느꼈는데, 왜냐하면 그도 자신을 봤기 때문이다."
2260,그는 곧 시험이 있었다,그는 긴장하고 불안했다.,긴장된 것을 느꼈다.,시험에 대한 긴장과 불안이었다.,"그는 긴장된 것을 느꼈는데, 왜냐하면 그는 곧 시험이 있었기 때문이다."
2261,그는 결국 그만뒀다,그는 실망했다.,실패한," 더 이상 진로에 대한 열정이 없었고, 새로운 길을 찾아야 했다.","그는 실망한 것을 느꼈는데, 왜냐하면 그는 결국 그만뒀기 때문이다."
2262,그는 새로운 취미를 찾았다,그는 즐거움과 흥분을 느꼈다.,만족함, 새로운 도전과 흥분이었다.,기쁨을
2263,그는 저녁 식사에 초대했다,그는 기쁘고 감사했다.,기쁨과 감사함을 느꼈다.,기쁨과 감사함이었다. 함께 식사를 하며 좋은 대화를 나누고 싶었던 그의 마음이 느껴졌다.,"그는 기쁨을 느꼈는데, 왜냐하면 그는 저녁 식사에 초대했기 때문이다."
2264,그는 할아버지와 함께 낚시를 하러 갔다,그는 행복했다.,평화로움과 안정감을느꼈다., 편안함과 안정감이었다. 함께 시간을 보내며 자연 속에서 즐거운 경험을 나누는 것이 그에게 큰 기쁨이었다.,"그는 평온함을 느꼈는데, 왜냐하면 그는 할아버지와 함께 낚시를 하러 갔기 때문이다."
2265,그는 친구가 많지 않았다,그는 외로웠다.,외로움,외로움과 고독감이었다.,외로움
2266,그는 어느 날 일을 그만뒀다,그는 안도감을 느꼈다.,자유를 느꼈다.,"불안함과 자유로움이었다. 그는 새로운 시작을 하고 싶었고, 이전의 일에 묶여있는 것이 더 이상 그를 행복하게 하지 않았다.","그는 불안한 것을 느꼈는데, 왜냐하면 그는 어느 날 일을 그만뒀기 때문이다."
2267,그는 방과 후에도 학교에 남아 있었다,그는 고독하고 지친 기분이었다.,외로움,완전한 고독과 지침이었다.,"그는 완전히 혼란스러운 것을 느꼈는데, 왜냐하면 그는 방과 후에도 학교에 남아 있었기 때문이다."
2268,그는 집에 가서 잠자리에 들었다,그는 피곤해서 안도감을 느꼈다.,평화로움을 느꼈다.," 안정감과 편안함이었다. 그의 마음은 평화롭고 안정되어 있었고, 그는 자신이 오늘 하루를 잘 마무리했다는 느낌을 받았다.","그는 피곤한 것을 느꼈는데, 왜냐하면 그는 집에 가서 잠자리에 들었기 때문이다."
2269,그는 새 남자친구가 생겼다,그는 기쁨과 설렘을 느꼈다.,기쁨과 새로운 기대를 느꼈다.,새로운 시작과 함께 오는 설렘이었다.,부러움을
2270,그는 깊은 심호흡을 했다,그는 안도와 안정감을 느꼈다.,차분함과 안정감,불안과 긴장이었다. 그는 마음을 진정시키기 위해 몇 번 더 깊은 숨을 들이마셨다.,안도된
2271,그는 새 전자 레인지를 구입했다,그는 새 전자 레인지를 구입해서 기쁘게 느꼈다.,편의를 느꼈다.,"편리함과 기쁨이었다. 새 전자 레인지를 사용하면서 음식을 간편하게 요리할 수 있고, 시간을 절약할 수 있어서 만족스러웠다.","그는 만족한 것을 느꼈는데, 왜냐하면 그는 새 전자 레인지를 구입했기 때문이다."
2272,그는 더 가까워진 느낌였다,.,사랑하는,그가 더 많은 관심을 받고 있다는 것이었다.,"그는 안정된 것을 느꼈는데, 왜냐하면 그는 더 가까워진 느낌였기 때문이다."
2273,그는 전화벨 소리가 들렸다,그는 놀랐다.,전화가 왔을 것을 느꼈다.,"불안과 기대였다. 누군가 중요한 소식을 전해주거나, 긴장되는 상황에 처해있을지도 모르는 예감이 들었다.","그는 불안한 것을 느꼈는데, 왜냐하면 그는 전화벨 소리가 들렸기 때문이다."
2274,그는 새 배터리를 구입했다,그는 새 배터리를 구입해서 안심했다.,에너지를 느꼈다.,"전원이 갑자기 차오르는 것을 느꼈고, 기분이 좋았다.","그는 힘이 솟았던 것을 느꼈는데, 왜냐하면 그는 새 배터리를 구입했기 때문이다."
2275,그는 목소리를 잃었다,그는 당황스러웠다.,그는 더 많은 것을 느꼈다.,고립감과 무력감이었다.,"그는 무력감을 느꼈는데, 왜냐하면 그는 목소리를 잃었기 때문이다."
2276,그는 함께 노래했다,그는 행복했다.,즐거움,행복과 안정감이었다. 함께 노래하며 어울리는 사람들과 함께하는 시간은 그에게 큰 기쁨을 주었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 함께 노래했기 때문이다."
2277,그는 고양이에게 먹이를 먹였다,그는 행복했다.,사랑과 만족감을 느꼈다.,애완동물을 돌보는 책임감과 만족감이었다.,애정을
2278,그는 시간을 확인했다,그는 조급함을 느꼈다.,지각한 것을 느꼈다.,시간이 너무 빨리 가고 있다는 것이었다.,"그는 긴장된 것을 느꼈는데, 왜냐하면 그는 시간을 확인했기 때문이다."
2279,그는 함께 함정을 건설했다,그는 승리감과 자신감을 느꼈다.,자신이 함정을 건설한 것을 후회했다.,성취감이었다. 함정을 건설하여 자신의 목표를 이루고 성공적으로 임무를 완수한 것에 대해 만족스러움을 느꼈을 것이다.,"그는 후회하는 것을 느꼈는데, 왜냐하면 그는 함께 함정을 건설했기 때문이다."
2280,그는 공격을 시작했다,그는 흥분했다.,위협을,승리에 대한 강한 열망과 적들에 대한 냉소적인 태도였다.,"그는 분노를 느꼈는데, 왜냐하면 그는 공격을 시작했기 때문이다."
2281,그는 어디에서나 착용했다,편안하고 안전한 느낌이 들었다.,편안함을 느꼈다., 모든 사람들이 그의 스타일을 알 수 있다는 것이었다.,"그는 편안함을 느꼈는데, 왜냐하면 그는 어디에서나 착용했기 때문이다."
2282,그는 자신의 의무를 소홀히 했다,그는 자신의 의무를 소홀히 해서 자책감을 느꼈다.,자신의 부주의한 행동으로 인해 책임감을 느꼈다.,자신에 대한 책임감과 후회였다.,창피함을
2283,그는 뮤직 비디오를 시청했다,뮤직 비디오를 시청하며 흥분했다.,즐거움과 감탄을 느꼈다.,"음악에 대한 열정과 즐거움이었다. 그는 리듬에 맞춰 몸을 흔들며 음악을 즐기고, 가수의 표정과 춤으로 더욱 노래에 몰입했다.","그는 감동을 느꼈는데, 왜냐하면 그는 뮤직 비디오를 시청했기 때문이다."
2284,그는 그녀에게 개요를 소개했다,그는 자신이 도움이 될 수 있어서 기쁘게 느꼈다.,그는 안도감을 느꼈다.,그녀가 그 개요에 대해 흥미를 느끼고 이해하고 있는지에 대한 불안감이었다.,"그는 긴장된 것을 느꼈는데, 왜냐하면 그는 그녀에게 개요를 소개했기 때문이다."
2285,그는 읽을 책을 찾았다,그는 기쁘고 만족했다.,만족감," 만족감이었다. 책을 통해 새로운 지식과 경험을 얻을 수 있을 것이라는 기대와 함께, 그는 마음속으로 책을 펼치고 읽는 모습을 상상했다.","그는 만족한 것을 느꼈는데, 왜냐하면 그는 읽을 책을 찾았기 때문이다."
2286,그는 스스로 그만뒀다,그는 안도감과 해방감을 느꼈다.,자유를 느꼈다.,"놀람과 안도였다. 그는 마침내 자신의 한계를 깨달았고, 그것이 자신에게 더 큰 안정감을 주었다.","그는 자부심을 느꼈는데, 왜냐하면 그는 스스로 그만뒀기 때문이다."
2287,그는 아마존에서 음악을 주문했다,그는 흥분했다.,음악을 듣는 즐거움을 느꼈다., 무한한 음악의 가능성과 흥분이었다. 그가 기다리던 것은 새로운 음악을 발견하고 듣는 쾌락이었다.,"그는 설렘을 느꼈는데, 왜냐하면 그는 아마존에서 음악을 주문했기 때문이다."
2288,그는 현장 학습 중였다,그는 흥분했다.,실제로 경험하는,실제로 일어나는 상황에 직접 참여하면서 배우는 것의 가치였다.,"그는 직접적인 경험을 느꼈는데, 왜냐하면 그는 현장 학습 중였기 때문이다."
2289,그는 엉덩이를 흔들었다,그는 쾌활하고 즐거웠다.,부끄러운,그의 몸이 리듬에 맞춰 움직이는 쾌감이었다.,"그는 쾌활함을 느꼈는데, 왜냐하면 그는 엉덩이를 흔들었기 때문이다."
2290,드디어 그의 차례였다,그는 기쁨과 설렘으로 가득했다.,긴장된,"전율이었다. 그는 긴장된 마음으로 자리에 앉았고, 모든 눈이 그를 향해 쏟아졌다. 이제 시작할 시간이 왔다.","그는 설렘을 느꼈는데, 왜냐하면 드디어 그의 차례였기 때문이다."
2291,그는 그녀의 뒤를 흘끗 쳐다봤다,그는 호기심과 관심을 느꼈다.,그녀가 뭔가를 숨기고 있다는 것을 느꼈다.,그녀가 자신을 지켜보고 있다는 느낌이었다.,"그는 뭔가 의심스러운 것을 느꼈는데, 왜냐하면 그는 그녀의 뒤를 흘끗 쳐다봤기 때문이다."
2292,그는 자신의 자리를 찾았다,그는 안정감과 만족감을 느꼈다.,안정된," 안정감과 만족감이었다. 그는 이제 자신의 역할을 수행하고, 주변 사람들과 조화롭게 지내며 자신의 일에 전념할 수 있었다.",안정된
2293,그는 확인하러 갔다,그는 안심되었다.,확인한 것을 느꼈다.,확인이 중요하다는 강한 감정이었다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 확인하러 갔기 때문이다."
2294,그는 사실이라고 하기에는 너무 좋은 사람였다,"

그는 실망했다.",그는 자신이 사실이라고 하기에는 너무 좋은 사람이었다. 따라서 그는 자만심을 느꼈다.,그가 자신의 좋은 모습을 유지하기 위해 노력해야 했던 압박이었다.,"그는 불편한 것을 느꼈는데, 왜냐하면 그는 사실이라고 하기에는 너무 좋은 사람였기 때문이다."
2295,그는 제 머리 위로 떨어졌다,그는 놀랐다.,쓰러진 것을 느꼈다.,"무거운 무언가가 자신의 머리를 강하게 친 듯한 충격이었다. 그는 주변을 헤매며 무엇이 일어났는지를 알아보려 했지만, 모든 것이 어지러웠다.","그는 두려움을 느꼈는데, 왜냐하면 그는 제 머리 위로 떨어졌기 때문이다."
2296,그는 동물원을 방문했다,그는 흥분했다.,동물들과의 교감을 느꼈다.,동물들의 아름다움과 다양성에 대한 놀라움이었다. 그는 각 동물들의 특징과 행동을 관찰하며 자연의 신비로움을 느꼈다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 동물원을 방문했기 때문이다."
2297,그는 그것을 어디에서도 찾을 수 없었다,그는 실망했다.,실존하지 않는/nonexistent,그리움과 외로움이었다.,"그는 공허함을 느꼈는데, 왜냐하면 그는 그것을 어디에서도 찾을 수 없었기 때문이다."
2298,그는 함께 플레이했다,그는 행복했다.,즐거움을,팀워크와 협동의 가치였다.,"그는 연결된 것을 느꼈는데, 왜냐하면 그는 함께 플레이했기 때문이다."
2299,그는 결혼을 앞두고 있었다,그는 흥분과 기쁨으로 가득했다.,떠나는 것을 느꼈다.,사랑과 기쁨이었다. 그는 앞으로의 삶을 함께할 파트너와의 행복한 시간을 기대하며 설레임과 감사함을 느꼈다.,"그는 떨림을 느꼈는데, 왜냐하면 그는 결혼을 앞두고 있었기 때문이다."
2300,그는 그의 다리를 뻗었다,그는 편안하고 안도한 느낌이었다.,그는 그의 다리를 뻗었다. 따라서 그는 피로를 느꼈다.,다리 근육의 긴장과 피로였다.,따뜻한 바람을
2301,그는 소년에게 물었다,"""그는 궁금하고 기대감이 느껴졌다.""",그는 소년에게 물었다. 따라서 그는 호기심을 느꼈다.,불안함과 궁금함이었다. 왜냐하면 소년의 대답이 그에게 중요한 결정을 내리게 될 것이기 때문이었다.,"그는 불편한 것을 느꼈는데, 왜냐하면 그는 소년에게 물었기 때문이다."
2302,그는 검을 들었다,그는 자신의 안전을 위해 불안했다.,위험한,전투의 긴장감과 두려움이었다.,공포를
2303,그는 잠을 자려고 했다,피곤해서 기뻤다.,졸음,피로와 졸음이었다. 그는 눈을 감고 잠에 들기를 기다렸다.,졸음을
2304,그는 집안 곳곳을 살펴봤다,그는 불안했다.,비밀스러운,집안 곳곳에 먼지와 이물질이 많이 쌓여 있었다.,아무런
2305,그는 공원에서 공을 찾았다,그는 기쁨을 느꼈다.,즐거움을 느꼈다.,흥분과 기쁨이었다. 그는 공을 주워들고 뛰어가며 친구들과 함께 놀 준비를 했다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 공원에서 공을 찾았기 때문이다."
2306,그는 농구 덩크슛을 했다,그는 자신감과 흥분을 느꼈다.,자신의 힘과 기술을, 자유로움과 흥분이었다. 그의 몸이 공중에 떠 있는 느낌과 승리의 쾌감이 그를 감싸고 있었다.,자부심을
2307,그는 캐나다를 방문했다,그는 캐나다를 방문하여 흥분했다.,다양한 문화와 풍경을 느꼈다.,캐나다의 아름다운 자연 풍경과 깨끗한 환경에 대한 감탄이었다. 또한 다양한 문화와 역사적인 유산에 대한 호기심도 느꼈을 것이다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 캐나다를 방문했기 때문이다."
2308,그는 또한 지켜봤다,그는 불안했다.,위치나 상황에 따라 적절한 단어를 선택할 수 없습니다. 문맥을 더 자세히 설명해 주시면 도움을 드릴 수 있을 것 같아요!,불안함과 두려움이었다. 그 주변에서 벌어지는 일들을 지켜보면서 자신의 안전에 대한 걱정이 커졌다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 또한 지켜봤기 때문이다."
2309,그는 그의 이름이 찍혔다,당황스러웠다.,자신이 유명해진 것을 느꼈다.,자부심과 자신감이었다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 그의 이름이 찍혔기 때문이다."
2310,그는 새 오토바이를 구입했다,그는 흥분했다.,자유와 행복,자유와 흥분이었다. 새로운 오토바이를 타고 길을 달리는 쾌감은 그에게 새로운 모험을 경험하고 있는 듯한 느낌을 주었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 새 오토바이를 구입했기 때문이다."
2311,그는 피를 흘리기 시작했다,그는 공포와 불안으로 가득 찼다.,죄의 가벼움을," 공포와 절망이었다. 그의 마음은 두근거리고 숨을 쉬기도 어려웠다. 이제는 도망칠 수 없었고, 그는 자신의 선택에 대해 후회했다.",공포를
2312,그는 새 헤드폰을 구입했다,그는 새 헤드폰을 구입해서 기뻤다.,음악을 더욱 생생하게 들을 수 있다.,음악을 듣는 즐거움과 함께 외부 소리로부터의 차단된 안정감이었다.,기쁨을
2313,그는 가능성을 높였다,그는 기뻤다.,성취한,자신의 능력과 자신감이 커졌다.,"그는 자신에게 변화된 것을 느꼈는데, 왜냐하면 그는 가능성을 높였기 때문이다."
2314,그는 룸메이트에게 물어봤다,그는 궁금했다.,그는 룸메이트에게 물어봤다. 따라서 그는 궁금한 것을 느꼈다.,불안함과 혼란이었다. 왜냐하면 룸메이트는 그의 질문에 대답하지 않고 침묵을 지켰기 때문이다.,"그는 이상한 것을 느꼈는데, 왜냐하면 그는 룸메이트에게 물어봤기 때문이다."
2315,그는 그녀에게 혀를 내밀었다,그는 불쾌하고 당황했다.,그는 그녀에게 혀를 내밀었다. 따라서 그는 그것을 느꼈다.,그녀의 입술과 그녀가 전달하고자 했던 열정이었다.,"그는 불편한 것을 느꼈는데, 왜냐하면 그는 그녀에게 혀를 내밀었기 때문이다."
2316,그는 그녀를 노려봤다,그는 불편하고 불안했다.,그는 그녀를 노려봤다. 따라서 그는 불쾌한 것을 느꼈다.,부러움과 질투였다.,불편한
2317,그는 음식을 주문했다,그는 배가 고파서 기뻤다.,배고픈 것을 느꼈다.,"배고픔이었다.  그는 기다리는 동안 배가 고팠고, 음식을 주문해서 기대감을 느꼈다.","그는 배고픈 것을 느꼈는데, 왜냐하면 그는 음식을 주문했기 때문이다."
2318,그는 그녀를 태워버렸다,그는 죄책감과 불안함을 느꼈다.,죄책감,그녀를 지키고 싶은 욕구였다.,"그는 죄책감을 느꼈는데, 왜냐하면 그는 그녀를 태워버렸기 때문이다."
2319,그는 클라리넷을 연주했다,클라리넷을 연주하며 행복했다.,음악을 느꼈다.," 음악에 대한 열정과 즐거움이었다. 그의 솜씨 있는 연주는 듣는 이들에게 큰 감동을 주었고, 그의 음악은 사람들을 행복하게 만들었다.","그는 흥분된 것을 느꼈는데, 왜냐하면 그는 클라리넷을 연주했기 때문이다."
2320,그는 온라인 데이트를 시도했다,그는 기대와 불안함을 느꼈다.,심쿵한,"
외로움과 새로운 사람을 만나는 기대감이었다.",불안한
2321,그는 신용 카드를 받았다,그는 기쁨을 느꼈다.,돈을 더 쉽게 사용할 수 있다는 것을 느꼈다.,"자유와 편의였다. 그는 이제 현금 없이도 쉽게 결제를 할 수 있고, 더 나은 삶의 질을 누릴 수 있게 되었다.","그는 자랑스러운 것을 느꼈는데, 왜냐하면 그는 신용 카드를 받았기 때문이다."
2322,그는 파티에 가려고 했다,그는 기쁘고 기대감에 가득했다.,그는 설레는 것을 느꼈다.,파티에 대한 기대와 설렘이었다.,"그는 실망한 것을 느꼈는데, 왜냐하면 그는 파티에 가려고 했기 때문이다."
2323,그는 휴대폰을 두고 갔다,그는 당혹스러웠다.,분심한,휴대폰이 없어서 불안함과 불편함이었다.,"그는 당혹스러운 것을 느꼈는데, 왜냐하면 그는 휴대폰을 두고 갔기 때문이다."
2324,그는 새 책을 구입했다,그는 새 책을 구입하여 기뻤다.,만족함,새로운 지식과 경험을 얻게 되어 기쁨이었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 새 책을 구입했기 때문이다."
2325,그는 벌에 쏘였다,그는 벌에 쏘였을 때 아픔과 놀람을 느꼈다.,아프거나 아픈,극심한 통증과 뜨거운 열기였다. 그는 급히 의료진을 찾아가야 했다.,아픈
2326,그는 시끄러운 소리가 들었다,그는 당황스러웠다.,어지러움,"불안과 혼란이었다. 어딘가에서 큰 소음이 들리고 있었고, 그는 주변을 둘러보았지만 아무것도 보이지 않았다. 무언가 나쁜 일이 일어나고 있다는 징후일까? 생각하며 그는 조용","그는 불안한 것을 느꼈는데, 왜냐하면 그는 시끄러운 소리가 들었기 때문이다."
2327,그는 주차 공간을 찾았다,그는 안도감을 느꼈다.,만족함, 안도감이었다. 그의 스트레스가 사라지고 안전하게 차를 주차할 수 있어서 안도감을 느꼈다.,기쁨을
2328,그는 배달 음식을 주문했다,그는 편의를 느꼈다.,배고픔을 느꼈다.,"편리함과 만족감이었다. 예상 시간보다 빨리 음식이 도착했고, 맛 또한 매우 좋았다.",아쉬운
2329,그는 시끄러운 소리를 내었다,그는 짜증이 났다.,화가 났을 것을 느꼈다.,"분노와 혼란이었다. 그는 시끄러운 소리 때문에 집중할 수 없었고, 불편함을 느꼈다.","그는 분노를 느꼈는데, 왜냐하면 그는 시끄러운 소리를 내었기 때문이다."
