,input,A,B,B2
2137,그는 내일 영어 시험이 있었다,그는 시험을 위해 복습하고 있다,밤새 공부하다,그는 밤새 공부를 했다
2138,그는 친구에게 전화를 겄다,그는 그의 친구를 만나기로 약속하다,오랜만에 친구를 만나다,그는 핸드폰을 찾았다
2139,그는 고양이에게 우유를 줬다,그는 고양이를 키우다,그는 고양이가 배고프게 보였기 때문에 우유를 주었다,그는 고양이가 배고프다고 알아챘다
2140,그는 항상 술을 마셨다,그는 스트레스를 풀기 위해 술을 마셨다,알코올 중독에 걸리다,그는 스트레스를 푸는 방법을 찾지 못했다
2141,그는 새 상사가 생겼다,그는 이직을 결정했다,프로모션을 받다,그는 이직을 결정했다
2142,그는 새 휴대폰을 원했다,그는 이전 휴대폰이 고장나서 새로운 것을 사고 싶어했다,이전 모델이 고장나다,그의 이전 휴대폰이 고장나 버렸다
2143,그는 새 드레스를 원했다,그는 특별한 자리에 가려고 했다,친구의 결혼식에 초대받다,그녀의 생일 파티가 있었다
2144,그는 체력이 회복되었다,그는 잠을 자다,꾸준한 운동을 하다,그는 규칙적인 운동을 했다
2145,그의 학기가 시작되었다,그는 여름방학을 보내고 있었다,여름 방학이 끝나다,그의 여름 휴가가 끝났다
2146,그는 상상의 여지를 남겨두지 않았다,그는 모든 가능성을 고려하다,완벽한 계획을 세우다,모든 가능한 시나리오를 고려했다
2147,그는 야옹 소리를 들었다,그는 그의 이웃이 고양이를 키우고 있다는 것을 알고 있다,고양이가 문 밖에서 울고 있는 것을 듣다,그는 고양이를 먹이 주고 있었다
2148,그는 스웨터를 구입했다,그는 날씨가 추워지고 있다,추운 겨울이 오다,그는 날씨가 추워질 것을 예상했다
2149,그는 자신도 모르게 곤경에 빠졌다,그는 그의 돈을 다 써버렸다,돈을 잃다,그는 돈을 많이 써서 빚이 많아진 상황이었다
2150,그는 기프트 카드를 구매했다,그는 친구의 생일 선물을 사려고 했다,친구의 생일 파티에 참석하다,그는 형제의 생일 선물을 사기로 했다
2151,그는 많이 다쳤다,그는 사고를 당했다,사고를 당하다,그는 자전거를 타고 사고를 당했다
2152,그는 낯빛이 녹색으로 변했다,그는 독극물을 마시다,식중독에 걸리다,그는 알러지 반응을 보였다
2153,그는 탐탁지 않아하는 그녀를 설득했다,그는 그녀를 다시 만나기로 동의했다,그녀의 신뢰를 얻다,그는 여러 가지 방법을 시도해봤다
2154,그는 프로필을 만들었다,그는 새로운 소셜 미디어 계정을 생성하다,새로운 소셜 미디어 계정을 열다,그는 소셜 미디어 계정을 생성했다
2155,그는 나중에 그녀와 합류했다,그는 그녀가 먼저 도착하고 있었다,길을 잃다,"그는 길을 잃었고, 휴대전화 배터리가 다 닳아버렸다"
2156,그는 체스를 두는 법을 배웠다,그는 체스 대회에 참가하다,할아버지와 함께 시간을 보내다,그는 체스판을 구입했다
2157,그는 머리를 새로 잘라야 했다,그는 그의 머리가 너무 길어져서 이쁘지 않았다,긴 머리 스타일에 싫증을 내다,그는 머리가 너무 길어져서 신경이 쓰였다
2158,그는 잠드는 데 어려움을 겪었다,그는 그날 오후에 커피를 마셨다,커피를 마시다,그는 커피를 마셨다
2159,그는 드레스를 갈아입었다,그는 파티에 참석하기로 했다,결혼식에 참석하다,그녀는 특별한 자리에 참석하기로 했다
2160,그는 그녀의 뒤에서 왔다,그는 그녀를 따라가다,그녀를 괴롭히기로 결정하다,그는 그녀를 따라갔다
2161,그는 도와달라고 비명을 질렀다,그는 어떤 사람에게 습격을 당하다,어둠 속에서 무서운 소리를 듣다,그는 어둠 속에서 무언가를 느꼈다
2162,그는 트럭 뒤에서 떨어졌다,그는 트럭을 따라 뛰다,스케이트보드를 타고 있었다,그는 트럭을 타고 있었다
2163,그는 꿈에 그리던 직장에 취직했다,그는 대학에서 전공을 마치고 취직 준비를 했다,열심히 면접을 준비하다,그는 열심히 자격증을 취득하기 위해 공부했다
2164,그는 주차장에서 쓰레기를 발견했다,그는 차에서 내리다 쓰레기를 버리다,차를 주차하다,그는 차에서 쓰레기를 버리는 사람을 목격했다
2165,그는 샌드위치를 만들고 싶어 했다,그는 아침 식사를 준비하려고 했다,요리 대회에 참가하기로 결정하다,그는 냉장고를 열어서 재료를 찾았다
2166,그는 스스로를 칭찬했다,그는 자신의 성과를 축하하다,어려운 프로젝트를 완료하다,그는 열심히 일한 결과를 얻었다
2167,그는 몸을 말렸다,그는 운동 후에 씻었다,운동 후에 샤워하다,그는 운동을 하고 땀을 많이 흘렸다
2168,그는 고양이를 입양했다,그는 동물 보호소에 방문하다,동물 보호소에 봉사하다,그는 동물 보호소에 갔다
2169,그는 그룹에 컴퓨터를 할당했다,그는 그룹 프로젝트를 시작하려고 한다,그들이 프로젝트를 시작하기로 결정하다,그는 모든 구성원의 필요를 조사했다
2170,그는 개 짖는 소리를 들었다,그는 그의 집에 도둑이 들어왔다,밤에 홀로 집에 있다,그는 집에 도착했다
2171,그는 기분이 나아지고 있었다,그는 오랜만에 친구들과 만나서 즐거운 시간을 보냈다,오랜만에 친구들을 만나다,그는 오랜만에 친구들과 만났다
2172,그는 옛날 것을 판매했다,그는 창고를 청소하다,돈이 필요했다,그는 집 안을 정리하고 있었다
2173,그는 모퉁이를 돌아 나왔다,그는 길을 잃다,길을 잃다,그는 지도를 확인했다
2174,그는 가족을 초대했다,그는 생일 파티를 열기로 결정했다,결혼식을 계획하다,그는 음식을 장만했다
2175,그는 낯익은 얼굴였다,그는 그를 어디선가 본 적이 있다,예전에 유명한 스타였다,그는 이웃집에서 자주 본 사람이었다
2176,그는 첫 번째 게임에서 패배했다,그는 승리하기 위해 더 많은 연습을 해야 한다,자신의 실력을 더 향상시키기를 결심하다,그는 충분한 연습을 하지 않았다
2177,그는 케이크를 가져왔다,그는 친구의 생일을 축하하려고 한다,생일을 축하하다,그는 케이크를 만들기 위해 재료를 구입했다
2178,그는 멋진 여행을 보내었다,그는 휴가를 신청하다,회사에서 휴가를 얻다,그는 여행을 계획하고 있었다
2179,그는 나쁜 소식이 있었다,그는 그의 상사가 그를 호출했다,회사에서 해고되다,그의 상사가 그를 호출했다
2180,그는 부주의하고 통제불능였다,그는 술에 취했다,술에 취하다,그는 술에 취해서 운전을 하고 있었다
2181,그는 접근 금지 명령을 받았다,그는 그녀를 스토킹하고 있었다,이웃과의 갈등으로 인해 발생한 일이다,그는 이웃과의 갈등으로 경찰에 신고당했다
2182,그는 수영하는 법을 배웠다,그는 해변에 가다,해변에 여행을 가다,그는 물에 빠져 걱정했다
2183,그는 즐거운 여행을 보내었다,그는 그녀와 함께 여행을 계획하다,일주일 동안 회사를 떠나다,그는 오랜만에 휴가를 얻었다
2184,그는 그림 그리는 법을 배웠다,그는 예술 학원에 등록했다,예술 전공으로 전학하다,그는 예술 강의를 신청했다
2185,그는 카약을 타러 갔다,그는 호수에서 시간을 보내다,수영을 배우다,그는 카약 대회에 참가하기로 결정했다
2186,그는 새 셔츠를 구입했다,그는 옷장을 정리하다,옷장을 정리하다,그는 쇼핑센터에 갔다
2187,그는 기분이 훨씬 좋아지기 시작했다,그는 오랜만에 좋아하는 음악을 듣기 시작했다,오랜만에 친구를 만나다,그는 오랜만에 가족들과 함께 시간을 보냈다
2188,그는 샤워를 했다,그는 운동을 하다,운동을 하다,그는 운동을 했다
2189,그는 그녀에게 무언가를 줬다,그는 그녀의 생일 선물을 사다,그녀의 생일을 기억하다,그는 그녀에게 미리 선물을 준비했다
2190,그가 대학에 입학한 첫날였다,그는 대학 입학을 위해 여러 대학에 지원서를 제출했다,새로운 도전을 받아들이다,그가 대학에 입학하기 전에 그는 여름방학 동안 대학 생활에 대해 많이 상상했다
2191,그는 대화를 시작했다,그는 그녀와 친구가 되기를 원한다,오랜만에 친구를 만나다,그는 상대방의 관심을 끌기 위해 몇 가지 질문을 준비했다
2192,그는 비행기를 놓쳤다,그는 택시를 타고 공항으로 가려고 했지만 교통체증 때문에 늦었다,교통체증 때문에 공항에 늦게 도착하다,그는 교통 체증 때문에 공항에 늦게 도착했다
2193,그는 나중에 자세히 설명했다,그는 오해가 생기다 않도록 상황을 명확히 하다,혼란스러운 상황을 정리하다,그는 혼란스러워서 말을 잘 못했다
2194,그는 학교 정학을 당했다,그는 친구와의 약속을 지키기 위해 서둘러 학교로 가다,친구와 싸웠다,그는 친구의 과제를 도와주려고 했다
2195,그는 채널을 변경했다,그는 그의 좋아하는 프로그램을 보기 위해 채널을 변경했다,광고를 보다,그는 지루한 프로그램을 보고 있었다
2196,그는 지갑을 찾았다,그는 지하철에서 내리다가 지갑을 떨어뜨렸다,집 안을 청소하다,그는 집 안을 철저히 뒤졌다
2197,그는 다른 사람을 도왔다,그는 자선 활동을 하다,어려움에 처한 친구를 보다,그는 자신의 어려움을 이겨냈다
2198,그는 견인차를 불러야 했다,그는 차량이 고장나서 견인차를 불러야 했다,차량이 고장나다,그는 자동차가 고장나서 도로에 멈춰있었다
2199,그는 휴대폰을 구입했다,그는 오래된 휴대전화를 갈아타다,이제 스마트폰을 사용하다,그의 이전 휴대폰이 고장나서 필요했다
2200,그는 콘서트를 보러 갔다,그는 그의 좋아하는 가수가 콘서트를 열었다,좋아하는 가수의 공연을 듣다,그는 티켓을 사기 위해 줄을 서 있었다
2201,그는 다른 이들을 실망시키고 화나게 했다,그는 약속을 어기다,약속을 어기고 나서 일어났다,그는 약속을 어기고 미안하다고 말하지 않았다
2202,그는 타는 냄새를 맡았다,그는 가스누출 경고를 들었다,부엌에서 음식을 요리하다,그는 부엌에서 요리를 하고 있었다
2203,그는 학교 가는 차를 놓쳤다,그는 버스를 타기로 결정했다,버스를 타다,그는 잠을 자고 있었다
2204,그는 누군가 문을 두드리는 소리가 들렸다,그는 집에 도착하다,새로운 방문자를 기다리고 있다,그는 혼자 있었다
2205,그는 학교에 가고 싶어했다,그는 친구들과 함께 놀기로 계획하고 있다,친구들과 함께 새로운 과제를 수행하다,그는 오랜만에 친구들을 만나고 싶어했다
2206,그는 아기가 생겼다,그는 그녀와 결혼하다,부인이 임신했다다,그와 아내가 서로의 부모를 소개했다
2207,그는 바닥을 쓸어내렸다,그는 파티를 열기 전에 집을 청소하다,손님들이 떠나다,그는 바닥에 쓰레기를 흩뿌렸다
2208,그는 집에 갈 준비가 되었다,그는 그의 일을 모두 끝내고 나왔다,일을 마치다,그는 모든 업무를 마무리했다
2209,그는 제 가방을 챙겼다,그는 집을 나가기로 결정했다,집에 떠날 준비를 마치다,그는 집을 나섰다
2210,그는 항공편을 예약했다,그는 여행 일정을 계획하고 있다,여름 휴가를 계획하다,그는 휴가 일정을 확인했다
2211,그는 트럭을 타고 식료품 쇼핑을 하러 갔다,그는 가족들이 식료품을 사오라고 부탁받았다,차에 연료를 넣다,그는 마트에서 목록을 작성했다
2212,그는 직장에서 승진을 하게 되었다,그는 회사에서 열심히 일을 하다,매니저의 자리를 얻다,그는 업적을 내고 회사에서 인정받았다
2213,그는 제 개를 산책시켰다,그는 개가 실내에서 오줌을 싸다,그는 제 개가 에너지를 소진하다,그는 강아지가 오랜 시간 동안 집 안에 있었다고 느꼈다
2214,그는 누군가를 때렸다,그는 화가 나서 제정신이 아니었다,분노에 휩싸이다,그는 분노에 휩싸였다
2215,그는 상대적으로 창백했다,그는 병원에서 혈액 검사를 받다,혈액 검사를 받다,그는 혹독한 열을 앓고 있었다
2216,그는 곧 이사했다,그는 새 직장을 얻었다,새 직장을 얻다,그는 새 직장을 얻었다
2217,그는 달을 따달라고 요구했다,그는 그녀가 무슨 소원을 빌 것인지 상상하다,정말 어리석은 소원을 빌다,그는 욕심 많은 사람이었다
2218,그는 두 자녀가 있었다,그는 결혼하여 자녀를 낳았다,그와 아내가 결혼하다,그는 결혼을 했다
2219,그는 안경을 잃어버렸다,그는 시력이 나빠서 안경을 계속 찾다가 잃어버리다,눈이 나빠졌다,그는 바닷가에서 수영을 했다
2220,그는 자동차 키를 찾았다,그는 차고에서 자동차를 찾다,집 안을 청소하다,그는 집 안을 청소했다
2221,그는 그녀라는 절친한 친구가 있었다,그는 그녀를 초대하여 함께 시간을 보내기로 했다,새로운 학교에 전학을 가다,그는 그녀를 학교에서 처음 만났다
2222,그는 목적지에 도착했다,그는 길을 잃다가 GPS를 이용하여 길을 찾았다,긴 여행을 끝내다,그는 길을 물어보았다
2223,그는 달에 깃발을 세웠다,그는 우주 비행사로 훈련을 받았다,우주 탐사를 시작하다,그는 우주 비행사로 훈련을 받았다
2224,그의 집에서 파티가 열렸다,그는 그의 생일을 축하하기로 결정했다,친구들을 초대하다,그는 친구들을 초대했다
2225,그는 새 안경을 구입했다,그는 시력이 점점 나빠지고 있다,시력 검사를 받다,그는 눈 검진을 받았다
2226,그는 아기를 입양했다,그는 자녀를 둘 수 없다고 결정했다,그는 아이가 자신의 진정한 사촌임을 알게 되다,그는 아이를 키우고 싶었다
2227,그는 어느 날 집으로 걸어갔다,그는 그의 차가 고장나서 걸어가야 했다,운전면허를 잃다,그는 자동차를 수리하러 가기로 했다
2228,그는 잠시 휴식을 취했다,그는 하루 종일 일을 하고 피곤해했다,긴 일주일을 보내다,그는 피곤한 상태였다
2229,그는 그만두고 싶다고 했다,그는 일에 지쳐있다,회사에서 스트레스를 받다,그는 엄청난 스트레스를 받았다
2230,그는 문신을 새겼다,그는 특별한 기념일을 기념하다,자신의 아버지를 기리고 싶어하다,그는 디자인을 골라고 고민했다
2231,그는 제 머리를 잘랐다,그는 머리가 너무 길어져서 미용실에 갔다,긴 머리에서 짧은 머리로 변신하다,그는 머리가 너무 길어져서 신경이 쓰였다
2232,그는 약속을 놓쳤다,그는 알람을 설정하지 않았다,교통체증에 갇혔다,그는 교통체증 때문에 늦게 도착했다
2233,그는 깜짝 선물을 받았다,그는 그녀의 생일을 기억하고 선물을 준비했다,생일을 맞이하다,그의 생일이었다
2234,그는 정말 재미있었다,그는 친구들과 함께 영화를 보고 나왔다,오랜만에 친구들과 만나다,그는 오랜만에 친구들을 만났다
2235,그는 초등학교 교사였다,그는 교육학을 전공했다,학생들을 가르치다,그는 대학에서 교육학을 전공했다
2236,그는 그녀에게 정말 상처를 줬다,그는 그녀에게 거짓말을 했다,자신의 말을 후회하다,그는 자신의 감정을 제대로 표현하지 않았다
2237,그는 고양이를 구조했다,그는 동물 보호소에서 자원봉사를 하다,동물을 사랑하다,그는 동물 보호소에서 자원봉사를 하기로 결심했다
2238,그는 학교를 위해 식료품을 사러 갔다,그는 점심을 준비하다,아침에 냉장고를 열다,그는 냉장고에 음식 재고가 없다는 것을 깨달았다
2239,그는 욕실을 리모델링했다,그는 오래된 욕실 시설을 개선하기로 결정하다,집을 팔고 새 집을 구매하다,그는 집을 청소했다
2240,그는 새 애완동물을 구입했다,그는 동물 보호소를 방문했다,동물 보호소를 방문하다,그는 동물 보호소를 방문했다
2241,그가 그녀를 데리러 갔다,그는 그녀와의 약속 장소로 이동하다,그가 그녀를 기다리다,그녀가 자정에 집에 도착했다
2242,그는 잠을 좀 잤다,그는 전날 밤에 일을 많이 했다,전날 밤에 늦게까지 일을 하다,그는 밤새 일을 하느라 피곤했다
2243,그는 그녀를 다시 바라봤다,그는 그녀가 자신에게 미소를 짓는 것을 보았다,자신의 실수를 깨닫다,그녀와 헤어졌다
2244,그는 그녀의 집에서 파티가 있었다,그는 그녀와의 관계를 좋아하다,그녀와 친구들과 함께 파티를 계획하다,그는 친구들을 초대했다
2245,그는 그녀의 문을 두드렸다,그는 그녀와의 약속 시간이 되었기 때문에 그녀의 집을 찾아갔다,그녀와의 관계를 정리하다,그녀와 싸웠기 때문이었다
2246,그는 밖에서 노는 것을 좋아했다,그는 자연을 즐기다,어린 시절에 시골에서 자랐다,그는 자연과 교감하는 것을 즐겼다
2247,그는 그의 구두닦이 박스를 받았다,그는 그의 신발을 깨끗이 닦기로 결심했다,신발을 닦다,그는 신발을 깨끗이 닦았다
2248,그는 학교를 마치고 집으로 걸어갔다,그는 그의 친구들과 학교에서 작별 인사를 나누었다,버스를 놓쳤다,그는 친구들과 함께 저녁을 먹었다
2249,그는 스스로 목숨을 끊었다,그는 극심한 우울증에 시달리고 있었다,극심한 우울증에 시달리다,그는 슬픔과 우울함에 시달리고 있었다
2250,그는 정말 멋져 보였다,그는 그가 새로운 옷을 입었다,새로운 옷을 입다,그는 새로운 옷을 입었다
2251,그는 사탕을 원했다,그는 할로윈에서 아이들에게 사탕을 주다,치아가 아팠다,그는 치아가 아팠다
2252,그는 그녀에게 너무 비쌌다,그는 그녀에게 선물을 사다,돈을 많이 벌다,그는 자신의 재정 상황을 확인하지 않았다
2253,그는 바느질하는 법을 배우고 싶어했다,그는 그녀가 옷이 찢어졌기 때문에 바느질을 배우고 싶어했다,옷이 찢어지다,그는 옷이 찢어졌을 때 항상 당황했다
2254,그는 할머니에게 물어봤다,그는 그녀의 가족 역사를 알아보다,방향을 찾다,그는 자신의 가족 역사를 알고 싶었다
2255,그는 남자친구와 말다툼을 벌였다,그는 스트레스를 많이 받았다,스트레스를 받다,그는 바쁜 하루를 보냈다
2256,그는 지푸라기라도 잡는 심정였다,그는 돈이 부족하다,돈이 부족하다,그는 자신의 목표를 이루기 위해 끈질겨 노력했다
2257,그는 영화 보러 가고 싶어했다,그는 그녀와 데이트를 하고 싶어했다,친구들과 만나기로 약속하다,그는 친구들과 함께 신작 영화를 보기로 계획을 세웠다
2258,그는 병원으로 급히 이송해야 했다,그는 교통사고를 당했다,교통사고를 당하다,그는 심각한 교통사고를 당했다
2259,그도 자신을 봤다,그는 거울을 보다,거울을 통해 자신의 모습을 확인하다,그는 거울을 통해 자신의 모습을 확인했다
2260,그는 곧 시험이 있었다,그는 공부를 시작했다,한 달 동안 공부를 소홀히 하다,그는 밤새 공부했다
2261,그는 결국 그만뒀다,그는 회사에서 너무 스트레스를 받다,회사에서 너무 스트레스를 받다,그는 회사에서의 스트레스를 견디지 못했다
2262,그는 새로운 취미를 찾았다,그는 스트레스를 풀기 위해 무언가를 찾고 있다,스트레스를 풀기 위해 필요했다,그는 일상적인 루틴에 지루함을 느꼈다
2263,그는 저녁 식사에 초대했다,그는 요리 실력을 자랑하다,새 이웃들과 친해지다,그는 요리를 잘하고 있었다
2264,그는 할아버지와 함께 낚시를 하러 갔다,그는 할아버지와 함께 시간을 보내기로 결정하다,바다에서 아주 큰 상어를 잡다,그는 할아버지와 함께 낚시 준비를 했다
2265,그는 친구가 많지 않았다,그는 새로 이사 온 동네에 적응 중이었다,새로 이사를 왔다,그는 새로 이사 온 동네에서 아는 사람이 없었다
2266,그는 어느 날 일을 그만뒀다,그는 퇴직을 결정하다,로또에 당첨되다,그는 회사에서 스트레스를 많이 받았다
2267,그는 방과 후에도 학교에 남아 있었다,그는 학교 미술 동아리에 가입하다,동아리 활동을 하다,그는 시험을 준비하기 위해 더 많은 공부를 하고 싶었다
2268,그는 집에 가서 잠자리에 들었다,그는 하루 종일 일을 하고 지친 상태였다,하루 일과가 끝나다,그는 친구들과 함께 식사를 했다
2269,그는 새 남자친구가 생겼다,그녀는 이제 전 남자친구와 헤어졌다,전 남자친구와 헤어지고 나서 일어났다,그는 새로운 사랑을 찾기 위해 이전의 관계를 정리했다
2270,그는 깊은 심호흡을 했다,그는 긴장을 푸다 위해 깊은 숨을 들이마셨다,긴장을 푸다,그는 긴장을 푸기 위해 명상을 했다
2271,그는 새 전자 레인지를 구입했다,그는 오랜 시간 동안 요리를 하고 싶다고 말했다,요리에 관심을 갖다,그의 이전 레인지가 고장이 났다
2272,그는 더 가까워진 느낌였다,그는 그녀와 함께 여행을 다녀왔다,그녀와 함께 여행을 다녀오다,그는 그녀와 함께 많은 시간을 보냈다
2273,그는 전화벨 소리가 들렸다,그는 그의 친구에게 전화를 걸었다,새로운 일자리를 구하다,그는 친구에게 연락을 받기를 기다렸다
2274,그는 새 배터리를 구입했다,그는 자동차가 시동이 걸리지 않아서 새 배터리를 구입했다,자동차가 시동이 걸리지 않다,그는 새 배터리를 구입했다
2275,그는 목소리를 잃었다,그는 긴 시간 동안 소리 지르다 있었다,오랫동안 고음을 부르다,그는 너무 많이 소리 질러서 목소리를 다쳤다
2276,그는 함께 노래했다,그는 그의 친구와 함께 노래 연습을 했다,친구와 함께 캐리어오케를 하다,그는 가사를 외웠다
2277,그는 고양이에게 먹이를 먹였다,그는 고양이를 키우고 있다,동물 병원에서 일하다,그는 고양이에게 먹이를 사서 준비했다
2278,그는 시간을 확인했다,그는 약속 시간을 지키기 위해 시간을 확인했다,미팅에 늦지 않기를 원하다,그는 약속 시간을 기억하지 못했다
2279,그는 함께 함정을 건설했다,그는 사냥을 위해 함정을 건설했다,적들을 물리치기로 결심하다,그는 적들의 움직임을 주시하고 있었다
2280,그는 공격을 시작했다,그는 먼저 상대방을 도발하다,상대방을 도발하다,그는 경고를 무시했다
2281,그는 어디에서나 착용했다,그는 안전벨트를 착용하다,안전벨트를 착용하다,그는 안전을 위해 마스크를 썼다
2282,그는 자신의 의무를 소홀히 했다,그는 일을 마무리하지 않았다,업무를 완수하지 않다,그는 상급자의 지시를 무시했다
2283,그는 뮤직 비디오를 시청했다,그는 새로운 음악에 대해 듣고 있다,음악에 흥미를 느끼다,그는 신곡을 듣고 싶었다
2284,그는 그녀에게 개요를 소개했다,그는 그녀에게 만나서 이야기하자고 제안했다,상대방을 만나다,그는 프로젝트를 설명했다
2285,그는 읽을 책을 찾았다,그는 도서관에 가다,도서관에 갔다,그는 도서관에 가서 여러 책을 검색했다
2286,그는 스스로 그만뒀다,그는 스트레스를 받아서 일을 그만두다,자신의 건강을 생각하다,그는 스트레스와 과로로 인해 몸이 아프다고 느꼈다
2287,그는 아마존에서 음악을 주문했다,그는 아마존 기프트 카드를 받았다,신용카드를 등록하다,그는 새 앨범이 발매되었다는 소식을 들었다
2288,그는 현장 학습 중였다,그는 새로운 기술을 배우고 있다,새로운 기술을 배우다,그는 학교에서 수업을 들었다
2289,그는 엉덩이를 흔들었다,그는 음악에 맞춰 춤을 추다,음악에 맞춰 춤을 추다,그는 친구들과 함께 파티를 즐기고 있었다
2290,드디어 그의 차례였다,그는 오랫동안 기다렸다,오랜 기다림과 예비 연습을 거쳤다,그는 긴 시간을 기다렸다
2291,그는 그녀의 뒤를 흘끗 쳐다봤다,그는 그녀를 따라가려고 했다,그는 그녀의 미소에 주목하다,그는 그녀의 이름을 부르려고 했지만 망설였다
2292,그는 자신의 자리를 찾았다,그는 콘서트장에 도착하다,오랜 시간을 헤매다,그는 여러 번의 실패와 좌절을 겪었다
2293,그는 확인하러 갔다,그는 문을 잠그다를 확인하러 갔다,의심스러운 소리를 듣다,그는 이메일을 받았다
2294,그는 사실이라고 하기에는 너무 좋은 사람였다,그는 다른 사람들에게 친절하고 도움이 되다,모든 이에게 친절하게 대하다,그는 모든 이에게 친절하게 대했다
2295,그는 제 머리 위로 떨어졌다,그는 지나치게 많은 알코올을 섭취하다,사과를 농담으로 던지다,그는 제 머리 위로 새를 날렸다
2296,그는 동물원을 방문했다,그는 그의 아이들과 함께 시간을 보내기로 했다,동물을 보다,그는 동물들을 보고 싶었다
2297,그는 그것을 어디에서도 찾을 수 없었다,그는 그것을 실수로 버렸다,집안을 청소하고 나서 일어났다,그는 집안 곳곳을 뒤져봤지만 발견하지 못했다
2298,그는 함께 플레이했다,그는 그들이 함께 연습을 많이 했다,팀원들과 연습을 하다,그는 친구들을 초대했다
2299,그는 결혼을 앞두고 있었다,그는 그녀에게 프러포즈를 하다,신부의 웨딩 드레스를 보다,그는 여자 친구에게 프러포즈했다
2300,그는 그의 다리를 뻗었다,그는 피로를 풀기 위해 쇼파에 앉았다,오랜 시간을 앉아 있다,그는 오랜 시간을 서서 일했다
2301,그는 소년에게 물었다,그는 그가 길을 잃었는지 물었다,길을 잃다,그는 지도를 보고 길을 찾았다
2302,그는 검을 들었다,그는 전투를 준비하고 있었다,왕국을 지키기로 결심하다,그는 왕국을 지키기 위해 훈련을 받았다
2303,그는 잠을 자려고 했다,그는 하루 종일 일을 하다,침대에 누우다,그는 스트레스로 인해 한참을 뒤척였다
2304,그는 집안 곳곳을 살펴봤다,그는 물건을 잃어버리다,열쇠를 잃어버리다,그는 누군가가 집에 침입했다고 의심했다
2305,그는 공원에서 공을 찾았다,그는 친구와 함께 축구를 하려고 했다,개를 산책시키다,그는 공원에서 애완견을 산책시키고 있었다
2306,그는 농구 덩크슛을 했다,그는 농구를 연습하다,경기에서 승리하기 위해 최선을 다했다,그는 농구를 연습하고 있었다
2307,그는 캐나다를 방문했다,그는 해외 여행을 계획하고 있다,영어를 연습하다,그는 여권을 갱신했다
2308,그는 또한 지켜봤다,그는 도둑질을 계획하고 있다,경기를 관람하다,그는 자신의 행동을 심각하게 반성했다
2309,그는 그의 이름이 찍혔다,그는 그의 작품을 출판하다,유명한 작품을 발표하다,그는 연기 오디션을 통과했다
2310,그는 새 오토바이를 구입했다,그는 돈을 모았다,무엇인가로 인해 스트레스 받다,그는 오랜 시간 동안 저축을 했다
2311,그는 피를 흘리기 시작했다,그는 사고로 다리를 다쳤다,싸움을 시작하다,그는 칼을 손에 들었다
2312,그는 새 헤드폰을 구입했다,그는 이전 헤드폰이 고장났다,이전 헤드폰이 고장나다,그의 이전 헤드폰이 고장나서 음악을 듣지 못했다
2313,그는 가능성을 높였다,그는 열심히 연습하다,추가 연습을 하다,그는 열심히 공부했다
2314,그는 룸메이트에게 물어봤다,그는 새로운 아파트를 찾고 있다,새로운 요리법을 배우다,그는 새로운 가구를 사기로 결정했다
2315,그는 그녀에게 혀를 내밀었다,그는 그녀와 첫 키스를 나눴다,술을 마시다,그는 그녀에게 로맨틱한 데이트를 제안했다
2316,그는 그녀를 노려봤다,그는 그녀가 방금 들어오는 것을 보았다,그녀의 아름다움에 놀라다,그는 그녀가 자신을 바라보는 것을 느꼈다
2317,그는 음식을 주문했다,그는 음식 메뉴를 살펴보다,배가 고팠다,그는 메뉴를 살펴보았다
2318,그는 그녀를 태워버렸다,그는 그녀가 비가 오는 것을 보고 차를 가져다 주기로 결정했다,비 오는 날에 길가에 서있는 그녀를 보다,그녀가 비가 오는 길가에서 우산을 쓰고 서 있었다
2319,그는 클라리넷을 연주했다,그는 음악 학원에 등록했다,음악 대회에서 상을 타다,그는 음악 학원에서 수업을 들었다
2320,그는 온라인 데이트를 시도했다,그는 실제로 만나기 전에 상대방과 채팅을 나누었다,혼자 사는 것이 지루하다,그는 친구의 권유로 가입했다
2321,그는 신용 카드를 받았다,그는 은행에서 신용 카드 신청을 했다,은행에서 신용 등급을 확인하다,그는 은행에서 신용 카드 신청서를 작성했다
2322,그는 파티에 가려고 했다,그는 새로운 옷을 사러 쇼핑을 갔다,적절한 옷을 찾다,그는 새 옷을 사러 쇼핑 센터에 갔다
2323,그는 휴대폰을 두고 갔다,그는 차에 타고 나갔다,집을 나오기 전에 바쁘게 다른 일을 처리하다,그는 급하게 집을 나와서 챙기지 않았다
2324,그는 새 책을 구입했다,그는 독서 목록을 확인하다,독서를 좋아하게 되다,그는 책을 읽고 싶었다
2325,그는 벌에 쏘였다,그는 그의 알레르기 반응을 치료하다,꽃밭에서 걷고 있었다,그는 꽃밭에서 꿀벌을 쫓았다
2326,그는 시끄러운 소리가 들었다,그는 이웃이 파티를 열고 있다고 생각했다,창문을 열다,그는 귀를 기울였다
2327,그는 주차 공간을 찾았다,그는 시내로 차를 몰고 나갔다,시내로 들어오다,그는 시내 교통체증 때문에 늦게 도착했다
2328,그는 배달 음식을 주문했다,그는 요리를 하기 귀찮았다,요리하기 싫다,그는 길거리에서 오랜 시간을 걸었다
2329,그는 시끄러운 소리를 내었다,그는 주위에 사람들을 놀라게 하다,화가 났다,그는 시끄러운 환경에서 오랫동안 있었다
