,input,A,B
1904,그는 팔로 그녀를 감쌌다,보호자다,보호본능이 강하다
1905,그는 집안 곳곳을 뛰어다녔다,활동적이다,초조하다
1906,그는 결국 매우 즐거워했다,만족스럽다,행복하다
1907,그는 곧 집에 돌아왔다,빠르다,빠르다
1908,그는 청바지를 입은 채로 사정했다,캐주얼하다,캐주얼하다
1909,그는 스스로를 구석에 몰아넣었다,자책하는 경향이 있다,자책한다
1910,그는 점점 더 아파갔았다,고통스럽다,고통받다
1911,그는 소포를 우편으로 보내었다,믿을 만하고 신뢰할 만하다,신중하다
1912,그는 가장 친한 친구를 초대했다,친근하다,사교적이다
1913,그는 혼자서 놀 수 있었다,독립적이다,독립적이다
1914,그는 자동차 열쇠를 분실했다,당황스럽다,답답하다
1915,그는 함께 시청했다,사교적이다,관심이 있다
1916,그는 고양이를 동물병원에 데려갔다,동물을 사랑한다,배려심 있다
1917,그는 학위를 받았다,똑똑하다,뛰어나다
1918,그는 즐거운 하루였다,즐거운 사람이다,행복하다
1919,그는 새 TV를 구입했다,사치스럽다,즐겁다
1920,그는 지갑을 두고 나갔다,부주의하다,부주의하다
1921,그는 첫 발을 내딜었다,용감하다,용감하다
1922,그는 옷을 입었다,평범하다,세련되다
1923,그는 샐러드를 주문했다,건강을 중시한다,건강을 중시한다
1924,그는 어느 날 지루함을 느꼈다,지루하다,심심하다
1925,그는 이메일 버튼을 클릭했다,기술에 능통하다,통신이 능숙하다
1926,그는 당일치기 여행을 떠났다,즉흥적이다,적극적이다
1927,그는 눈을 가늘게 떴다,의심스럽다,의심스럽다
1928,그는 총알을 피했다,운이 좋다,민첩하다
1929,그는 새 양말을 구입했다,깔끔하다,만족하다
1930,그는 대화 상대가 필요했다,외로움을 느끼다,외롭다
1931,그는 정신이 팔려있었다,산만하다,산만하다
1932,그는 내 지갑을 잊어버렸다,부주의하다,부주의하다
1933,그는 어린 아들이 있었다,책임감이 있다,책임감 있다
1934,그는 새 TV를 원했다,소비욕이 강하다,사치스럽다
1935,그는 바비큐 파티를 준비했다,사교적이다,활기차다
1936,그는 첫 소설을 썼다,창의적이다,창의적이다
1937,그는 일찍 잠자리에 들었다,조용하다,피곤하다
1938,그는 요리를 끝내었다,요리에 능숙하다,만족하다
1939,그는 음료를 주문했다,목마르다,목마르다
1940,그는 착해보였다,친절하다,친절하다
1941,그는 돈을 줬다,관대하다,관대하다
1942,그는 한 통의 전화를 받았다,궁금하다,당황하다
1943,그는 조깅을 하러 갔다,건강하다,건강하다
1944,그는 총을 발견했다,궁금하다,놀라다
1945,그는 구슬을 가지고 놀았다,호기심이 많다,아이 같다
1946,그는 그녀의 머리를 쓰다듬었다,다정하다,다정하다
1947,그는 파티에 참석했다,사교적이다,활발하다
1948,그는 버스를 타고 뉴욕으로 향했다,여행을 갔다,여행간다
1949,그는 절대 그럴 리가 없었다,놀랍다,신뢰할 수 있다
1950,그는 그녀의 냄새를 맡았다,짝사랑을 하고 있다,호기심 많다
1951,그는 스스로를 추천했다,자신감이 있다,자신감 있다
1952,그는 생일 선물로 강아지를 원했다,사랑스럽다,애완동물을 좋아한다
1953,그는 그녀에게 총을 쐈다,위험하다,위협적이다
1954,그는 어쨌든 그것을 받아들였다,태도가 융통성이 있다,태평스럽다
1955,그는 바닥에 물을 엎질렀다,어설프다,어리석다
1956,그는 학교를 결석했다,무책임하다,게으르다
1957,그는 완벽한 집을 찾았다,운이 좋다,운이 좋다
1958,그는 일찍 왔다,성실하다,성실하다
1959,그는 온라인에서 한 여자를 만났다,사랑에 빠졌다,흥분하다
1960,그는 어쨌든 그는 노력했다,노력한다,열정적이다
1961,그에게서는 헛간 냄새가 났다,시고다,시고다
1962,그는 누수를 해결했다,능력있다,능력있다
1963,그는 새 것이 필요했다,만족스럽지 않다,만족스럽다
1964,그는 휴대폰을 잊어버렸다,부주의하다,어리석다
1965,그는 자신을 홍보했다,자신에 대해 자만심이 강하다,자만심이 강하다
1966,그는 고양이를 키우고 싶어했다,애완동물을 좋아한다,애완동물을 좋아한다
1967,그는 누군가를 보내었다,이타적이다,관대하다
1968,그는 시험에 떨어졌다,실망스럽다,실망하다
1969,그는 정시에 도착했다,신뢰할 만하다,신뢰할 만하다
1970,그는 열쇠를 잃어버렸다,어리석다,당황하다
1971,그는 책에 대해 자세히 설명했다,지식이 풍부하다,지식 있다
1972,그는 휴대폰을 분실했다,부주의하다,흩어지다
1973,그는 실수로 액체를 부었다,어설프다,어리둥절하다
1974,그는 가방을 들고 학교에 갔다,학생,열심히 공부한다
1975,그는 새 집을 구입했다,행복하다,부유하다
1976,그는 무사히 착륙했다,숙련된 비행사,안전하다
1977,그는 좋아하는 노래를 들었다,기쁘다,행복하다
1978,그는 아이스크림을 받았다,기뻐하다,기뻐한다
1979,그는 책을 가져왔다,지식이 많다,지적이다
1980,그는 스스로 청소했다,깨끗이하다,꼼꼼하다
1981,그는 그녀를 응시했다,호감이 있다,호기심 많다
1982,그는 새로운 친구를 만났다,사교적이다,즐겁다
1983,그는 친구에게 문자를 보내었다,사교적이다,소외되다
1984,그는 신용 카드를 신청했다,경제적으로 불안하다,경제적이다
1985,그는 경찰차를 봤다,경계심이 많다,불안하다
1986,그는 보고서를 제출했다,책임감이 있다,책임감 있다
1987,그는 그녀에게 그것을 줬다,관대하다,관대하다
1988,그의 코가 부러졌다,다치다,아프다
1989,그는 더 잘 먹었다,배고프다,배고프다
1990,그는 그의 말이 일리가 있었다,이성적이다,이성적이다
1991,그는 점점 추워지고 있었다,춥다,춥다고 느낀다
1992,그는 독감에 걸렸다,아프다,아픈다
1993,그는 여동생에게 전화했다,관심을 가지고 있다,배려심 있다
1994,그는 바나나를 먹었다,영양을 중요시한다,건강하다
1995,그는 최근에 이혼했다,슬프다,슬프다
1996,그는 신문을 받았다,정보에 관심이 많다,정보에 관심이 많다
1997,그는 페이스북에서 게임을 찾았다,게임을 좋아한다,흥미롭다
1998,그는 연주를 시작했다,예술적이다,재능 있다
1999,그는 바로 왔다,빠르다,빠르다
2000,그는 최근에 만났다,새로운 사람이다,친근하다
2001,그는 새 애완동물이 생겼다,새로운 책임감이 생겼다,행복하다
2002,그는 미소를 지었다,기쁘다,행복하다
2003,그는 직장에서 해고당했다,실망스럽다,좌절하다
2004,그는 그녀와 함께 놀았다,즐거워 보인다,즐겁다
2005,그는 다음 날 등교했다,책임감이 있다,건강하다
2006,그는 뉴욕으로 카메라를 가져갔다,여행을 좋아한다,사진을 좋아한다
2007,그는 섹터에서 차량을 발견했다,근면하다,의심스럽다
2008,그는 제품이나 서비스를 마케팅하고 판매했다,광고에 능숙하다,사업-minded
2009,그는 정말 화가 났다,격분한 모습이다,분노하다
2010,그는 자신에 대해 이야기하고 있었다,자기 중심적이다,자기중심적이다
2011,그는 경고를 받았다,경솔하다,경솔하다
2012,그는 좋아하는 밴드의 콘서트를 보러 갔다,음악을 좋아한다,흥분하다
2013,그는 드디어 찾았다,기뻐하다,안도하다
2014,그는 바닥에 맥주를 엎질렀다,어설프다,어수룩하다
2015,그는 더 건강해졌다,건강하다,활기차다
2016,그는 죄를 사했다,참회한다,참회한다
2017,그는 예쁘게 생겼다,매력적이다,매력적이다
2018,그는 쥐를 잡았다,총명하다,용감하다
2019,그는 쿠키를 먹었다,식욕이 있다,만족하다
2020,그는 딸과 대화를 나눴다,가정적이다,사랑스럽다
2021,그는 테스트 결과가 나올 때까지 기다렸다,인내심이 강하다,인내심 있다
2022,그는 그녀에게 매우 못되게 굴었다,심술궂다,무례하다
2023,그는 인터넷을 확인했다,현대적이다,궁금하다
2024,그는 그녀에게 빚을 졌다,무책임하다,불성실하다
2025,그는 잠을 잘 자지 못했다,피곤하다,피곤하다
2026,그는 멋진 하루를 보내었다,만족스럽다,행복하다
2027,그는 어젯밤에 잠이 들었다,평온하다,피곤하다
2028,그는 경고와 함께 폭죽을 터뜨렸다,무책임하다,무모하다
2029,그는 그날 밤 집으로 돌아갔다,조용하고 신중하다,피곤하다
2030,그는 스스로를 질책했다,자책하다,자책한다
2031,그는 어젯밤에 책을 다 읽었다,열정적이다,열정적이다
2032,그는 참석하고 싶어 했다,사교적이다,사교적이다
2033,그는 덜 먹었다,식욕이 없다,먹을 많이 먹지 않다
2034,그는 결국 포기했다,낙심한 모습이다,좌절하다
2035,그는 나무를 두드렸다,근면하다,근면하다
2036,그는 여행을 좋아했다,모험적이다,모험심이 강하다
2037,그는 학교 갈 준비를 했다,교육을 중요시한다,꾸준하다
2038,그는 화난 것 같았다,짜증이 나잖아,짜증 나다
2039,그는 웨이터에게 물었다,호기심이 많다,호기심 많다
2040,그는 개구리를 발견했다,호기심이 많다,궁금하다
2041,그는 몇 시간 동안 플레이했다,게임에 몰두하는 편이다,게으르다
2042,그는 집에 피자를 배달했다,편의를 중시한다,게으르다
2043,그는 맛있었다고 했다,솔직하다,식에 귀하다
2044,그는 함께 퍼즐을 맞추고 있었다,협동적이다,즐겁다
2045,그는 수업 용지를 제공했다,관대하다,관대하다
2046,그는 집에 가는 길에 초콜릿을 살았다,달콤한 것을 좋아한다,달콤하다
2047,그는 새 책을 읽었다,호기심이 많다,지적이다
2048,그는 제 지갑을 찾았다,안도하다,안도하다
2049,그는 가방을 챙겼다,여행을 갔다,여행간다
2050,그는 비용을 절감했다,경제적이다,현명하다
2051,그는 견인차를 불렀다,도움이 필요하다,도움이 필요하다
2052,그는 시리얼을 먹었다,간단한 식사를 선호한다,아침식사를 한다
2053,그는 울음을 그쳤다,감정을 숨기려고 노력한다,감동적이다
2054,그는 길고양이 한 마리를 발견했다,동물을 좋아하다,친근하다
2055,그는 방망이를 휘둘렀다,분노에 찬다,공격적이다
2056,그는 학교에 가야 했다,책임감이 있다,규칙적이다
2057,그는 남자 친구를 초대했다,관대하다,사교적이다
2058,그는 자외선 차단제를 발랐다,건강을 중요시한다,건강을 생각한다
2059,그는 자위했다,혼자서 시간을 보냈다,개인적이다
2060,그는 새 문신을 새겼다,대담하다,대담하다
2061,그는 대신 낮잠을 자고 있었다,피곤하다,피곤하다
2062,그는 그것을 그녀의 엄마에게 줬다,관대하다,친절하다
2063,그는 드디어 돌아왔다,기쁘다,기쁘다
2064,그는 집을 떠나 이사를 갔다,새로운 시작을 원한다,새로운 시작을 한다
2065,그는 그녀를 실격처리했다,무자비하다,무자비하다
2066,그는 자고 싶어 했다,피곤하다,피곤하다
2067,그는 머리를 잘랐다,변화를 원한다,대담하다
2068,그는 그 사람에게 말했다,직접적이다,친절하다
2069,그는 동영상을 업로드했다,창의적이다,유명하다
2070,그는 드디어 돈을 모았다,노력이 많다,노력한다
2071,그는 어젯밤에 잠을 잤다,평범하다,피곤하다
2072,그는 문제를 해결했다,능력이 있다,능력 있다
2073,그는 음료수를 엎질렀다,어설프다,어설프다
2074,그는 총알을 맞았다,위험에 처한 상황이다,위험하다
2075,그는 소 잃고 외양간을 고쳤다,비현실적이다,현명하다
2076,그는 학교를 마치고 집으로 돌아갔다,일상적이다,피곤하다
2077,그는 예약을 했다,계획적이다,철저하다
2078,그는 친구들과 함께 놀았다,사교적이다,즐겁다
2079,그는 암 진단을 받았다,불안해 보인다,불행하다
2080,그는 직불 카드를 사용했다,현금이 부족하다,경제적이다
2081,그는 아이처럼 느껴졌다,순수하다,순수하다
2082,그는 잘 맞았다,정확하다,친화력이 좋다
2083,그는 마침내 왔다,기다리던 중이었다,기대되다
2084,그는 중얼거렸다,불만스럽다,혼란스럽다
2085,그는 가족을 방문했다,친밀하다,다정하다
2086,그는 친구들과 볼링을 치러 갔다,사교적이다,즐겁다
2087,그는 최근에 등록했다,새로운 것을 시도한다,새롭다
2088,그는 운전 면허증을 갱신했다,책임감이 있다,책임감 있다
2089,그는 셔츠를 구입했다,쇼핑을 좋아한다,세련되다
2090,그는 엄마한테 전화했다,친숙하다,다정하다
2091,그는 숨바꼭질을 했다,장난기가 많다,장난기가 많다
2092,그는 관심이 있어 보였다,호기심이 많다,호기심 많다
2093,그는 지갑을 떨어뜨렸다,부주의하다,낙담하다
2094,그는 새 영화를 시청했다,영화광이다,흥분하다
2095,그는 덩크슛을 터뜨렸다,운동 실력이 뛰어나다,강력하다
2096,그는 다음날 찾아왔다,인내심이 강하다,집요하다
2097,그는 숙제를 잊어버렸다,부주의하다,부주의하다
2098,그는 너무 시끄럽었다,짜증이 났다,걱정스럽다
2099,그는 곧 돌아왔다,빠르다,빠르다
2100,그는 운전하는 법을 배웠다,독립심이 강하다,자립적이다
2101,그는 숙제를 돌려받았다,게으르다,성실하다
2102,그는 엄마를 찾았다,안정적이다,안심되다
2103,그는 그냥 눈을 데굴데굴 굴렸다,무관심해 보인다,심심하다
2104,그는 애완동물을 키우고 싶어했다,다정하다,사랑스럽다
2105,그는 바이올린 연주법을 배웠다,예술적이다,재능 있다
2106,그는 나무 위의 집을 지었다,창의적이다,창의적이다
2107,그는 무대 위로 걸어갔다,자신감이 있다,자신감 있다
2108,그는 불을 가지고 놀았다,위험하다,무모하다
2109,그는 정말 이상한 기분을 느꼈다,불안하다,혼란스럽다
2110,그는 친구들과 수영하러 갔다,사교적이다,즐겁다
2111,그는 발언자를 공격했다,공격적이다,공격적이다
2112,그는 아이스크림 트럭 소리를 들었다,달콤한 것을 좋아한다,기쁘다
2113,그는 간식을 먹었다,배고프다,배고프다
2114,그는 공을 되찾았다,끈질길다,능력 있다
2115,그는 쥐를 애완동물로 키웠다,이상하다,이상하다
2116,그는 어른이 된 기분였다,책임감이 있다,자부심에 차다
2117,그는 그녀에게 이유를 설명했다,솔직하다,이해심 있다
2118,그는 누군가에게 물었다,호기심이 많다,호기심 많다
2119,그는 새 신발 한 켤레를 선물받았다,기쁘다,행복하다
2120,그는 사진을 게시했다,자신에게 자신감이 있다,자신감 넘친다
2121,그는 시리얼을 먹고 싶어했다,아침식사를 거르고 싶어했다,달콤하다
2122,그는 친구들과 함께 춤을 추웠다,즐거워하다,즐겁다
2123,그는 금요일에 수학 시험이 있었다,열심히 공부하는 것 같다,열심히 공부한다
2124,그는 반지를 들고 있었다,결혼했다,부유하다
2125,그는 데이트 상대에게 키스했다,로맨틱하다,대담하다
2126,그는 알람을 설정했다,책임감이 있다,일찍 일어난다
2127,그는 케이크를 만들고 싶어 했다,창의적이다,달콤하다
2128,그는 스케이트를 신었다,유연하다,능숙하다
2129,그는 운동을 좀 했다,건강하다,건강하다
2130,그는 애완 고양이가 있었다,애완동물을 좋아한다,동물을 사랑한다
2131,그는 괴롭힘을 당했다,불쌍하다,상처받다
2132,그는 동굴을 발견했다,탐험가다,탐험가
2133,그는 체중이 약간 줄었다,건강하다,건강하다
2134,그는 자전거 타는 법을 배웠다,새로운 것을 배우는 데 열정적이다,능숙하다
2135,그는 그녀의 입에 신음 소리를 내었다,섹시하다,충격을 받다
2136,그는 부업을 하고 있었다,부지런하다,바쁘다
2137,그는 내일 영어 시험이 있었다,걱정스럽다,불안하다
2138,그는 친구에게 전화를 겄다,사교적이다,사교적이다
2139,그는 고양이에게 우유를 줬다,관대하다,친근하다
2140,그는 항상 술을 마셨다,중독되어 있다,음주가무를 한다
2141,그는 새 상사가 생겼다,새로운 도전을 감행하다,기쁘다
2142,그는 새 휴대폰을 원했다,현대적이다,탐욕스럽다
2143,그는 새 드레스를 원했다,사치스럽다,사치스럽다
2144,그는 체력이 회복되었다,활기차다,활기차다
2145,그의 학기가 시작되었다,바쁘다,기대된다
2146,그는 상상의 여지를 남겨두지 않았다,명확하다,확고하다
2147,그는 야옹 소리를 들었다,호기심 많다,귀엽다
2148,그는 스웨터를 구입했다,적극적이다,춥다
2149,그는 자신도 모르게 곤경에 빠졌다,어려움에 처했다,초조하다
2150,그는 기프트 카드를 구매했다,선물을 좋아한다,선물을 좋아한다
2151,그는 많이 다쳤다,상처를 받았다,불쌍하다
2152,그는 낯빛이 녹색으로 변했다,몹시 놀랐다,아파한다
2153,그는 탐탁지 않아하는 그녀를 설득했다,설득력이 있다,논리적이다
2154,그는 프로필을 만들었다,사교적이다,자기 홍보를 한다
2155,그는 나중에 그녀와 합류했다,뒤떨어지다,결단력 있다
2156,그는 체스를 두는 법을 배웠다,지적이다,전략적이다
2157,그는 머리를 새로 잘라야 했다,변화를 추구한다,변화를 추구한다
2158,그는 잠드는 데 어려움을 겪었다,불안하다,피곤하다
2159,그는 드레스를 갈아입었다,변심이 많다,우아하다
2160,그는 그녀의 뒤에서 왔다,몰래 다가왔다,의심스럽다
2161,그는 도와달라고 비명을 질렀다,위급한 상황에 처했다,절박하다
2162,그는 트럭 뒤에서 떨어졌다,위험을 무릅쓴다,부주의하다
2163,그는 꿈에 그리던 직장에 취직했다,성공적이다,만족하다
2164,그는 주차장에서 쓰레기를 발견했다,환경을 중요시한다,환경을 중요시한다
2165,그는 샌드위치를 만들고 싶어 했다,배고프다,배고프다
2166,그는 스스로를 칭찬했다,자만심이 강하다,자만심이 강하다
2167,그는 몸을 말렸다,운동을 좋아한다,건강에 신경쓴다
2168,그는 고양이를 입양했다,관대하다,애완동물을 좋아한다
2169,그는 그룹에 컴퓨터를 할당했다,기술적이다,유능하다
2170,그는 개 짖는 소리를 들었다,경계심이 많다,경계심이 많다
2171,그는 기분이 나아지고 있었다,희망적이다,희망차다
2172,그는 옛날 것을 판매했다,고전을 좋아한다,과거를 사랑한다
2173,그는 모퉁이를 돌아 나왔다,새로운 시작을 한다,놀라다
2174,그는 가족을 초대했다,친근하다,친근하다
2175,그는 낯익은 얼굴였다,친근하다,익숙하다
2176,그는 첫 번째 게임에서 패배했다,경쟁심이 강하다,실망하다
2177,그는 케이크를 가져왔다,친절하다,달콤하다
2178,그는 멋진 여행을 보내었다,행복하다,행복하다
2179,그는 나쁜 소식이 있었다,걱정스럽다,우울하다
2180,그는 부주의하고 통제불능였다,무책임하다,무책임하다
2181,그는 접근 금지 명령을 받았다,위험하다,위험하다
2182,그는 수영하는 법을 배웠다,새로운 기술을 습득했다,능숙하다
2183,그는 즐거운 여행을 보내었다,행복하다,행복하다
2184,그는 그림 그리는 법을 배웠다,창의적이다,예술적이다
2185,그는 카약을 타러 갔다,모험을 즐긴다,모험적이다
2186,그는 새 셔츠를 구입했다,새로운 것을 좋아한다,자신있다
2187,그는 기분이 훨씬 좋아지기 시작했다,기쁘다,행복하다
2188,그는 샤워를 했다,깨끗하다,깨끗하다
2189,그는 그녀에게 무언가를 줬다,관대하다,관대하다
2190,그가 대학에 입학한 첫날였다,설레고 긴장되어 보인다,신났다
2191,그는 대화를 시작했다,사교적이다,사교적이다
2192,그는 비행기를 놓쳤다,실망스럽다,서둘러야 한다
2193,그는 나중에 자세히 설명했다,설명을 잘한다,이해심 있다
2194,그는 학교 정학을 당했다,불운하다,억울하다
2195,그는 채널을 변경했다,지루하다,지루하다
2196,그는 지갑을 찾았다,운이 좋다,안도하다
2197,그는 다른 사람을 도왔다,친절하다,친절하다
2198,그는 견인차를 불러야 했다,문제를 해결하는 데 도움이 필요하다,괴롭다
2199,그는 휴대폰을 구입했다,현대적이다,행복하다
2200,그는 콘서트를 보러 갔다,음악을 좋아한다,흥분하다
2201,그는 다른 이들을 실망시키고 화나게 했다,무책임하다,자기중심적이다
2202,그는 타는 냄새를 맡았다,예민하다,신중하다
2203,그는 학교 가는 차를 놓쳤다,당황스럽다,서둘러야 한다
2204,그는 누군가 문을 두드리는 소리가 들렸다,경계심이 많다,궁금하다
2205,그는 학교에 가고 싶어했다,열정적이다,열정적이다
2206,그는 아기가 생겼다,부모다,행복하다
2207,그는 바닥을 쓸어내렸다,꼼꼼하다,꼼꼼하다
2208,그는 집에 갈 준비가 되었다,편안하다,편안하다
2209,그는 제 가방을 챙겼다,신중하다,신중하다
2210,그는 항공편을 예약했다,여행을 계획하고 있다,여행을 좋아한다
2211,그는 트럭을 타고 식료품 쇼핑을 하러 갔다,절약을 중시한다,헬퍼적이다
2212,그는 직장에서 승진을 하게 되었다,능력있다,자랑스럽다
2213,그는 제 개를 산책시켰다,책임감이 있다,친절하다
2214,그는 누군가를 때렸다,공격적이다,폭력적이다
2215,그는 상대적으로 창백했다,아프다,아프거나 불안하다
2216,그는 곧 이사했다,바쁘다,바쁘다
2217,그는 달을 따달라고 요구했다,이성적이지 않다,이성적이지 않다
2218,그는 두 자녀가 있었다,부모다,책임감 있다
2219,그는 안경을 잃어버렸다,분실물에 조심하지 않다,당황하다
2220,그는 자동차 키를 찾았다,창의적이다,안도하다
2221,그는 그녀라는 절친한 친구가 있었다,충실하다,행복하다
2222,그는 목적지에 도착했다,목적을 이루었다,성공하다
2223,그는 달에 깃발을 세웠다,혁신적이다,용감하다
2224,그의 집에서 파티가 열렸다,사교적이다,환대한다
2225,그는 새 안경을 구입했다,변화를 추구한다,세련되다
2226,그는 아기를 입양했다,따뜻하고 관대하다,따뜻하다
2227,그는 어느 날 집으로 걸어갔다,운동을 좋아한다,건강하다
2228,그는 잠시 휴식을 취했다,피곤하다,피곤하다
2229,그는 그만두고 싶다고 했다,좌절한 것 같다,지치다
2230,그는 문신을 새겼다,대담하다,대담하다
2231,그는 제 머리를 잘랐다,용기가 있다,용감하다
2232,그는 약속을 놓쳤다,부주의하다,부주의하다
2233,그는 깜짝 선물을 받았다,기쁘다,감동받다
2234,그는 정말 재미있었다,유쾌하다,즐겁다
2235,그는 초등학교 교사였다,인내심이 많다,인내심 있다
2236,그는 그녀에게 정말 상처를 줬다,무례하다,무례하다
2237,그는 고양이를 구조했다,친절하다,친절하다
2238,그는 학교를 위해 식료품을 사러 갔다,성실하다,책임감 있다
2239,그는 욕실을 리모델링했다,집을 꾸미다,꼼꼼하다
2240,그는 새 애완동물을 구입했다,새로운 책임감이 생겼다,관대하다
2241,그가 그녀를 데리러 갔다,로맨틱하다,로맨틱하다
2242,그는 잠을 좀 잤다,피곤하다,피곤하다
2243,그는 그녀를 다시 바라봤다,사랑에 빠지다,사랑에 빠지다
2244,그는 그녀의 집에서 파티가 있었다,사교적이다,활발하다
2245,그는 그녀의 문을 두드렸다,사과하려고 한다,용감하다
2246,그는 밖에서 노는 것을 좋아했다,사교적이다,활발하다
2247,그는 그의 구두닦이 박스를 받았다,자선심이 많다,감사하다
2248,그는 학교를 마치고 집으로 걸어갔다,꾸준하다,피곤하다
2249,그는 스스로 목숨을 끊었다,절망적이다,절망적이다
2250,그는 정말 멋져 보였다,자신감이 있다,자신감 넘친다
2251,그는 사탕을 원했다,달콤하다,달콤하다
2252,그는 그녀에게 너무 비쌌다,인색하다,탐욕스럽다
2253,그는 바느질하는 법을 배우고 싶어했다,꾸준하고 인내심이 있다,창의적이다
2254,그는 할머니에게 물어봤다,예의바르다,예의바르다
2255,그는 남자친구와 말다툼을 벌였다,화 잘 내는 편이다,화나다
2256,그는 지푸라기라도 잡는 심정였다,극도로 필요로 하는 상황에 처해 있다,근심스럽다
2257,그는 영화 보러 가고 싶어했다,즐거워 보인다,즐겁다
2258,그는 병원으로 급히 이송해야 했다,위급한 상황에 처했다,위급하다
2259,그도 자신을 봤다,자기를 이해하고 있다,자기 중심적이다
2260,그는 곧 시험이 있었다,긴장되어 있다,긴장하다
2261,그는 결국 그만뒀다,포기한다,실망하다
2262,그는 새로운 취미를 찾았다,호기심이 많다,호기심 많다
2263,그는 저녁 식사에 초대했다,사교적이다,친절하다
2264,그는 할아버지와 함께 낚시를 하러 갔다,가족을 소중히 여긴다,친근하다
2265,그는 친구가 많지 않았다,외로움을 느낀다,외롭다
2266,그는 어느 날 일을 그만뒀다,변화를 추구한다,결단력이 있다
2267,그는 방과 후에도 학교에 남아 있었다,열심히 공부한다,열심히 공부한다
2268,그는 집에 가서 잠자리에 들었다,피곤하다,피곤하다
2269,그는 새 남자친구가 생겼다,새로운 시작을 하고 있다,행복하다
2270,그는 깊은 심호흡을 했다,진정되다,진정하다
2271,그는 새 전자 레인지를 구입했다,현대적이다,요리를 좋아한다
2272,그는 더 가까워진 느낌였다,친밀감을 느끼게 했다,친근하다
2273,그는 전화벨 소리가 들렸다,궁금하다,기대한다
2274,그는 새 배터리를 구입했다,신뢰할 만하다,현명하다
2275,그는 목소리를 잃었다,말이 없다,당황하다
2276,그는 함께 노래했다,사교적이다,즐겁다
2277,그는 고양이에게 먹이를 먹였다,동물 애호가다,관대하다
2278,그는 시간을 확인했다,조직적이다,조급하다
2279,그는 함께 함정을 건설했다,교활하다,교활하다
2280,그는 공격을 시작했다,공격적이다,적대적이다
2281,그는 어디에서나 착용했다,자신을 표현하는 데 신경을 쓴다,스타일리시하다
2282,그는 자신의 의무를 소홀히 했다,부주의하다,부주의하다
2283,그는 뮤직 비디오를 시청했다,즐거워하다,즐겁다
2284,그는 그녀에게 개요를 소개했다,사교적이다,친절하다
2285,그는 읽을 책을 찾았다,지적이다,호기심 많다
2286,그는 스스로 그만뒀다,결단력이 있다,결단력 있다
2287,그는 아마존에서 음악을 주문했다,편안한 쇼핑을 즐긴다,음악을 좋아한다
2288,그는 현장 학습 중였다,호기심이 많다,경험을 추구한다
2289,그는 엉덩이를 흔들었다,춤을 춘다,유쾌하다
2290,드디어 그의 차례였다,기대하고 있었다,기대된다고 보인다
2291,그는 그녀의 뒤를 흘끗 쳐다봤다,호기심 많다,호기심 많다
2292,그는 자신의 자리를 찾았다,안정된다,안심하다
2293,그는 확인하러 갔다,신중하다,꼼꼼하다
2294,그는 사실이라고 하기에는 너무 좋은 사람였다,너그럽다,완벽하다
2295,그는 제 머리 위로 떨어졌다,운이 나쁘다,운이 없다
2296,그는 동물원을 방문했다,호기심 많다,동물을 사랑한다
2297,그는 그것을 어디에서도 찾을 수 없었다,절망적이다,단단하다
2298,그는 함께 플레이했다,사교적이다,친근하다
2299,그는 결혼을 앞두고 있었다,행복해 보인다,행복하다
2300,그는 그의 다리를 뻗었다,편안해 보인다,편안하다
2301,그는 소년에게 물었다,호기심이 많다,호기심 많다
2302,그는 검을 들었다,강렬하다,용감하다
2303,그는 잠을 자려고 했다,피곤하다,피곤하다
2304,그는 집안 곳곳을 살펴봤다,의심스럽다,호기심 많다
2305,그는 공원에서 공을 찾았다,친절하다,즐겁다
2306,그는 농구 덩크슛을 했다,운동 실력이 뛰어나다,운동이 잘 된다
2307,그는 캐나다를 방문했다,여행을 좋아한다,여행을 좋아한다
2308,그는 또한 지켜봤다,의심스럽다,교묘하다
2309,그는 그의 이름이 찍혔다,유명하다,유명하다
2310,그는 새 오토바이를 구입했다,부유해 보인다,부유하다
2311,그는 피를 흘리기 시작했다,다친 것 같다,위험하다
2312,그는 새 헤드폰을 구입했다,소비욕이 강하다,음악을 좋아한다
2313,그는 가능성을 높였다,미래를 위해 준비하고 있다,자신감 있다
2314,그는 룸메이트에게 물어봤다,사교적이다,호기심 많다
2315,그는 그녀에게 혀를 내밀었다,무례하다,무례하다
2316,그는 그녀를 노려봤다,호감이 있다,호기심 많다
2317,그는 음식을 주문했다,배고프다,배고프다
2318,그는 그녀를 태워버렸다,친절하다,친절하다
2319,그는 클라리넷을 연주했다,음악적이다,재능 있다
2320,그는 온라인 데이트를 시도했다,현대적이다,혼자 있다
2321,그는 신용 카드를 받았다,신용도가 높다,부유하다
2322,그는 파티에 가려고 했다,사교적이다,즐겁다
2323,그는 휴대폰을 두고 갔다,부주의하다,희망이 없다
2324,그는 새 책을 구입했다,호기심이 많다,책을 좋아한다
2325,그는 벌에 쏘였다,고통스럽다,아프다
2326,그는 시끄러운 소리가 들었다,귀에 민감하다,귀찮다
2327,그는 주차 공간을 찾았다,운이 좋다,운이 좋다
2328,그는 배달 음식을 주문했다,게으르다,게으르다
2329,그는 시끄러운 소리를 내었다,귀찮다,시끄럽다
2330,그는 정말 목이 말랐다,갈증이 있다,갈증을 느낀다
2331,그는 새 타이어를 구입했다,차를 관리하다,신중하다
2332,그는 책의 결말을 들었다,호기심이 많다,궁금하다
